"Class","Year_begin","Subject","ShortName","Year_end","OlympiadType","Status","TeamSize"
11,2013,"Физическая культура","ГБОУ СОШ № 1049",2014,"Всероссийская олимпиада","призёр",3
7,2016,"Изобразительное искусство","ГБОУ школа № 1980",2017,"Московская олимпиада","призёр",3
11,2017,"Литература","ГБОУ школа № 870",2018,"Всероссийская олимпиада","призёр",5
5,2015,"филология","ГБОУ школа № 1252 имени Сервантеса",2016,"Московская олимпиада","победитель",4
8,2014,"Информатика","ГБОУ Физматшкола 2007",2015,"Московская олимпиада","победитель",5
6,2014,"Математика","ГБОУ гимназия № 1358",2015,"Московская олимпиада","призёр",4
11,2015,"Информатика","ГАОУ ВО МИОО. СОШ № 179",2016,"Всероссийская олимпиада","призёр",4
11,2012,"предпринимательство","ГАОУ ЦО № 548",2013,"Московская олимпиада","призёр",4
11,2018,"Русский язык","университетская гимназия",2019,"Районная олимпиада","победитель",4
10,2014,"Технология","ГБОУ школа № 185",2015,"Московская олимпиада","призёр",3
11,2013,"Экономика","ГБОУ СОШ № 5",2014,"Московская олимпиада","призёр",4
9,2017,"Физика","ГБОУ школа № 1547",2018,"Всероссийская олимпиада","призёр",4
10,2014,"Право","ГБОУ СОШ № 1280",2015,"Всероссийская олимпиада","призёр",3
8,2012,"Химия","ГБОУ лицей № 1568",2013,"Московская олимпиада","призёр",4
10,2018,"Биология","ГБОУ школа имени Маршала В.И. Чуйкова",2019,"Всероссийская олимпиада","призёр",3
9,2015,"История","ГБОУ Московская гимназия на Юго-Западе № 1543",2016,"Всероссийская олимпиада","призёр",3
9,2019,"История","ГБОУ школа № 14",2020,"Всероссийская олимпиада","призёр",5
11,2016,"Мировая Художественная Культура (МХК)","ГБОУ школа № 2109",2017,"Всероссийская олимпиада","призёр",3
10,2016,"Литература","ГБОУ школа № 1150 имени Героя Советского Союза К.К. Рокоссовского",2017,"Районная олимпиада","призёр",4
7,2015,"Математика","ГБОУ Физматшкола № 2007",2016,"Московская олимпиада","призёр",4
11,2014,"Обществознание","ГБОУ школа № 1900",2015,"Всероссийская олимпиада","призёр",4
7,2013,"Математика","ГАОУ ВО МИОО. СОШ № 179",2014,"Московская олимпиада","призёр",4
10,2018,"Иностранный язык (английский язык)","ГБОУ школа № 641 имени С. Есенина",2019,"Всероссийская олимпиада","призёр",4
11,2018,"филология","ГБОУ школа № 2098 имени Героя Советского Союза Л.М. Доватора",2019,"Московская олимпиада","призёр",5
11,2015,"Русский язык","ГБОУ школа № 1252 имени Сервантеса",2016,"Всероссийская олимпиада","призёр",3
11,2018,"Мировая Художественная Культура (МХК)","ГБОУ школа № 1553 имени В.И. Вернадского",2019,"Московская олимпиада","призёр",5
7,2017,"филология","ГБОУ «Школа № 597 «Новое Поколение»",2018,"Московская олимпиада","призёр",5
9,2018,"Физика","ГБОУ школа № 1580",2019,"Всероссийская олимпиада","призёр",3
11,2018,"Информационные технологии в профессиональной деятельности","ГБОУ школа № 1583",2019,"Московская олимпиада","призёр",5
10,2016,"Информатика","ГБОУ Физматшкола № 2007",2017,"Всероссийская олимпиада","призёр",4
11,2017,"Физика","ГБОУ школа № 1741",2018,"Московская олимпиада","призёр",4
7,2016,"Биология","ГБОУ школа № 1248",2017,"Московская олимпиада","победитель",3
10,2017,"Физика","ГБОУ школа № 444",2018,"Московская олимпиада","призёр",5
9,2016,"Биология","ГБОУ лицей № 1502 при МЭИ",2017,"Всероссийская олимпиада","призёр",5
9,2013,"Технология","ГБОУ школа № 293",2014,"Московская олимпиада","призёр",3
8,2019,"Математика","ГБОУ школа № 57",2020,"Всероссийская олимпиада","призёр",4
10,2016,"Иностранный язык (французский язык)","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2017,"Всероссийская олимпиада","призёр",5
10,2017,"Биология","ГБОУ школа № 192",2018,"Всероссийская олимпиада","призёр",5
11,2015,"Физика","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2016,"Всероссийская олимпиада","призёр",5
11,2016,"Экономика","ГАОУ «Гимназия № 1518»",2017,"Московская олимпиада","призёр",4
8,2018,"Робототехника","ГБОУ школа № 1449",2019,"Московская олимпиада","призёр",5
10,2017,"Информатика и Информационно-коммуникационные технологии (ИКТ)","ГБОУ школа № 179",2018,"Всероссийская олимпиада","призёр",3
11,2015,"Химия","ГБОУ СОШ № 654 имени А.Д. Фридмана",2016,"Всероссийская олимпиада","призёр",3
6,2015,"Биология","ГБОУ школа № 199",2016,"Московская олимпиада","призёр",4
10,2013,"Биология","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2014,"Всероссийская олимпиада","призёр",4
11,2013,"Обществознание","ГБОУ СОШ № 1308",2014,"Всероссийская олимпиада","призёр",3
11,2013,"История","ГБОУ лицей № 1502 при МЭИ",2014,"Всероссийская олимпиада","призёр",5
8,2017,"Химия","ГБОУ школа № 218",2018,"Московская олимпиада","призёр",5
11,2015,"Математика","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2016,"Всероссийская олимпиада","победитель",4
8,2018,"Химия","ГБОУ школа № 1568",2019,"Московская олимпиада","призёр",5
9,2013,"Основы безопасности жизнедеятельности","ГБОУ СОШ № 665",2014,"Всероссийская олимпиада","призёр",5
11,2018,"Иностранный язык (английский язык)","ГБОУ школа № 45",2019,"Всероссийская олимпиада","победитель",3
10,2018,"Иностранный язык (английский язык)","ГБОУ школа № 1285",2019,"Всероссийская олимпиада","призёр",4
9,2013,"Химия","ГБОУ лицей № 1303",2014,"Московская олимпиада","призёр",5
11,2019,"Основы безопасности жизнедеятельности","ФГКОУ «Кадетский корпус Следственного комитета Российской Федерации имени Александра Невского» или «Кадетский корпус Следственного комитета»",2020,"Всероссийская олимпиада","призёр",3
6,2018,"Биология","ГБОУ школа № 1575",2019,"Московская олимпиада","призёр",4
10,2017,"Русский язык","ГБОУ школа № 727",2018,"Всероссийская олимпиада","победитель",4
10,2014,"Обществознание","ГБОУ школа № 1329",2015,"Районная олимпиада","призёр",3
10,2014,"Русский язык","ГБОУ лицей № 1553 им. В. И. Вернадского",2015,"Всероссийская олимпиада","призёр",5
11,2012,"Русский язык","ГБОУ СОШ № 1279",2013,"Всероссийская олимпиада","призёр",3
10,2015,"Обществознание","ГБОУ «Гимназия № 1528»",2016,"Всероссийская олимпиада","призёр",5
7,2013,"Технология","ГБОУ СОШ № 718",2014,"Московская олимпиада","призёр",3
7,2017,"Физика","ГБОУ «Курчатовская школа»",2018,"Московская олимпиада","призёр",3
9,2017,"История","ГБОУ школа № 1434",2018,"Всероссийская олимпиада","призёр",5
10,2014,"Мировая Художественная Культура (МХК)","ГБОУ школа № 1293",2015,"Районная олимпиада","призёр",5
9,2015,"Биология","ГБОУ школа № 171",2016,"Всероссийская олимпиада","призёр",5
11,2017,"Математика","Московский государственный университет имени М.В. Ломоносова, МГУ имени М.В. Ломоносова, Московский университет или МГУ",2018,"Всероссийская олимпиада","призёр",4
11,2014,"Экономика","ГБОУ гимназия № 1588",2015,"Московская олимпиада","победитель",4
11,2017,"История","ГКОУ КШИ № 5",2018,"Районная олимпиада","призёр",5
10,2016,"Иностранный язык (китайский язык)","ГБОУ школа № 1948",2017,"Районная олимпиада","призёр",5
11,2014,"Физика","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2015,"Всероссийская олимпиада","призёр",3
7,2012,"Биология","ГБОУ лицей № 1571",2013,"Московская олимпиада","призёр",5
9,2018,"филология","ГБОУ школа № 1980",2019,"Московская олимпиада","призёр",5
7,2018,"Робототехника","ГБОУ школа № 1580",2019,"Московская олимпиада","победитель",4
10,2019,"История","ГБОУ школа № 1522 имени В.И. Чуркина",2020,"Всероссийская олимпиада","призёр",4
10,2019,"Химия","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2020,"Всероссийская олимпиада","призёр",3
11,2014,"Физика","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2015,"Московская олимпиада","победитель",3
10,2014,"Информатика","ГБОУ лицей «Вторая школа»",2015,"Всероссийская олимпиада","победитель",4
6,2015,"Технология","ГБОУ школа № 1883 «Бутово»",2016,"Московская олимпиада","призёр",4
10,2013,"Физика","ГБОУ лицей № 1557",2014,"Московская олимпиада","призёр",3
11,2016,"Право","ГБОУ школа № 1944",2017,"Всероссийская олимпиада","призёр",3
9,2016,"Иностранный язык (французский язык)","ГБОУ школа № 1251 имени генерала Шарля де Голля",2017,"Всероссийская олимпиада","призёр",3
10,2019,"Обществознание","Финансовый университет",2020,"Районная олимпиада","победитель",4
10,2019,"Физическая культура","ГКОУ КШИ № 5",2020,"Всероссийская олимпиада","победитель",5
9,2013,"Математика","ГБОУ ЦО № 57",2014,"Районная олимпиада","призёр",4
7,2014,"Изобразительное искусство","ГБОУ гимназия № 1517",2015,"Московская олимпиада","призёр",5
10,2017,"Литература","ГБОУ школа № 979",2018,"Всероссийская олимпиада","призёр",5
11,2015,"Литература","ФГБОУ ВО МГЛУ",2016,"Всероссийская олимпиада","призёр",4
6,2017,"Биология","ГБОУ школа № 1191",2018,"Московская олимпиада","призёр",3
3,2019,"Технология","ГБПОУ «1-й МОК»",2020,"Районная олимпиада","призёр",4
9,2013,"Математика","ГБОУ лицей «Вторая школа»",2014,"Всероссийская олимпиада","призёр",4
11,2014,"Иностранный язык (английский язык)","ГБОУ лицей № 1502 при МЭИ",2015,"Всероссийская олимпиада","призёр",5
7,2013,"Математика","ГБОУ Московская гимназия на Юго-Западе № 1543",2014,"Московская олимпиада","призёр",3
11,2013,"Иностранный язык (немецкий язык)","ГБОУ СОШ № 1385",2014,"Всероссийская олимпиада","призёр",5
9,2019,"Иностранный язык (испанский язык)","ГБОУ школа № 1252",2020,"Всероссийская олимпиада","призёр",5
9,2016,"Основы безопасности жизнедеятельности","ГБОУ школа № 2073",2017,"Всероссийская олимпиада","призёр",3
9,2019,"Литература","ГБОУ Инженерная школа № 1581",2020,"Всероссийская олимпиада","призёр",4
10,2019,"Русский язык","ГБОУ Инженерно-техническая школа",2020,"Всероссийская олимпиада","призёр",4
7,2017,"Изобразительное искусство","ГБОУ школа № 1231",2018,"Московская олимпиада","призёр",3
7,2016,"Математика","ГБОУ Физматшкола № 2007",2017,"Московская олимпиада","призёр",5
9,2015,"Информатика","ГБОУ «Школа-интернат «Интеллектуал»",2016,"Московская олимпиада","призёр",3
10,2017,"Химия","ГБОУ школа № 1568",2018,"Московская олимпиада","призёр",3
7,2012,"Изобразительное искусство","ГБОУ СОШ № 224",2013,"Московская олимпиада","призёр",3
8,2013,"Экономика","ГБОУ школа № 827",2014,"Московская олимпиада","призёр",5
5,2013,"предпринимательство","ГБОУ СОШ № 1100",2014,"Московская олимпиада","призёр",3
5,2012,"Экономика","ГБОУ СОШ № 506",2013,"Московская олимпиада","призёр",4
11,2016,"Биология","ГБОУ школа № 171",2017,"Районная олимпиада","призёр",5
11,2015,"Технология","ГБОУ школа № 1000",2016,"Всероссийская олимпиада","победитель",4
6,2014,"Изобразительное искусство","ГБОУ гимназия № 1565 «Свиблово»",2015,"Московская олимпиада","призёр",5
8,2015,"География","ГБОУ гимназия № 1562",2016,"Московская олимпиада","призёр",4
9,2018,"Химия","ГБОУ школа № 1575",2019,"Московская олимпиада","призёр",5
11,2014,"География","ГБОУ лицей № 1501",2015,"Всероссийская олимпиада","призёр",5
9,2012,"Литература","ГБОУ гимназия № 1522",2013,"Всероссийская олимпиада","призёр",3
11,2014,"Химия","ГБОУ СОШ № 814",2015,"Московская олимпиада","призёр",5
11,2017,"филология","ГБОУ школа № 2123 им. М. Эрнандеса",2018,"Московская олимпиада","победитель",5
10,2015,"Физическая культура","ГБОУ гимназия № 1515",2016,"Всероссийская олимпиада","призёр",5
11,2019,"Экономика","АНО «ОШ центра педагогического мастерства»",2020,"Всероссийская олимпиада","призёр",3
11,2015,"Физика","ГБОУ ЛГК на Юго-Востоке",2016,"Всероссийская олимпиада","призёр",3
10,2013,"Иностранный язык (английский язык)","ГБОУ гимназия № 1520 им. Капцовых",2014,"Всероссийская олимпиада","призёр",3
6,2013,"География","ГБОУ гимназия № 1562",2014,"Московская олимпиада","призёр",3
11,2015,"Изобразительное искусство","ГБОУ школа № 1194",2016,"Московская олимпиада","победитель",5
10,2016,"Физика","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2017,"Всероссийская олимпиада","победитель",3
7,2014,"Изобразительное искусство","ГБОУ гимназия № 1507",2015,"Московская олимпиада","призёр",4
10,2015,"Информатика","ГБОУ Московская гимназия на Юго-Западе № 1543",2016,"Московская олимпиада","призёр",3
9,2017,"Биология","ГБОУ школа № 1359",2018,"Всероссийская олимпиада","призёр",4
8,2012,"Химия","МАОУ «Лицей города Троицка»",2013,"Московская олимпиада","призёр",3
11,2018,"Иностранный язык (французский язык)","ГБОУ школа № 1251 имени генерала Шарля де Голля",2019,"Всероссийская олимпиада","призёр",4
6,2018,"Изобразительное искусство","ГБОУ школа № 1056",2019,"Московская олимпиада","призёр",4
9,2014,"Химия","ГБОУ школа № 192",2015,"Московская олимпиада","призёр",4
10,2017,"Литература","ГБОУ школа № 1748",2018,"Всероссийская олимпиада","призёр",4
9,2016,"Обществознание","ГБОУ лицей № 1502 при МЭИ",2017,"Районная олимпиада","призёр",4
9,2017,"Биология","ГБОУ школа № 14",2018,"Всероссийская олимпиада","призёр",3
11,2016,"Физическая культура","ГБОУ школа № 9",2017,"Всероссийская олимпиада","призёр",4
10,2019,"Основы безопасности жизнедеятельности","ГБОУ школа № 1449",2020,"Всероссийская олимпиада","победитель",4
6,2018,"География","ГБОУ школа № 1568",2019,"Московская олимпиада","призёр",5
5,2017,"филология","ГБОУ школа № 1252",2018,"Московская олимпиада","призёр",4
11,2014,"Обществознание","ГБОУ СОШ № 1208",2015,"Всероссийская олимпиада","призёр",4
10,2018,"Технология","Предуниверситарий НИЯУ МИФИ",2019,"Районная олимпиада","призёр",5
10,2016,"Химия","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2017,"Всероссийская олимпиада","призёр",5
11,2013,"Химия","ГБОУ СОШ № 224",2014,"Московская олимпиада","призёр",5
5,2014,"Изобразительное искусство","ГБОУ гимназия № 1512",2015,"Московская олимпиада","призёр",3
11,2016,"География","ОЧУ «Газпром школа»",2017,"Всероссийская олимпиада","призёр",4
9,2016,"Право","ГБОУ школа № 2070",2017,"Всероссийская олимпиада","победитель",5
5,2012,"Технология","ГБОУ ЦО 1927",2013,"Московская олимпиада","победитель",3
9,2018,"Биология","ГБОУ школа № 1392 им. Д.В. Рябинкина",2019,"Всероссийская олимпиада","призёр",5
11,2019,"Иностранный язык (испанский язык)","ГБОУ школа № 1558 имени Росалии де Кастро",2020,"Всероссийская олимпиада","призёр",3
8,2015,"Изобразительное искусство","ГБОУ школа № 1460",2016,"Московская олимпиада","призёр",5
11,2016,"Биология","ГБОУ школа № 1944",2017,"Районная олимпиада","призёр",5
9,2014,"История","ОО ЧУ «Московский лицей «Ступени»",2015,"Всероссийская олимпиада","призёр",5
9,2018,"Информатика","ГБОУ школа № 179",2019,"Районная олимпиада","победитель",4
10,2018,"Обществознание","ГБОУ школа № 1517",2019,"Всероссийская олимпиада","призёр",5
9,2018,"Биология","ГБОУ школа № 171",2019,"Всероссийская олимпиада","призёр",5
11,2015,"Иностранный язык (английский язык)","ГБОУ школа № 1383",2016,"Районная олимпиада","призёр",5
9,2016,"Право","ГБОУ школа № 1206",2017,"Всероссийская олимпиада","призёр",4
10,2019,"Русский язык","ГБОУ школа № 179",2020,"Всероссийская олимпиада","призёр",5
10,2015,"Обществознание","ГБОУ школа № 1440",2016,"Всероссийская олимпиада","призёр",5
11,2017,"Литература","ГБОУ школа № 2104 на Таганке",2018,"Всероссийская олимпиада","призёр",4
10,2018,"Информатика","ГБОУ школа № 444",2019,"Всероссийская олимпиада","победитель",3
10,2019,"География","ГБОУ «Курчатовская школа»",2020,"Всероссийская олимпиада","призёр",5
11,2014,"Литература","ГБОУ СОШ № 1199 «Лига Школ»",2015,"Районная олимпиада","призёр",4
9,2019,"Химия","ГАОУ «Школа № 1518»",2020,"Районная олимпиада","призёр",3
9,2014,"Информатика","ГБОУ школа № 2077",2015,"Всероссийская олимпиада","призёр",5
11,2018,"Обществознание","ГБОУ школа № 57",2019,"Всероссийская олимпиада","призёр",4
10,2017,"Иностранный язык (английский язык)","ГБОУ гимназия № 1529",2018,"Всероссийская олимпиада","призёр",5
11,2017,"Экология","ГБОУ школа № 1794",2018,"Всероссийская олимпиада","призёр",5
9,2013,"Литература","ГБОУ СОШ № 1971",2014,"Всероссийская олимпиада","призёр",5
10,2018,"Физика","ГБОУ «Лицей «Вторая школа»",2019,"Всероссийская олимпиада","призёр",3
10,2018,"Биология","ГБОУ школа № 57",2019,"Всероссийская олимпиада","призёр",5
9,2012,"Литература","ГБОУ СОШ № 871",2013,"Всероссийская олимпиада","призёр",3
11,2017,"Искусство (МХК)","НИУ ВШЭ. лицей",2018,"Всероссийская олимпиада","призёр",5
11,2018,"Иностранный язык (английский язык)","ГБОУ школа № 1279",2019,"Всероссийская олимпиада","призёр",4
11,2017,"Физика","Московский государственный университет имени М.В. Ломоносова, МГУ имени М.В. Ломоносова, Московский университет или МГУ",2018,"Районная олимпиада","призёр",4
9,2015,"Химия","ГБОУ лицей № 1574",2016,"Московская олимпиада","призёр",5
7,2015,"Математика","ГБОУ гимназия № 1534",2016,"Московская олимпиада","призёр",3
7,2018,"Математика","ГБОУ «Лицей «Вторая школа»",2019,"Московская олимпиада","призёр",5
9,2017,"Информатика и Информационно-коммуникационные технологии (ИКТ)","ГБОУ школа № 179",2018,"Районная олимпиада","победитель",4
9,2016,"Информатика","ГБОУ школа «Интеллектуал»",2017,"Всероссийская олимпиада","победитель",4
9,2013,"Мировая Художественная Культура (МХК)","ГБОУ гимназия № 45",2014,"Районная олимпиада","призёр",5
11,2019,"Право","университетская гимназия",2020,"Всероссийская олимпиада","призёр",5
10,2019,"Экология","ГБОУ школа № 14",2020,"Всероссийская олимпиада","призёр",3
11,2019,"Литература","ГБОУ школа № 1520 им. Капцовых",2020,"Всероссийская олимпиада","призёр",4
10,2018,"Изобразительное искусство","ГАОУ школа № 548",2019,"Московская олимпиада","победитель",3
11,2017,"Русский язык","ГБОУ школа № 57",2018,"Всероссийская олимпиада","призёр",4
11,2012,"Иностранный язык (французский язык)","ГБОУ Лингвистический лицей № 1555",2013,"Всероссийская олимпиада","призёр",3
10,2018,"География","ГБОУ школа имени Маршала В.И. Чуйкова",2019,"Всероссийская олимпиада","призёр",5
10,2016,"Химия","ГБОУ школа № 1288",2017,"Московская олимпиада","призёр",5
11,2012,"Экономика","ГАОУ ВО МИОО. СОШ № 179",2013,"Всероссийская олимпиада","призёр",5
5,2016,"Технология","ГБОУ школа № 705",2017,"Московская олимпиада","призёр",3
10,2017,"Право","ГБОУ гимназия № 1529",2018,"Районная олимпиада","призёр",3
10,2016,"Биология","ГБОУ Московская гимназия на Юго-Западе № 1543",2017,"Всероссийская олимпиада","призёр",3
11,2017,"История","ГБОУ школа № 2001",2018,"Всероссийская олимпиада","призёр",3
10,2016,"Экология","ГБОУ школа № 1250",2017,"Всероссийская олимпиада","призёр",3
10,2019,"Технология","ГБОУ школа № 2033",2020,"Всероссийская олимпиада","призёр",3
9,2018,"Химия","ГБОУ школа № 218",2019,"Районная олимпиада","призёр",3
10,2012,"География","ГБОУ СОШ № 107",2013,"Всероссийская олимпиада","призёр",5
9,2017,"Литература","ГБОУ школа № 1506",2018,"Районная олимпиада","призёр",4
5,2017,"Технология","ГБОУ школа № 118",2018,"Московская олимпиада","победитель",5
6,2017,"Технология","ГБОУ школа № 185",2018,"Московская олимпиада","победитель",4
10,2014,"История","ГБОУ школа № 827",2015,"Московская олимпиада","призёр",4
11,2016,"Право","ГБОУ ЦО № 1858",2017,"Всероссийская олимпиада","призёр",4
8,2018,"Химия","ГБОУ школа № 1568",2019,"Московская олимпиада","победитель",4
11,2012,"Экология","ГБОУ СОШ № 1242",2013,"Всероссийская олимпиада","призёр",3
9,2017,"Математика","ГБОУ школа № 1329",2018,"Всероссийская олимпиада","призёр",5
10,2013,"Информатика","ГАОУ ВО МИОО. СОШ № 179",2014,"Московская олимпиада","призёр",3
10,2019,"Математика","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2020,"Всероссийская олимпиада","победитель",3
9,2016,"астрономия","ГБОУ Физматшкола № 2007",2017,"Всероссийская олимпиада","победитель",4
10,2019,"Биология","ГБОУ школа № 192",2020,"Всероссийская олимпиада","призёр",4
9,2016,"Информатика","ГБОУ лицей «Вторая школа»",2017,"Всероссийская олимпиада","призёр",3
11,2014,"Математика","ГБОУ СОШ № 315",2015,"Районная олимпиада","призёр",4
9,2014,"Обществознание","ГБОУ СОШ № 240",2015,"Всероссийская олимпиада","призёр",5
11,2016,"Литература","ГБОУ «ЦО № 654 имени А.Д. Фридмана»",2017,"Всероссийская олимпиада","призёр",3
10,2016,"История","ГБОУ лицей № 1535",2017,"Всероссийская олимпиада","призёр",3
9,2018,"Химия","ГБОУ школа № 1568",2019,"Московская олимпиада","призёр",3
7,2012,"Математика","ГБОУ Физматшкола 2007",2013,"Московская олимпиада","призёр",4
9,2018,"Экология","ГБОУ школа № 1535",2019,"Всероссийская олимпиада","призёр",3
10,2015,"Обществознание","ГБОУ школа № 962",2016,"Московская олимпиада","победитель",5
10,2016,"Мировая Художественная Культура (МХК)","ФГБОУ ВО МГЛУ",2017,"Всероссийская олимпиада","призёр",3
6,2016,"Робототехника","ГБОУ лицей № 1537",2017,"Московская олимпиада","призёр",3
5,2016,"Биология","ГБОУ школа № 641 имени С. Есенина",2017,"Московская олимпиада","призёр",5
11,2016,"Иностранный язык (итальянский язык)","ГБОУ лицей № 1451",2017,"Всероссийская олимпиада","призёр",5
11,2016,"Биология","ГБОУ школа «Интеллектуал»",2017,"Районная олимпиада","призёр",5
11,2018,"Русский язык","ГБОУ школа № 1575",2019,"Всероссийская олимпиада","призёр",5
7,2014,"Технология","ГБОУ гимназия № 1290",2015,"Московская олимпиада","призёр",4
11,2019,"Математика","ГБОУ школа № 444",2020,"Районная олимпиада","призёр",4
10,2017,"Иностранный язык (английский язык)","ГБОУ школа № 1238",2018,"Всероссийская олимпиада","победитель",5
10,2014,"Иностранный язык (английский язык)","ГБОУ гимназия № 1567",2015,"Всероссийская олимпиада","призёр",4
9,2015,"Обществознание","ГБОУ школа № 1376",2016,"Всероссийская олимпиада","призёр",3
5,2012,"Математика","ГБОУ лицей № 1524",2013,"Московская олимпиада","призёр",4
10,2018,"Физика","СУНЦ МГУ",2019,"Районная олимпиада","призёр",5
9,2015,"Обществознание","ГБОУ школа № 199",2016,"Всероссийская олимпиада","призёр",5
10,2019,"Иностранный язык (английский язык)","ГБОУ школа № 1520 им. Капцовых",2020,"Всероссийская олимпиада","призёр",5
11,2018,"Иностранный язык (английский язык)","ГБОУ школа № 1541",2019,"Всероссийская олимпиада","победитель",3
10,2017,"Биология","ФГАОУ ВО Первый МГМУ им И.М. Сеченова Минздрава России (Сеченовский университет)",2018,"Всероссийская олимпиада","призёр",5
11,2018,"Иностранный язык (английский язык)","ГБОУ Открытая школа № 88",2019,"Районная олимпиада","призёр",5
9,2018,"астрономия","ГАОУ «Школа № 1518»",2019,"Районная олимпиада","призёр",4
5,2015,"Экономика","ГБОУ школа № 1384 имени А.А. Леманского",2016,"Московская олимпиада","призёр",5
10,2014,"Русский язык","ГБОУ гимназия № 1358",2015,"Всероссийская олимпиада","призёр",4
10,2014,"Основы безопасности жизнедеятельности","ФГКОУ «МСВУ МО РФ»",2015,"Всероссийская олимпиада","призёр",3
11,2014,"Физика","ГБОУ СОШ № 2107",2015,"Районная олимпиада","призёр",3
11,2018,"Обществознание","ГБОУ школа № 1799",2019,"Московская олимпиада","призёр",4
9,2017,"География","ГБОУ школа имени Маршала В.И. Чуйкова",2018,"Московская олимпиада","призёр",4
10,2013,"Математика","ГБОУ лицей «Вторая школа»",2014,"Всероссийская олимпиада","победитель",3
11,2018,"Иностранный язык (английский язык)","ГБОУ школа № 218",2019,"Районная олимпиада","призёр",3
9,2015,"Математика","ГБОУ Московская гимназия на Юго-Западе № 1543",2016,"Всероссийская олимпиада","призёр",4
10,2019,"Технология","ГБОУ школа № 1000",2020,"Всероссийская олимпиада","победитель",3
9,2015,"Биология","ГБОУ лицей № 1502 при МЭИ",2016,"Районная олимпиада","призёр",3
10,2018,"Информационные технологии в профессиональной деятельности","ГБОУ школа № 1580",2019,"Московская олимпиада","призёр",5
9,2013,"Обществознание","ГБОУ гимназия № 1290",2014,"Московская олимпиада","призёр",3
9,2017,"Обществознание","ГАОУ «Школа № 1518»",2018,"Всероссийская олимпиада","призёр",4
11,2017,"Экономика","НИУ ВШЭ. лицей",2018,"Всероссийская олимпиада","призёр",3
6,2016,"Изобразительное искусство","ГБОУ школа № 1249",2017,"Московская олимпиада","победитель",3
9,2016,"Математика","ГБОУ Московская гимназия на Юго-Западе № 1543",2017,"Московская олимпиада","призёр",4
9,2014,"Русский язык","ГБОУ гимназия № 1558",2015,"Всероссийская олимпиада","призёр",5
5,2017,"Технология","ГБОУ школа № 705",2018,"Московская олимпиада","призёр",4
10,2019,"Литература","ГБОУ школа № 1501",2020,"Районная олимпиада","призёр",3
9,2016,"Математика","ГБОУ лицей «Вторая школа»",2017,"Всероссийская олимпиада","призёр",3
10,2017,"Иностранный язык (английский язык)","НИУ ВШЭ. лицей",2018,"Районная олимпиада","призёр",5
11,2017,"Иностранный язык (испанский язык)","ГБОУ школа № 1252",2018,"Всероссийская олимпиада","призёр",3
8,2013,"Экономика","ГБОУ лицей № 1535",2014,"Московская олимпиада","призёр",5
11,2018,"Физика","ГБОУ школа № 1212",2019,"Всероссийская олимпиада","призёр",4
10,2016,"Русский язык","ГБОУ школа № 830",2017,"Всероссийская олимпиада","призёр",4
10,2019,"Обществознание","ГБОУ школа № 1514",2020,"Всероссийская олимпиада","призёр",4
9,2015,"Литература","ГБОУ Московская гимназия на Юго-Западе № 1543",2016,"Всероссийская олимпиада","победитель",5
11,2019,"Иностранный язык (французский язык)","ГБОУ школа № 1251 имени генерала Шарля де Голля",2020,"Всероссийская олимпиада","призёр",4
10,2015,"Математика","ГБОУ Физматшкола № 2007",2016,"Районная олимпиада","призёр",3
10,2014,"Иностранный язык (английский язык)","ГБОУ ЦО № 57",2015,"Районная олимпиада","призёр",5
8,2013,"Экономика","ГБОУ гимназия № 1518",2014,"Московская олимпиада","призёр",4
10,2018,"История","ГБОУ школа № 1506",2019,"Всероссийская олимпиада","призёр",3
11,2018,"Биология","ГБОУ школа № 1359",2019,"Всероссийская олимпиада","призёр",5
10,2013,"Физика","ГБОУ школа-интернат «Интеллектуал»",2014,"Всероссийская олимпиада","призёр",5
10,2015,"Физика","ГБОУ лицей № 1557",2016,"Всероссийская олимпиада","призёр",4
10,2013,"Биология","ГБОУ школа № 1101",2014,"Районная олимпиада","призёр",4
11,2014,"Русский язык","ГБОУ школа № 1252 имени Сервантеса",2015,"Всероссийская олимпиада","призёр",4
6,2016,"История","ГБОУ школа № 1315",2017,"Московская олимпиада","призёр",5
11,2017,"География","ГБОУ школа № 2025",2018,"Всероссийская олимпиада","призёр",3
10,2015,"Иностранный язык (французский язык)","ГБОУ школа № 1095",2016,"Всероссийская олимпиада","призёр",5
8,2014,"География","ГБОУ СОШ № 924",2015,"Московская олимпиада","призёр",5
11,2017,"История","НИУ ВШЭ. лицей",2018,"Всероссийская олимпиада","призёр",3
