"housing","existing_credits","duration","credit_amount","age","personal_status","purpose","credit_history","type"
"домовладелец",1,10,10017,29,"мужчина (одинокий)","новая машина","все кредиты погашены","ненадежный"
"домовладелец",1,25,4065,39,"женщина","бытовая техника","не было кредитов","ненадежный"
"арендатор",2,22,6394,74,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","ненадежный"
"арендатор",1,8,1037,24,"женщина","другое","есть непогашенные кредиты","надежный"
"домовладелец",2,26,1807,28,"мужчина (женатый или вдовец)","бытовая техника","есть просрочки платежей","надежный"
"арендатор",1,14,1923,33,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"домовладелец",1,16,1924,57,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,16,1178,45,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,32,8371,54,"мужчина (разведенный)","бизнес","есть просрочки платежей","надежный"
"домовладелец",1,6,1182,33,"женщина","мебель","есть непогашенные кредиты","ненадежный"
"арендатор",1,3,3651,49,"мужчина (разведенный)","мебель","есть просрочки платежей","ненадежный"
"домовладелец",1,16,1606,29,"женщина","образование","есть просрочки платежей","надежный"
"без жилья",1,16,1990,58,"женщина","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",2,17,1572,50,"мужчина (одинокий)","новая машина","не было кредитов","ненадежный"
"без жилья",1,59,10989,46,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","ненадежный"
"арендатор",1,38,3793,32,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",2,11,2498,25,"мужчина (одинокий)","бизнес","есть просрочки платежей","надежный"
"домовладелец",2,27,4284,20,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","ненадежный"
"домовладелец",2,12,1804,35,"мужчина (одинокий)","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",1,13,685,25,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,7,975,54,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",1,18,3760,39,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,44,6546,28,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,26,8158,44,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"домовладелец",1,61,9172,43,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",2,58,14475,22,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",2,15,2378,28,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",2,15,9472,40,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",2,31,5942,26,"мужчина (одинокий)","бизнес","есть непогашенные кредиты","надежный"
"арендатор",2,20,16801,25,"женщина","подержанная машина","есть непогашенные кредиты","ненадежный"
"домовладелец",2,24,3457,24,"мужчина (женатый или вдовец)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,26,4387,49,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","ненадежный"
"арендатор",1,15,1233,19,"женщина","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,63,5961,28,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,31,2937,27,"женщина","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",1,39,2052,57,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",2,11,1659,25,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,17,1319,27,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,7,2168,55,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,37,5948,22,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,21,3480,28,"мужчина (одинокий)","бизнес","не было кредитов","надежный"
"домовладелец",2,52,4896,38,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"без жилья",1,36,6935,31,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",2,22,7866,35,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"арендатор",2,24,3698,23,"мужчина (одинокий)","мебель","не было кредитов","ненадежный"
"арендатор",1,5,875,20,"женщина","мебель","есть непогашенные кредиты","надежный"
"домовладелец",2,44,9313,34,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,13,1771,25,"мужчина (разведенный)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,10,2606,34,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","ненадежный"
"без жилья",1,14,2394,63,"женщина","мебель","есть непогашенные кредиты","надежный"
"арендатор",1,37,6545,34,"мужчина (женатый или вдовец)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,5,2391,45,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"без жилья",1,27,1787,32,"женщина","образование","все кредиты погашены","ненадежный"
"домовладелец",1,43,4345,28,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,41,11632,24,"женщина","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",1,18,5267,24,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",2,8,1929,31,"женщина","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",2,25,1502,32,"мужчина (одинокий)","новая машина","есть просрочки платежей","ненадежный"
"домовладелец",1,4,311,39,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,11,1023,33,"женщина","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",2,16,9271,41,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",2,17,642,50,"мужчина (одинокий)","новая машина","все кредиты погашены","ненадежный"
"домовладелец",1,9,5279,28,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",2,13,2767,41,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,7,2473,34,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"без жилья",1,30,2470,27,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"арендатор",1,14,1315,20,"женщина","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",1,10,2181,31,"мужчина (одинокий)","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",1,15,1751,31,"мужчина (одинокий)","другое","есть непогашенные кредиты","надежный"
"домовладелец",1,8,805,31,"женщина","мебель","есть непогашенные кредиты","надежный"
"без жилья",3,54,10330,41,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,4,1301,23,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"арендатор",2,7,1519,45,"женщина","образование","есть просрочки платежей","надежный"
"домовладелец",1,8,543,22,"мужчина (женатый или вдовец)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,33,1901,27,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"арендатор",1,19,2555,21,"мужчина (женатый или вдовец)","подержанная машина","есть непогашенные кредиты","надежный"
"арендатор",1,71,6038,38,"мужчина (одинокий)","бизнес","есть непогашенные кредиты","ненадежный"
"домовладелец",1,19,10840,42,"мужчина (разведенный)","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,9,374,27,"женщина","другое","есть непогашенные кредиты","надежный"
"арендатор",3,13,3041,29,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"домовладелец",3,26,3322,34,"мужчина (женатый или вдовец)","бизнес","есть просрочки платежей","надежный"
"домовладелец",2,13,1922,38,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",2,44,5821,43,"мужчина (одинокий)","бизнес","не было кредитов","ненадежный"
"домовладелец",1,13,1309,18,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,30,1816,39,"женщина","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",2,20,9741,25,"мужчина (одинокий)","другое","есть непогашенные кредиты","ненадежный"
"арендатор",2,25,7966,39,"мужчина (одинокий)","подержанная машина","все кредиты погашены","надежный"
"домовладелец",1,16,2074,50,"мужчина (одинокий)","бизнес","все кредиты погашены","надежный"
"домовладелец",1,13,2763,31,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,34,4633,54,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,31,1543,67,"женщина","другое","есть непогашенные кредиты","надежный"
"домовладелец",1,7,1413,23,"мужчина (женатый или вдовец)","новая машина","есть непогашенные кредиты","надежный"
"без жилья",2,39,7668,66,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",2,17,3295,55,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"без жилья",2,17,3854,57,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","ненадежный"
"арендатор",1,19,4768,21,"мужчина (женатый или вдовец)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,68,5999,25,"женщина","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",1,8,3184,23,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"без жилья",1,71,7759,48,"мужчина (одинокий)","образование","есть непогашенные кредиты","ненадежный"
"арендатор",1,66,3030,24,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","ненадежный"
"без жилья",3,26,6614,40,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"без жилья",1,29,10010,46,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,46,2808,32,"мужчина (одинокий)","образование","есть непогашенные кредиты","ненадежный"
"домовладелец",2,20,5644,26,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",1,12,1975,28,"мужчина (женатый или вдовец)","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",1,15,2768,26,"мужчина (разведенный)","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",1,13,941,32,"женщина","другое","есть непогашенные кредиты","надежный"
"без жилья",1,26,2265,59,"женщина","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",1,7,1430,36,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"арендатор",1,18,1381,26,"женщина","другое","есть непогашенные кредиты","ненадежный"
"домовладелец",2,17,3711,32,"женщина","новая машина","есть просрочки платежей","ненадежный"
"домовладелец",3,7,657,60,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"арендатор",1,14,1217,22,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,29,3574,48,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"домовладелец",1,58,8002,23,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,38,5446,33,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",1,33,4732,44,"мужчина (разведенный)","бизнес","есть непогашенные кредиты","ненадежный"
"домовладелец",2,57,3471,27,"мужчина (одинокий)","ремонт жилья","не было кредитов","надежный"
"домовладелец",1,14,3239,26,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"без жилья",2,8,1629,29,"мужчина (одинокий)","образование","есть просрочки платежей","ненадежный"
"домовладелец",1,16,907,35,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,27,4757,79,"мужчина (одинокий)","бизнес","есть просрочки платежей","надежный"
"домовладелец",1,21,3077,25,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,31,3111,30,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",1,10,1535,35,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,8,2264,39,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"без жилья",1,29,2265,25,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",1,30,1376,29,"мужчина (женатый или вдовец)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,16,1729,44,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",1,56,2766,31,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,33,11065,24,"женщина","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,35,2719,25,"мужчина (одинокий)","мебель","все кредиты погашены","надежный"
"домовладелец",2,44,6108,39,"мужчина (разведенный)","бизнес","не было кредитов","надежный"
"домовладелец",1,34,2840,44,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,7,1501,19,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",2,28,3596,22,"женщина","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",2,6,652,34,"женщина","новая машина","есть просрочки платежей","надежный"
"без жилья",2,11,2019,39,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",2,21,2327,33,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,49,13738,18,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,12,1376,52,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,5,661,53,"женщина","новая машина","есть непогашенные кредиты","надежный"
"арендатор",1,19,2244,28,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"арендатор",2,22,4781,40,"женщина","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",2,15,2826,39,"мужчина (одинокий)","бизнес","есть просрочки платежей","ненадежный"
"арендатор",1,12,1705,51,"мужчина (одинокий)","бизнес","есть просрочки платежей","надежный"
"без жилья",2,32,5540,45,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","ненадежный"
"арендатор",1,7,4439,29,"женщина","мебель","есть непогашенные кредиты","надежный"
"домовладелец",2,7,4969,41,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,22,2024,47,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,16,1770,46,"женщина","новая машина","есть просрочки платежей","надежный"
"домовладелец",2,15,1642,35,"женщина","образование","есть просрочки платежей","ненадежный"
"домовладелец",1,4,4164,37,"женщина","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,39,1414,20,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,13,4850,31,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",2,5,1175,45,"женщина","другое","есть просрочки платежей","надежный"
"домовладелец",1,26,3700,20,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",2,11,3881,57,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",2,35,1096,28,"мужчина (женатый или вдовец)","другое","есть непогашенные кредиты","надежный"
"домовладелец",1,35,1805,23,"мужчина (одинокий)","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",2,15,2149,21,"женщина","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",2,21,1895,31,"женщина","мебель","есть просрочки платежей","надежный"
"арендатор",1,14,985,30,"женщина","мебель","есть непогашенные кредиты","ненадежный"
"арендатор",2,13,938,28,"мужчина (одинокий)","новая машина","не было кредитов","ненадежный"
"арендатор",1,16,1711,31,"женщина","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",3,14,3008,54,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,21,1786,38,"мужчина (одинокий)","бытовая техника","все кредиты погашены","надежный"
"домовладелец",1,11,1278,27,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"арендатор",1,28,3907,22,"женщина","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,13,1092,20,"мужчина (женатый или вдовец)","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",2,29,1362,40,"женщина","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,5,4115,32,"женщина","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",2,21,3437,28,"мужчина (одинокий)","бизнес","есть просрочки платежей","надежный"
"арендатор",2,13,1819,38,"мужчина (женатый или вдовец)","новая машина","есть просрочки платежей","ненадежный"
"домовладелец",2,4,945,32,"женщина","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,6,1864,19,"женщина","мебель","есть непогашенные кредиты","надежный"
"арендатор",1,19,2934,21,"мужчина (одинокий)","бизнес","есть непогашенные кредиты","надежный"
"арендатор",1,24,6119,33,"женщина","подержанная машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,7,1361,75,"женщина","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,13,2082,30,"женщина","мебель","есть непогашенные кредиты","надежный"
"без жилья",1,66,8583,55,"мужчина (одинокий)","подержанная машина","все кредиты погашены","надежный"
"домовладелец",1,37,4005,32,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,46,2467,36,"мужчина (одинокий)","образование","есть непогашенные кредиты","надежный"
"домовладелец",1,16,941,26,"мужчина (женатый или вдовец)","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,15,2640,35,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,16,3840,39,"мужчина (разведенный)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,10,2255,26,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,22,5662,34,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,18,1555,21,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"арендатор",1,21,1069,22,"женщина","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",2,58,3433,30,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","ненадежный"
"без жилья",1,6,7454,63,"женщина","подержанная машина","все кредиты погашены","ненадежный"
"домовладелец",1,77,14827,24,"мужчина (одинокий)","бизнес","не было кредитов","ненадежный"
"арендатор",1,10,1880,20,"женщина","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",1,22,4084,37,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,18,1904,22,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,64,4874,22,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",1,31,840,32,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",2,4,1659,42,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,28,1372,28,"мужчина (женатый или вдовец)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,9,1557,35,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,24,4617,37,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"арендатор",2,9,5549,51,"мужчина (одинокий)","новая машина","есть просрочки платежей","ненадежный"
"домовладелец",1,10,3222,33,"женщина","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,22,2561,38,"женщина","бытовая техника","есть непогашенные кредиты","ненадежный"
"арендатор",1,21,2359,48,"мужчина (одинокий)","новая машина","есть просрочки платежей","ненадежный"
"домовладелец",1,11,2464,26,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"домовладелец",2,19,1662,32,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,28,4650,28,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,27,15947,42,"мужчина (разведенный)","другое","есть непогашенные кредиты","надежный"
"домовладелец",1,66,5401,32,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","ненадежный"
"арендатор",1,9,971,22,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"без жилья",1,57,10061,31,"мужчина (одинокий)","образование","есть непогашенные кредиты","надежный"
"домовладелец",1,12,5585,62,"мужчина (одинокий)","образование","есть непогашенные кредиты","надежный"
"арендатор",1,17,3311,61,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,17,2860,25,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,38,2676,33,"мужчина (одинокий)","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",1,10,987,41,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,8,1016,68,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,20,1582,43,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,24,2167,51,"мужчина (одинокий)","мебель","все кредиты погашены","ненадежный"
"домовладелец",2,55,6385,31,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",2,38,1628,45,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"арендатор",1,4,1027,40,"мужчина (одинокий)","новая машина","не было кредитов","надежный"
"домовладелец",1,33,1698,29,"женщина","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,14,859,31,"женщина","мебель","есть непогашенные кредиты","ненадежный"
"арендатор",2,25,3056,22,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",2,17,5603,35,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"без жилья",2,13,1021,69,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,11,1249,23,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,25,3588,37,"мужчина (одинокий)","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",1,7,1732,47,"мужчина (одинокий)","бытовая техника","все кредиты погашены","надежный"
"домовладелец",1,17,967,46,"мужчина (одинокий)","образование","есть непогашенные кредиты","ненадежный"
"домовладелец",1,12,2288,22,"женщина","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,8,1412,30,"мужчина (одинокий)","другое","есть непогашенные кредиты","надежный"
"домовладелец",2,5,4505,31,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",2,28,2305,30,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,13,4386,37,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",2,43,10151,29,"женщина","образование","есть просрочки платежей","ненадежный"
"без жилья",1,36,4403,38,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,25,4172,29,"мужчина (разведенный)","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",1,9,2265,29,"женщина","мебель","есть просрочки платежей","надежный"
"арендатор",1,9,7631,46,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"домовладелец",1,13,965,38,"женщина","новая машина","есть просрочки платежей","надежный"
"домовладелец",2,17,4954,32,"мужчина (одинокий)","бизнес","есть просрочки платежей","надежный"
"домовладелец",1,33,3315,20,"мужчина (женатый или вдовец)","мебель","есть непогашенные кредиты","ненадежный"
"домовладелец",3,4,2106,41,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,8,3480,40,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"арендатор",1,16,9868,32,"женщина","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",1,25,3001,28,"женщина","бытовая техника","есть непогашенные кредиты","ненадежный"
"домовладелец",2,48,5642,25,"мужчина (одинокий)","мебель","есть просрочки платежей","надежный"
"домовладелец",1,20,3964,54,"женщина","ремонт жилья","есть непогашенные кредиты","надежный"
"домовладелец",1,80,5736,29,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"без жилья",1,62,4456,46,"мужчина (одинокий)","другое","есть непогашенные кредиты","надежный"
"домовладелец",1,4,395,37,"мужчина (женатый или вдовец)","бытовая техника","не было кредитов","надежный"
"домовладелец",1,15,11417,34,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"домовладелец",1,28,7885,61,"мужчина (разведенный)","мебель","все кредиты погашены","ненадежный"
"домовладелец",2,31,4499,24,"женщина","новая машина","не было кредитов","ненадежный"
"без жилья",1,52,3516,30,"мужчина (одинокий)","бизнес","не было кредитов","ненадежный"
"арендатор",1,11,1172,42,"мужчина (женатый или вдовец)","бытовая техника","есть непогашенные кредиты","надежный"
"арендатор",1,6,815,18,"мужчина (женатый или вдовец)","ремонт жилья","есть непогашенные кредиты","надежный"
"домовладелец",2,13,1071,45,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,32,1911,39,"женщина","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,5,535,30,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,12,1806,30,"мужчина (одинокий)","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",1,15,951,25,"мужчина (женатый или вдовец)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,5,1235,24,"мужчина (разведенный)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,16,5004,23,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"арендатор",3,28,3808,29,"женщина","новая машина","есть просрочки платежей","ненадежный"
"домовладелец",2,8,1803,41,"женщина","бытовая техника","есть просрочки платежей","надежный"
"без жилья",1,77,10274,40,"мужчина (одинокий)","новая машина","есть просрочки платежей","ненадежный"
"домовладелец",1,26,1544,23,"мужчина (женатый или вдовец)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,23,1321,19,"мужчина (одинокий)","ремонт жилья","есть непогашенные кредиты","надежный"
"домовладелец",1,43,4333,57,"мужчина (одинокий)","другое","есть непогашенные кредиты","ненадежный"
"без жилья",2,19,1315,67,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",1,5,1201,28,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",1,3,1157,48,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","надежный"
"домовладелец",2,14,1633,30,"мужчина (женатый или вдовец)","новая машина","есть непогашенные кредиты","надежный"
"без жилья",2,6,1121,43,"мужчина (одинокий)","другое","есть просрочки платежей","надежный"
"домовладелец",1,9,873,25,"женщина","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",1,13,490,26,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,29,5818,18,"мужчина (женатый или вдовец)","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",2,61,4994,39,"женщина","бизнес","есть просрочки платежей","надежный"
"домовладелец",2,8,1396,32,"мужчина (женатый или вдовец)","мебель","есть просрочки платежей","надежный"
"домовладелец",1,13,1300,57,"мужчина (разведенный)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,25,3177,58,"мужчина (одинокий)","бытовая техника","есть просрочки платежей","надежный"
"домовладелец",1,15,2855,44,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,15,1995,42,"мужчина (женатый или вдовец)","бизнес","есть непогашенные кредиты","надежный"
"домовладелец",1,43,2813,23,"женщина","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",2,20,1485,44,"мужчина (одинокий)","новая машина","все кредиты погашены","ненадежный"
