"age","personal_status","housing","credit_history","credit_amount","purpose","type","duration","existing_credits"
27,"женщина","арендатор","есть просрочки платежей",4721,"бытовая техника","надежный",22,1
26,"женщина","арендатор","все кредиты погашены",1610,"новая машина","ненадежный",39,2
26,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",1213,"бытовая техника","надежный",13,2
24,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",555,"бытовая техника","надежный",14,1
25,"мужчина (одинокий)","домовладелец","есть просрочки платежей",4966,"бизнес","надежный",21,2
35,"женщина","арендатор","есть просрочки платежей",1589,"мебель","надежный",18,1
33,"женщина","домовладелец","все кредиты погашены",1367,"новая машина","ненадежный",6,1
19,"мужчина (женатый или вдовец)","арендатор","есть непогашенные кредиты",267,"новая машина","надежный",13,1
69,"женщина","без жилья","все кредиты погашены",7059,"подержанная машина","ненадежный",12,1
44,"женщина","без жилья","есть просрочки платежей",6912,"подержанная машина","надежный",20,2
24,"женщина","домовладелец","есть непогашенные кредиты",2712,"подержанная машина","надежный",29,1
25,"женщина","домовладелец","есть просрочки платежей",1323,"мебель","надежный",16,2
32,"мужчина (одинокий)","домовладелец","есть просрочки платежей",1248,"бытовая техника","надежный",20,2
49,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",10159,"новая машина","надежный",28,1
37,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",4912,"бытовая техника","надежный",71,2
34,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",14117,"бытовая техника","надежный",59,1
33,"мужчина (одинокий)","без жилья","есть непогашенные кредиты",2580,"подержанная машина","надежный",19,1
28,"женщина","домовладелец","есть непогашенные кредиты",2321,"бытовая техника","надежный",12,1
30,"мужчина (женатый или вдовец)","домовладелец","есть непогашенные кредиты",807,"другое","надежный",17,2
36,"мужчина (одинокий)","домовладелец","есть просрочки платежей",10234,"другое","ненадежный",23,2
41,"женщина","домовладелец","есть непогашенные кредиты",1274,"бытовая техника","надежный",7,2
51,"женщина","домовладелец","есть непогашенные кредиты",2891,"мебель","надежный",12,1
24,"женщина","домовладелец","есть непогашенные кредиты",746,"мебель","ненадежный",6,1
30,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",6003,"подержанная машина","надежный",14,1
45,"мужчина (одинокий)","домовладелец","есть просрочки платежей",4804,"подержанная машина","надежный",31,2
46,"мужчина (одинокий)","без жилья","есть просрочки платежей",4035,"подержанная машина","надежный",66,1
50,"мужчина (одинокий)","без жилья","есть непогашенные кредиты",1014,"образование","надежный",13,1
26,"женщина","домовладелец","есть просрочки платежей",1445,"новая машина","надежный",30,2
56,"мужчина (одинокий)","домовладелец","есть просрочки платежей",1382,"новая машина","надежный",13,2
21,"женщина","домовладелец","все кредиты погашены",755,"бытовая техника","ненадежный",12,1
24,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",2575,"новая машина","надежный",22,1
22,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",1083,"новая машина","ненадежный",27,1
33,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",3213,"бытовая техника","ненадежный",27,2
35,"мужчина (одинокий)","домовладелец","есть просрочки платежей",1046,"новая машина","надежный",9,2
43,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",9856,"новая машина","надежный",53,1
26,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",1218,"новая машина","надежный",2,1
27,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",5493,"бытовая техника","надежный",40,1
23,"женщина","арендатор","не было кредитов",5837,"бизнес","ненадежный",21,2
40,"мужчина (одинокий)","арендатор","есть непогашенные кредиты",878,"образование","ненадежный",9,1
20,"мужчина (женатый или вдовец)","домовладелец","есть непогашенные кредиты",806,"новая машина","ненадежный",11,1
37,"женщина","арендатор","все кредиты погашены",454,"бытовая техника","надежный",19,2
26,"женщина","арендатор","есть непогашенные кредиты",1882,"бизнес","надежный",25,1
20,"женщина","арендатор","есть непогашенные кредиты",3324,"мебель","надежный",14,1
48,"мужчина (одинокий)","без жилья","не было кредитов",2272,"бизнес","ненадежный",55,1
39,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",2165,"подержанная машина","надежный",18,1
31,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",1545,"новая машина","надежный",13,1
24,"женщина","домовладелец","есть непогашенные кредиты",683,"бытовая техника","надежный",8,1
28,"женщина","арендатор","есть непогашенные кредиты",3060,"бытовая техника","надежный",29,1
24,"мужчина (одинокий)","арендатор","все кредиты погашены",1238,"бытовая техника","ненадежный",22,1
24,"женщина","домовладелец","есть непогашенные кредиты",1059,"мебель","надежный",11,1
20,"мужчина (женатый или вдовец)","домовладелец","есть непогашенные кредиты",1319,"новая машина","надежный",12,1
33,"мужчина (женатый или вдовец)","арендатор","есть непогашенные кредиты",1702,"новая машина","надежный",36,1
27,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",1027,"бизнес","надежный",19,1
25,"мужчина (разведенный)","домовладелец","не было кредитов",4047,"мебель","надежный",49,2
19,"мужчина (женатый или вдовец)","арендатор","есть непогашенные кредиты",3625,"бытовая техника","ненадежный",23,1
28,"мужчина (одинокий)","домовладелец","все кредиты погашены",3828,"мебель","ненадежный",42,1
61,"женщина","домовладелец","есть просрочки платежей",5448,"новая машина","надежный",17,1
44,"мужчина (одинокий)","домовладелец","есть просрочки платежей",454,"бытовая техника","надежный",16,2
21,"мужчина (одинокий)","арендатор","есть непогашенные кредиты",2245,"бытовая техника","ненадежный",18,1
27,"женщина","арендатор","есть просрочки платежей",11723,"подержанная машина","ненадежный",65,2
19,"мужчина (одинокий)","домовладелец","все кредиты погашены",1406,"бытовая техника","надежный",10,1
26,"мужчина (одинокий)","домовладелец","есть просрочки платежей",1578,"бизнес","надежный",18,2
32,"мужчина (одинокий)","домовладелец","есть просрочки платежей",7322,"мебель","надежный",51,2
20,"мужчина (женатый или вдовец)","домовладелец","есть непогашенные кредиты",6748,"бытовая техника","ненадежный",92,1
20,"женщина","домовладелец","есть непогашенные кредиты",1808,"бытовая техника","надежный",30,1
28,"мужчина (женатый или вдовец)","домовладелец","есть непогашенные кредиты",1806,"бытовая техника","надежный",14,1
31,"мужчина (одинокий)","без жилья","есть непогашенные кредиты",9062,"подержанная машина","надежный",27,1
22,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",3107,"бытовая техника","ненадежный",49,2
53,"мужчина (одинокий)","домовладелец","есть просрочки платежей",777,"бытовая техника","надежный",19,3
44,"мужчина (разведенный)","домовладелец","есть непогашенные кредиты",670,"новая машина","надежный",9,1
36,"мужчина (одинокий)","без жилья","есть непогашенные кредиты",9302,"мебель","надежный",26,1
23,"мужчина (одинокий)","домовладелец","не было кредитов",8172,"бизнес","надежный",41,3
35,"мужчина (одинокий)","арендатор","есть просрочки платежей",1787,"новая машина","надежный",11,2
19,"женщина","домовладелец","есть непогашенные кредиты",909,"другое","надежный",12,1
39,"мужчина (одинокий)","без жилья","есть просрочки платежей",677,"бытовая техника","надежный",9,2
19,"мужчина (одинокий)","домовладелец","есть просрочки платежей",891,"бытовая техника","надежный",19,2
46,"мужчина (женатый или вдовец)","домовладелец","есть непогашенные кредиты",1307,"другое","ненадежный",26,1
27,"мужчина (одинокий)","арендатор","есть непогашенные кредиты",9044,"мебель","ненадежный",32,1
36,"женщина","домовладелец","есть просрочки платежей",1183,"бытовая техника","надежный",14,2
43,"мужчина (одинокий)","арендатор","есть непогашенные кредиты",4739,"мебель","ненадежный",17,1
60,"женщина","домовладелец","есть непогашенные кредиты",3383,"ремонт жилья","надежный",18,1
70,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",13456,"новая машина","ненадежный",6,1
24,"женщина","арендатор","есть непогашенные кредиты",737,"мебель","надежный",4,1
32,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",1354,"бизнес","надежный",17,1
36,"мужчина (одинокий)","домовладелец","есть просрочки платежей",5745,"новая машина","надежный",8,2
36,"мужчина (одинокий)","домовладелец","есть просрочки платежей",2766,"мебель","надежный",17,3
35,"женщина","домовладелец","есть просрочки платежей",7610,"мебель","ненадежный",53,1
44,"женщина","без жилья","есть непогашенные кредиты",1204,"бытовая техника","надежный",15,1
45,"мужчина (одинокий)","без жилья","есть непогашенные кредиты",6734,"образование","ненадежный",57,1
48,"мужчина (разведенный)","арендатор","есть непогашенные кредиты",1225,"новая машина","ненадежный",12,2
43,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",1550,"новая машина","надежный",8,1
18,"женщина","домовладелец","есть просрочки платежей",3574,"бытовая техника","надежный",10,1
42,"мужчина (одинокий)","арендатор","есть просрочки платежей",2289,"новая машина","ненадежный",18,1
19,"мужчина (женатый или вдовец)","арендатор","есть непогашенные кредиты",709,"ремонт жилья","надежный",6,1
25,"мужчина (одинокий)","домовладелец","есть просрочки платежей",1619,"мебель","ненадежный",14,2
23,"мужчина (одинокий)","домовладелец","есть просрочки платежей",5550,"бытовая техника","ненадежный",40,2
68,"мужчина (одинокий)","домовладелец","есть просрочки платежей",4566,"ремонт жилья","надежный",28,2
39,"мужчина (одинокий)","домовладелец","есть просрочки платежей",1454,"бытовая техника","надежный",3,2
37,"женщина","домовладелец","есть просрочки платежей",3141,"бытовая техника","надежный",21,1
25,"мужчина (одинокий)","арендатор","есть просрочки платежей",3622,"подержанная машина","надежный",10,2
21,"мужчина (одинокий)","домовладелец","есть просрочки платежей",1272,"бытовая техника","надежный",11,2
42,"мужчина (одинокий)","домовладелец","есть просрочки платежей",3671,"бытовая техника","надежный",69,1
31,"мужчина (одинокий)","домовладелец","есть просрочки платежей",2522,"подержанная машина","надежный",9,2
18,"мужчина (женатый или вдовец)","арендатор","есть непогашенные кредиты",1203,"другое","ненадежный",7,1
48,"мужчина (одинокий)","домовладелец","не было кредитов",4706,"бизнес","ненадежный",43,2
24,"женщина","арендатор","есть непогашенные кредиты",5756,"подержанная машина","ненадежный",30,1
29,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",3090,"бытовая техника","надежный",27,1
26,"женщина","домовладелец","есть просрочки платежей",2395,"мебель","надежный",24,2
36,"женщина","домовладелец","есть непогашенные кредиты",2269,"бытовая техника","надежный",5,1
69,"мужчина (одинокий)","без жилья","есть просрочки платежей",2200,"новая машина","надежный",11,3
41,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",8086,"подержанная машина","надежный",17,1
45,"мужчина (одинокий)","домовладелец","есть просрочки платежей",719,"новая машина","надежный",12,2
39,"мужчина (женатый или вдовец)","домовладелец","есть просрочки платежей",1732,"бытовая техника","надежный",17,2
29,"женщина","домовладелец","есть просрочки платежей",835,"новая машина","надежный",9,2
34,"мужчина (женатый или вдовец)","домовладелец","не было кредитов",7149,"подержанная машина","надежный",12,2
30,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",3214,"бытовая техника","ненадежный",30,2
30,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",2832,"бытовая техника","надежный",13,1
20,"женщина","домовладелец","есть непогашенные кредиты",2065,"мебель","надежный",14,1
28,"женщина","арендатор","есть просрочки платежей",1494,"бытовая техника","надежный",6,2
32,"мужчина (одинокий)","домовладелец","есть просрочки платежей",3320,"мебель","надежный",31,2
32,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",3400,"бытовая техника","надежный",21,1
39,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",2441,"мебель","надежный",6,1
47,"мужчина (одинокий)","домовладелец","есть просрочки платежей",8843,"мебель","надежный",15,1
28,"мужчина (женатый или вдовец)","домовладелец","есть непогашенные кредиты",1254,"бытовая техника","ненадежный",23,1
41,"мужчина (одинокий)","домовладелец","есть просрочки платежей",3015,"бытовая техника","надежный",34,2
33,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",2212,"образование","надежный",30,2
46,"женщина","арендатор","есть просрочки платежей",1200,"образование","надежный",10,2
41,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",4668,"мебель","ненадежный",27,1
40,"мужчина (одинокий)","без жилья","есть непогашенные кредиты",3871,"подержанная машина","ненадежный",12,1
37,"мужчина (одинокий)","домовладелец","есть просрочки платежей",6294,"подержанная машина","надежный",40,2
24,"женщина","арендатор","есть непогашенные кредиты",1273,"новая машина","ненадежный",24,1
32,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",1241,"мебель","надежный",28,1
21,"мужчина (женатый или вдовец)","домовладелец","есть непогашенные кредиты",1541,"бизнес","надежный",17,1
68,"мужчина (одинокий)","домовладелец","есть просрочки платежей",1267,"новая машина","ненадежный",24,2
20,"мужчина (одинокий)","арендатор","есть непогашенные кредиты",2065,"бытовая техника","надежный",38,1
23,"женщина","арендатор","есть непогашенные кредиты",1568,"новая машина","ненадежный",31,1
32,"мужчина (женатый или вдовец)","домовладелец","есть непогашенные кредиты",1507,"бытовая техника","надежный",20,1
26,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",6156,"бизнес","надежный",19,1
64,"женщина","домовладелец","есть непогашенные кредиты",1809,"новая машина","надежный",6,1
30,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",3863,"подержанная машина","надежный",11,1
28,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",1426,"мебель","надежный",14,1
28,"мужчина (одинокий)","домовладелец","есть просрочки платежей",2334,"бизнес","надежный",13,2
47,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",865,"образование","ненадежный",7,1
39,"мужчина (одинокий)","домовладелец","не было кредитов",2613,"мебель","надежный",16,2
23,"женщина","арендатор","не было кредитов",1674,"новая машина","ненадежный",19,2
41,"мужчина (одинокий)","домовладелец","есть просрочки платежей",2523,"новая машина","надежный",16,2
21,"женщина","арендатор","есть непогашенные кредиты",540,"образование","надежный",15,1
29,"мужчина (одинокий)","без жилья","есть непогашенные кредиты",16640,"новая машина","ненадежный",33,1
20,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",1185,"бытовая техника","надежный",16,2
72,"мужчина (одинокий)","арендатор","есть непогашенные кредиты",3278,"бытовая техника","надежный",38,1
32,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",5328,"новая машина","надежный",18,1
28,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",2947,"подержанная машина","надежный",11,1
37,"мужчина (разведенный)","домовладелец","есть непогашенные кредиты",3097,"мебель","ненадежный",31,1
48,"женщина","домовладелец","есть непогашенные кредиты",1959,"образование","надежный",9,1
40,"мужчина (одинокий)","домовладелец","есть просрочки платежей",1317,"новая машина","ненадежный",27,1
25,"мужчина (одинокий)","без жилья","не было кредитов",5353,"подержанная машина","ненадежный",33,2
24,"мужчина (женатый или вдовец)","домовладелец","есть непогашенные кредиты",1258,"новая машина","ненадежный",9,1
33,"мужчина (одинокий)","домовладелец","есть просрочки платежей",7896,"новая машина","надежный",12,2
26,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",1738,"бытовая техника","ненадежный",11,1
25,"женщина","арендатор","все кредиты погашены",404,"образование","ненадежный",5,1
24,"мужчина (одинокий)","без жилья","есть просрочки платежей",17332,"новая машина","ненадежный",15,1
24,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",1560,"новая машина","ненадежный",15,1
19,"мужчина (женатый или вдовец)","арендатор","есть непогашенные кредиты",1146,"бытовая техника","надежный",14,1
54,"мужчина (одинокий)","домовладелец","все кредиты погашены",2158,"бытовая техника","надежный",26,1
25,"мужчина (разведенный)","арендатор","есть непогашенные кредиты",3140,"бытовая техника","ненадежный",51,1
57,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",7377,"ремонт жилья","надежный",42,4
24,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",2019,"мебель","надежный",32,1
32,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",772,"бытовая техника","надежный",8,2
34,"женщина","домовладелец","есть непогашенные кредиты",1519,"мебель","надежный",17,1
33,"мужчина (одинокий)","без жилья","есть непогашенные кредиты",4777,"другое","надежный",41,1
28,"женщина","домовладелец","есть просрочки платежей",1848,"бытовая техника","надежный",3,2
28,"женщина","домовладелец","есть непогашенные кредиты",1468,"новая машина","ненадежный",13,1
33,"мужчина (одинокий)","домовладелец","есть просрочки платежей",833,"бытовая техника","надежный",17,2
31,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",4096,"новая машина","надежный",13,1
31,"мужчина (женатый или вдовец)","арендатор","есть непогашенные кредиты",2088,"подержанная машина","надежный",20,1
42,"мужчина (одинокий)","арендатор","есть просрочки платежей",4116,"новая машина","надежный",10,2
21,"мужчина (женатый или вдовец)","домовладелец","есть непогашенные кредиты",1797,"бытовая техника","надежный",23,1
28,"мужчина (одинокий)","арендатор","есть непогашенные кредиты",1568,"мебель","надежный",17,1
29,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",3186,"новая машина","надежный",29,1
72,"мужчина (разведенный)","арендатор","есть непогашенные кредиты",3608,"бизнес","ненадежный",24,2
47,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",1261,"новая машина","ненадежный",16,1
41,"мужчина (одинокий)","домовладелец","есть просрочки платежей",1840,"новая машина","надежный",9,2
29,"мужчина (разведенный)","домовладелец","не было кредитов",5993,"бизнес","надежный",39,2
31,"мужчина (разведенный)","домовладелец","есть просрочки платежей",2729,"ремонт жилья","надежный",37,2
32,"мужчина (женатый или вдовец)","домовладелец","не было кредитов",400,"бытовая техника","надежный",9,1
61,"мужчина (одинокий)","домовладелец","есть просрочки платежей",2170,"бытовая техника","надежный",36,2
34,"мужчина (одинокий)","домовладелец","есть просрочки платежей",3016,"мебель","надежный",14,2
41,"женщина","домовладелец","есть просрочки платежей",1331,"новая машина","надежный",10,2
29,"женщина","домовладелец","есть просрочки платежей",3270,"мебель","надежный",23,1
59,"мужчина (одинокий)","домовладелец","есть просрочки платежей",3466,"подержанная машина","надежный",27,2
27,"женщина","домовладелец","есть просрочки платежей",6010,"мебель","ненадежный",19,1
47,"женщина","домовладелец","есть непогашенные кредиты",4146,"бытовая техника","надежный",46,1
24,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",1172,"бытовая техника","ненадежный",10,1
38,"женщина","домовладелец","есть просрочки платежей",1229,"бытовая техника","надежный",18,2
29,"женщина","домовладелец","есть просрочки платежей",1055,"бизнес","надежный",10,2
24,"женщина","домовладелец","есть непогашенные кредиты",1159,"мебель","ненадежный",10,1
45,"мужчина (одинокий)","домовладелец","есть непогашенные кредиты",2889,"мебель","надежный",17,1
81,"мужчина (одинокий)","домовладелец","есть просрочки платежей",5105,"бизнес","надежный",23,1
27,"мужчина (женатый или вдовец)","домовладелец","есть просрочки платежей",1946,"новая машина","надежный",8,1
29,"мужчина (женатый или вдовец)","домовладелец","есть непогашенные кредиты",1276,"новая машина","надежный",13,2
47,"мужчина (одинокий)","без жилья","есть просрочки платежей",1305,"другое","надежный",10,2
31,"женщина","арендатор","есть непогашенные кредиты",963,"мебель","ненадежный",10,4
