"existing_credits","credit_amount","housing","type","age","personal_status","duration","purpose","credit_history"
2,1277,"домовладелец","надежный",40,"мужчина (одинокий)",37,"мебель","есть просрочки платежей"
1,3761,"домовладелец","надежный",68,"мужчина (разведенный)",17,"бытовая техника","есть непогашенные кредиты"
2,2131,"домовладелец","надежный",36,"женщина",21,"бытовая техника","есть просрочки платежей"
1,2635,"арендатор","ненадежный",23,"мужчина (одинокий)",10,"мебель","есть непогашенные кредиты"
1,2299,"домовладелец","надежный",31,"женщина",27,"новая машина","есть просрочки платежей"
2,1002,"домовладелец","надежный",43,"мужчина (одинокий)",10,"новая машина","есть просрочки платежей"
1,7505,"арендатор","ненадежный",62,"женщина",57,"бизнес","все кредиты погашены"
2,2126,"арендатор","ненадежный",26,"женщина",11,"новая машина","есть непогашенные кредиты"
1,948,"домовладелец","ненадежный",50,"мужчина (одинокий)",13,"бытовая техника","есть непогашенные кредиты"
1,16054,"без жилья","надежный",37,"мужчина (одинокий)",47,"новая машина","все кредиты погашены"
2,558,"арендатор","надежный",41,"женщина",15,"бытовая техника","все кредиты погашены"
1,2073,"арендатор","надежный",31,"мужчина (одинокий)",9,"новая машина","есть непогашенные кредиты"
2,1434,"домовладелец","ненадежный",35,"мужчина (одинокий)",31,"новая машина","все кредиты погашены"
1,5744,"домовладелец","ненадежный",29,"мужчина (одинокий)",49,"мебель","есть непогашенные кредиты"
2,11291,"арендатор","надежный",42,"мужчина (одинокий)",20,"подержанная машина","все кредиты погашены"
1,3169,"арендатор","надежный",22,"женщина",18,"новая машина","есть непогашенные кредиты"
1,3772,"арендатор","ненадежный",24,"мужчина (одинокий)",70,"бытовая техника","есть непогашенные кредиты"
1,1557,"домовладелец","надежный",52,"мужчина (одинокий)",11,"мебель","есть непогашенные кредиты"
1,6946,"домовладелец","надежный",41,"мужчина (одинокий)",24,"мебель","есть просрочки платежей"
3,969,"домовладелец","надежный",42,"мужчина (одинокий)",17,"бытовая техника","есть просрочки платежей"
1,4120,"домовладелец","надежный",35,"мужчина (одинокий)",39,"бытовая техника","есть непогашенные кредиты"
1,2046,"домовладелец","надежный",64,"мужчина (одинокий)",21,"мебель","есть просрочки платежей"
1,14122,"домовладелец","надежный",18,"женщина",94,"бытовая техника","есть непогашенные кредиты"
2,2443,"домовладелец","надежный",34,"мужчина (одинокий)",11,"бизнес","есть непогашенные кредиты"
1,4838,"без жилья","надежный",62,"мужчина (одинокий)",63,"подержанная машина","есть просрочки платежей"
1,3955,"домовладелец","надежный",23,"мужчина (женатый или вдовец)",45,"мебель","есть непогашенные кредиты"
2,5538,"домовладелец","надежный",50,"мужчина (одинокий)",6,"новая машина","есть просрочки платежей"
2,1807,"домовладелец","ненадежный",34,"мужчина (одинокий)",10,"новая машина","есть просрочки платежей"
2,1180,"домовладелец","надежный",34,"женщина",15,"новая машина","есть просрочки платежей"
1,1345,"домовладелец","надежный",21,"мужчина (одинокий)",20,"бытовая техника","есть непогашенные кредиты"
1,2008,"домовладелец","надежный",25,"женщина",14,"бытовая техника","есть непогашенные кредиты"
1,9798,"без жилья","ненадежный",61,"мужчина (одинокий)",8,"мебель","есть непогашенные кредиты"
1,3599,"домовладелец","надежный",27,"мужчина (одинокий)",15,"бытовая техника","есть непогашенные кредиты"
1,1496,"домовладелец","надежный",29,"мужчина (одинокий)",35,"бизнес","есть непогашенные кредиты"
1,4717,"без жилья","надежный",20,"мужчина (одинокий)",9,"новая машина","есть непогашенные кредиты"
1,4632,"арендатор","надежный",19,"женщина",28,"мебель","есть непогашенные кредиты"
1,2145,"арендатор","надежный",22,"женщина",23,"мебель","есть непогашенные кредиты"
2,395,"домовладелец","надежный",44,"женщина",6,"новая машина","есть просрочки платежей"
1,8640,"домовладелец","ненадежный",22,"мужчина (одинокий)",28,"новая машина","есть непогашенные кредиты"
1,1821,"домовладелец","надежный",27,"мужчина (разведенный)",10,"мебель","есть непогашенные кредиты"
2,1234,"домовладелец","ненадежный",41,"мужчина (одинокий)",18,"бытовая техника","есть просрочки платежей"
1,780,"домовладелец","надежный",39,"мужчина (одинокий)",25,"новая машина","есть непогашенные кредиты"
1,1989,"арендатор","ненадежный",24,"мужчина (одинокий)",17,"бытовая техника","есть непогашенные кредиты"
2,2560,"домовладелец","надежный",45,"мужчина (одинокий)",25,"бытовая техника","есть просрочки платежей"
2,4786,"арендатор","надежный",36,"мужчина (одинокий)",8,"новая машина","есть просрочки платежей"
1,1804,"домовладелец","надежный",29,"мужчина (одинокий)",6,"новая машина","есть непогашенные кредиты"
1,4391,"домовладелец","надежный",24,"мужчина (одинокий)",20,"новая машина","есть непогашенные кредиты"
1,3505,"домовладелец","надежный",28,"мужчина (одинокий)",14,"новая машина","есть непогашенные кредиты"
2,8781,"домовладелец","ненадежный",20,"мужчина (одинокий)",22,"подержанная машина","есть просрочки платежей"
1,1641,"домовладелец","надежный",36,"мужчина (одинокий)",7,"новая машина","есть непогашенные кредиты"
2,2553,"домовладелец","надежный",21,"мужчина (одинокий)",18,"бытовая техника","есть просрочки платежей"
1,2127,"арендатор","надежный",57,"мужчина (одинокий)",34,"бытовая техника","есть непогашенные кредиты"
2,3806,"арендатор","надежный",62,"женщина",27,"мебель","есть непогашенные кредиты"
1,3637,"домовладелец","надежный",26,"женщина",25,"подержанная машина","есть непогашенные кредиты"
1,955,"домовладелец","надежный",45,"женщина",11,"другое","есть непогашенные кредиты"
2,649,"домовладелец","надежный",32,"мужчина (одинокий)",28,"бытовая техника","есть просрочки платежей"
1,1906,"домовладелец","надежный",67,"женщина",6,"новая машина","есть непогашенные кредиты"
1,1957,"домовладелец","надежный",33,"женщина",13,"бытовая техника","есть непогашенные кредиты"
2,2205,"домовладелец","надежный",26,"женщина",30,"бытовая техника","есть просрочки платежей"
3,3875,"домовладелец","надежный",47,"мужчина (одинокий)",28,"мебель","есть непогашенные кредиты"
1,5878,"домовладелец","надежный",50,"мужчина (разведенный)",21,"подержанная машина","есть непогашенные кредиты"
1,3716,"арендатор","надежный",47,"женщина",25,"бытовая техника","есть непогашенные кредиты"
2,7235,"домовладелец","надежный",33,"мужчина (одинокий)",35,"бытовая техника","есть просрочки платежей"
1,5383,"арендатор","надежный",22,"женщина",7,"подержанная машина","есть непогашенные кредиты"
1,1852,"домовладелец","надежный",26,"мужчина (одинокий)",16,"бытовая техника","есть непогашенные кредиты"
1,19092,"домовладелец","ненадежный",25,"мужчина (одинокий)",8,"новая машина","есть непогашенные кредиты"
3,2001,"домовладелец","надежный",40,"мужчина (одинокий)",8,"образование","есть непогашенные кредиты"
1,3323,"домовладелец","надежный",35,"женщина",2,"новая машина","есть просрочки платежей"
1,3421,"без жилья","надежный",40,"мужчина (одинокий)",29,"новая машина","есть непогашенные кредиты"
2,3399,"домовладелец","надежный",28,"женщина",42,"бизнес","не было кредитов"
1,3233,"домовладелец","надежный",22,"женщина",58,"бытовая техника","есть непогашенные кредиты"
1,1236,"арендатор","надежный",18,"женщина",17,"мебель","есть просрочки платежей"
1,2148,"домовладелец","надежный",40,"мужчина (одинокий)",14,"бизнес","есть непогашенные кредиты"
2,9164,"домовладелец","надежный",36,"мужчина (одинокий)",8,"новая машина","есть просрочки платежей"
2,2050,"арендатор","ненадежный",19,"женщина",24,"новая машина","есть непогашенные кредиты"
2,1594,"домовладелец","надежный",32,"женщина",9,"бизнес","есть просрочки платежей"
1,2169,"домовладелец","надежный",44,"мужчина (одинокий)",23,"подержанная машина","есть непогашенные кредиты"
2,2113,"арендатор","надежный",29,"мужчина (одинокий)",16,"бытовая техника","есть непогашенные кредиты"
1,1992,"домовладелец","надежный",25,"мужчина (одинокий)",23,"новая машина","есть непогашенные кредиты"
1,1942,"домовладелец","надежный",33,"мужчина (женатый или вдовец)",11,"бизнес","есть непогашенные кредиты"
2,1695,"домовладелец","надежный",26,"мужчина (одинокий)",15,"новая машина","есть просрочки платежей"
2,835,"домовладелец","надежный",29,"мужчина (одинокий)",19,"бытовая техника","есть непогашенные кредиты"
1,6871,"домовладелец","надежный",33,"мужчина (одинокий)",18,"бытовая техника","есть просрочки платежей"
1,3402,"арендатор","ненадежный",19,"женщина",37,"новая машина","есть непогашенные кредиты"
1,4709,"домовладелец","надежный",32,"женщина",15,"другое","все кредиты погашены"
1,758,"домовладелец","ненадежный",40,"мужчина (одинокий)",12,"новая машина","есть непогашенные кредиты"
1,1822,"домовладелец","надежный",59,"женщина",10,"образование","есть непогашенные кредиты"
1,2975,"арендатор","надежный",22,"женщина",12,"мебель","есть непогашенные кредиты"
1,3948,"домовладелец","надежный",40,"мужчина (одинокий)",7,"новая машина","есть непогашенные кредиты"
1,3351,"домовладелец","надежный",22,"женщина",30,"бытовая техника","есть непогашенные кредиты"
2,4431,"домовладелец","надежный",74,"мужчина (одинокий)",55,"ремонт жилья","есть просрочки платежей"
2,3000,"домовладелец","надежный",32,"мужчина (одинокий)",38,"бизнес","есть просрочки платежей"
2,2271,"домовладелец","надежный",53,"мужчина (одинокий)",15,"бытовая техника","есть просрочки платежей"
1,3153,"арендатор","надежный",24,"женщина",18,"подержанная машина","есть непогашенные кредиты"
2,8699,"домовладелец","надежный",30,"мужчина (женатый или вдовец)",20,"подержанная машина","не было кредитов"
2,4804,"арендатор","надежный",33,"женщина",25,"подержанная машина","есть просрочки платежей"
1,2069,"домовладелец","надежный",30,"мужчина (разведенный)",8,"новая машина","есть просрочки платежей"
2,9760,"без жилья","ненадежный",41,"женщина",37,"бизнес","не было кредитов"
1,3701,"домовладелец","надежный",28,"мужчина (одинокий)",11,"бытовая техника","есть непогашенные кредиты"
1,5756,"домовладелец","ненадежный",44,"мужчина (разведенный)",22,"мебель","есть непогашенные кредиты"
1,1545,"домовладелец","ненадежный",32,"мужчина (женатый или вдовец)",21,"бытовая техника","есть просрочки платежей"
2,3322,"домовладелец","ненадежный",22,"женщина",11,"новая машина","не было кредитов"
1,9459,"домовладелец","ненадежный",53,"мужчина (разведенный)",16,"мебель","все кредиты погашены"
2,1547,"домовладелец","надежный",28,"мужчина (одинокий)",13,"бытовая техника","есть просрочки платежей"
2,1510,"домовладелец","надежный",54,"женщина",17,"бытовая техника","есть непогашенные кредиты"
1,4735,"домовладелец","надежный",31,"женщина",5,"новая машина","есть непогашенные кредиты"
1,1216,"домовладелец","ненадежный",33,"женщина",22,"новая машина","есть непогашенные кредиты"
1,1801,"домовладелец","надежный",23,"мужчина (женатый или вдовец)",6,"новая машина","есть просрочки платежей"
1,7378,"арендатор","надежный",41,"мужчина (одинокий)",42,"подержанная машина","есть непогашенные кредиты"
2,4933,"домовладелец","надежный",54,"мужчина (одинокий)",30,"бытовая техника","есть просрочки платежей"
2,7203,"домовладелец","надежный",22,"мужчина (одинокий)",28,"другое","есть просрочки платежей"
1,1314,"домовладелец","надежный",23,"мужчина (женатый или вдовец)",38,"бытовая техника","есть непогашенные кредиты"
2,4385,"домовладелец","надежный",32,"мужчина (одинокий)",17,"бытовая техника","есть просрочки платежей"
1,1293,"арендатор","надежный",24,"женщина",15,"образование","есть непогашенные кредиты"
1,2166,"домовладелец","надежный",34,"женщина",14,"мебель","есть непогашенные кредиты"
1,1168,"арендатор","ненадежный",32,"женщина",7,"мебель","есть непогашенные кредиты"
2,3784,"без жилья","ненадежный",26,"мужчина (одинокий)",81,"подержанная машина","не было кредитов"
1,9002,"без жилья","ненадежный",49,"мужчина (одинокий)",74,"образование","есть непогашенные кредиты"
1,483,"домовладелец","надежный",56,"женщина",10,"мебель","есть непогашенные кредиты"
1,470,"арендатор","ненадежный",28,"женщина",5,"образование","все кредиты погашены"
2,4026,"домовладелец","надежный",25,"женщина",24,"мебель","есть просрочки платежей"
1,990,"домовладелец","ненадежный",19,"женщина",15,"новая машина","есть непогашенные кредиты"
2,2721,"домовладелец","ненадежный",22,"мужчина (одинокий)",22,"бытовая техника","есть просрочки платежей"
1,2063,"домовладелец","надежный",42,"женщина",38,"бытовая техника","есть непогашенные кредиты"
2,5325,"домовладелец","надежный",37,"женщина",38,"бизнес","есть просрочки платежей"
1,3061,"домовладелец","ненадежный",27,"женщина",17,"новая машина","есть непогашенные кредиты"
2,10868,"арендатор","ненадежный",22,"женщина",24,"подержанная машина","есть непогашенные кредиты"
2,4577,"домовладелец","ненадежный",45,"мужчина (одинокий)",16,"бизнес","не было кредитов"
1,871,"домовладелец","ненадежный",30,"женщина",7,"бытовая техника","есть просрочки платежей"
2,4014,"домовладелец","надежный",36,"мужчина (одинокий)",32,"мебель","есть просрочки платежей"
1,685,"домовладелец","надежный",39,"мужчина (разведенный)",11,"новая машина","есть непогашенные кредиты"
1,4846,"домовладелец","надежный",41,"мужчина (одинокий)",18,"новая машина","есть непогашенные кредиты"
1,4775,"арендатор","ненадежный",20,"женщина",32,"мебель","есть непогашенные кредиты"
1,1749,"без жилья","ненадежный",66,"мужчина (одинокий)",32,"бизнес","не было кредитов"
1,4585,"домовладелец","надежный",38,"мужчина (одинокий)",21,"бытовая техника","есть непогашенные кредиты"
2,1718,"домовладелец","надежный",37,"мужчина (разведенный)",19,"бизнес","есть просрочки платежей"
3,9295,"без жилья","ненадежный",38,"мужчина (одинокий)",35,"подержанная машина","есть непогашенные кредиты"
3,1944,"без жилья","надежный",54,"мужчина (одинокий)",15,"новая машина","есть просрочки платежей"
1,23605,"домовладелец","надежный",49,"мужчина (разведенный)",27,"другое","есть непогашенные кредиты"
2,1606,"домовладелец","надежный",76,"женщина",14,"образование","есть непогашенные кредиты"
1,1064,"домовладелец","ненадежный",75,"мужчина (одинокий)",17,"бытовая техника","есть непогашенные кредиты"
1,2454,"домовладелец","надежный",33,"мужчина (одинокий)",10,"новая машина","есть непогашенные кредиты"
1,2763,"арендатор","надежный",21,"мужчина (одинокий)",11,"бизнес","есть непогашенные кредиты"
1,4764,"домовладелец","надежный",32,"мужчина (одинокий)",11,"бизнес","есть непогашенные кредиты"
2,1390,"домовладелец","надежный",35,"мужчина (женатый или вдовец)",26,"новая машина","есть просрочки платежей"
1,1087,"домовладелец","надежный",22,"женщина",8,"мебель","есть непогашенные кредиты"
2,10677,"домовладелец","ненадежный",27,"мужчина (одинокий)",37,"другое","есть непогашенные кредиты"
1,2484,"без жилья","ненадежный",38,"мужчина (одинокий)",30,"образование","есть непогашенные кредиты"
