"Year_end","Class","TeamSize","ShortName","Year_begin","Status","OlympiadType","Subject"
2016,6,5,"ГБОУ Физматшкола № 2007",2015,"призёр","Московская олимпиада","Математика"
2019,10,5,"ГБОУ школа в Капотне",2018,"призёр","Московская олимпиада","филология"
2013,6,5,"ГБОУ гимназия № 1926",2012,"призёр","Московская олимпиада","Технология"
2017,11,3,"ГБОУ школа «Интеллектуал»",2016,"призёр","Всероссийская олимпиада","Химия"
2015,10,5,"НОЧУ «ШКОЛА «МУМИ-ТРОЛЛЬ»",2014,"призёр","Районная олимпиада","Обществознание"
2019,11,3,"ГБОУ школа № 1569 «Созвездие»",2018,"призёр","Всероссийская олимпиада","Физическая культура"
2018,11,4,"ГБОУ школа № 1367",2017,"призёр","Всероссийская олимпиада","Искусство (МХК)"
2019,10,3,"АНО НОО «Наши традиции»",2018,"победитель","Всероссийская олимпиада","Иностранный язык (английский язык)"
2017,11,5,"ГБОУ лицей № 1501",2016,"призёр","Всероссийская олимпиада","Иностранный язык (немецкий язык)"
2020,11,5,"ГБОУ школа № 1948",2019,"призёр","Районная олимпиада","Русский язык"
2020,10,4,"ГБОУ школа № 1980",2019,"призёр","Всероссийская олимпиада","Литература"
2015,7,5,"ГБОУ школа № 1284",2014,"призёр","Московская олимпиада","Изобразительное искусство"
2016,10,5,"ГБОУ школа № 1285",2015,"призёр","Всероссийская олимпиада","Физическая культура"
2014,10,5,"ГБОУ гимназия № 1562",2013,"призёр","Районная олимпиада","Обществознание"
2019,11,4,"ГБОУ школа № 1568",2018,"призёр","Всероссийская олимпиада","Иностранный язык (испанский язык)"
2020,10,3,"ОЧУ МГ Сколково",2019,"призёр","Всероссийская олимпиада","Мировая Художественная Культура (МХК)"
2020,11,5,"ГБОУ «Курчатовская школа»",2019,"призёр","Всероссийская олимпиада","Физика"
2015,9,3,"ГБОУ лицей «Вторая школа»",2014,"призёр","Всероссийская олимпиада","Физика"
2020,10,4,"ГБОУ школа № 1589",2019,"победитель","Всероссийская олимпиада","Химия"
2013,9,5,"ГБОУ гимназия № 1503",2012,"призёр","Районная олимпиада","Русский язык"
2015,10,4,"ГБОУ лицей № 1535",2014,"призёр","Всероссийская олимпиада","Обществознание"
2019,6,3,"ГБОУ школа № 1498",2018,"призёр","Московская олимпиада","Бюджетная грамотность"
2017,9,5,"ГБОУ школа № 1376",2016,"призёр","Районная олимпиада","Литература"
2013,10,4,"ГБОУ СОШ № 25",2012,"призёр","Районная олимпиада","Физика"
2019,6,3,"ГБОУ школа № 86 имени М.Е. Катукова",2018,"призёр","Московская олимпиада","Робототехника"
2018,11,5,"ГАОУ «Школа № 1518»",2017,"призёр","Всероссийская олимпиада","Экономика"
2019,10,5,"ГБОУ школа № 152",2018,"призёр","Всероссийская олимпиада","Литература"
2015,11,4,"ГБОУ школа № 192",2014,"призёр","Московская олимпиада","Химия"
2017,9,3,"ГБОУ лицей № 1158",2016,"призёр","Всероссийская олимпиада","География"
2017,9,3,"ГБОУ школа № 1317",2016,"призёр","Всероссийская олимпиада","Обществознание"
2019,11,3,"университетская гимназия",2018,"призёр","Всероссийская олимпиада","Биология"
2018,10,3,"ГКОУ КШИ № 1",2017,"призёр","Всероссийская олимпиада","Основы безопасности жизнедеятельности"
2016,10,5,"ГБОУ лицей № 1535",2015,"призёр","Всероссийская олимпиада","Химия"
2015,8,3,"МАОУ «Гимназия имени Н.В. Пушкова»",2014,"призёр","Московская олимпиада","Изобразительное искусство"
2018,9,4,"ГБОУ Шуваловская школа № 1448",2017,"призёр","Всероссийская олимпиада","Право"
2016,9,5,"ГБОУ СОШ № 654 имени А.Д. Фридмана",2015,"призёр","Московская олимпиада","Химия"
2020,9,5,"ГБОУ школа № 179",2019,"призёр","Всероссийская олимпиада","Информатика"
2016,11,5,"ГБОУ школа № 1434",2015,"победитель","Всероссийская олимпиада","Мировая Художественная Культура (МХК)"
2019,4,3,"ГБОУ школа № 1576",2018,"призёр","Московская олимпиада","филология"
2013,9,4,"ГБОУ ЦО № 1434",2012,"призёр","Всероссийская олимпиада","Обществознание"
2016,9,3,"ГБОУ гимназия № 1558 имени Росалии де Кастро",2015,"призёр","Всероссийская олимпиада","Иностранный язык (испанский язык)"
2020,10,5,"ГБОУ школа № 2045",2019,"призёр","Всероссийская олимпиада","Технология"
2018,8,4,"ГБОУ школа № 1374",2017,"призёр","Московская олимпиада","филология"
2018,7,3,"ГБОУ школа на проспекте Вернадского",2017,"призёр","Московская олимпиада","филология"
2013,11,3,"ГБОУ СОШ № 324 «Жар-птица»",2012,"призёр","Всероссийская олимпиада","Основы безопасности жизнедеятельности"
2017,11,5,"ГБОУ школа «Интеллектуал»",2016,"призёр","Районная олимпиада","Информатика"
2015,5,5,"ГБОУ школа № 1847",2014,"призёр","Московская олимпиада","Изобразительное искусство"
2017,11,4,"ГБОУ гимназия № 1577",2016,"призёр","Всероссийская олимпиада","Право"
2014,11,5,"ГБОУ Московская гимназия на Юго-Западе № 1543",2013,"призёр","Всероссийская олимпиада","Математика"
2018,9,4,"МАОУ «Лицей города Троицка»",2017,"призёр","Всероссийская олимпиада","Литература"
2017,9,5,"ГБОУ школа № 323",2016,"призёр","Всероссийская олимпиада","Биология"
2020,11,4,"лицей НИУ ВШЭ",2019,"призёр","Районная олимпиада","Биология"
2014,7,3,"ГБОУ СОШ № 1189",2013,"призёр","Московская олимпиада","Экономика"
2019,5,4,"ГБОУ школа № 641 имени С. Есенина",2018,"призёр","Московская олимпиада","Робототехника"
2020,9,4,"ГБОУ школа № 962",2019,"призёр","Всероссийская олимпиада","Основы безопасности жизнедеятельности"
2017,5,3,"ГБОУ школа № 1315",2016,"призёр","Московская олимпиада","филология"
2020,9,5,"ФГБОУ ВО МГЛУ",2019,"призёр","Всероссийская олимпиада","Русский язык"
2016,11,3,"ГБОУ Петровский кадетский корпус",2015,"призёр","Всероссийская олимпиада","Право"
2017,11,5,"ГБОУ школа № 1450 «Олимп»",2016,"призёр","Всероссийская олимпиада","Право"
2019,10,4,"ГБОУ школа № 2054",2018,"победитель","Всероссийская олимпиада","Литература"
2019,10,4,"ГБОУ школа № 962",2018,"призёр","Всероссийская олимпиада","Русский язык"
2018,10,5,"ГБОУ школа № 1329",2017,"призёр","Всероссийская олимпиада","Физика"
2019,10,3,"ГБОУ школа № 2045",2018,"призёр","Всероссийская олимпиада","Физическая культура"
2015,11,4,"ГБОУ гимназия № 1534",2014,"призёр","Всероссийская олимпиада","Литература"
2019,7,5,"ГБОУ школа № 1980",2018,"призёр","Московская олимпиада","филология"
2019,10,3,"ГБОУ школа № 1512",2018,"победитель","Всероссийская олимпиада","История"
2019,9,4,"ГБОУ школа Марьина Роща имени В.Ф. Орлова",2018,"призёр","Всероссийская олимпиада","География"
2014,9,3,"ГБОУ ЦО № 175",2013,"призёр","Московская олимпиада","Мировая Художественная Культура (МХК)"
2019,9,4,"ГБОУ школа № 1540",2018,"победитель","Всероссийская олимпиада","Основы безопасности жизнедеятельности"
2018,11,5,"ГБОУ школа № 1576",2017,"победитель","Районная олимпиада","География"
2016,11,4,"ГБОУ Физматшкола № 2007",2015,"призёр","Всероссийская олимпиада","Математика"
2015,10,3,"ГБОУ школа № 1285",2014,"призёр","Всероссийская олимпиада","Иностранный язык (немецкий язык)"
2019,9,3,"ГБОУ школа № 1474",2018,"призёр","Всероссийская олимпиада","Химия"
2019,7,3,"ГБОУ школа № 2103",2018,"призёр","Московская олимпиада","Изобразительное искусство"
2019,6,3,"ГБОУ школа № 2009",2018,"призёр","Московская олимпиада","филология"
2020,11,5,"ГБОУ школа № 1288",2019,"победитель","Районная олимпиада","Право"
2015,5,3,"ГБОУ СОШ № 2091",2014,"победитель","Московская олимпиада","Изобразительное искусство"
2014,11,5,"ГБОУ СОШ № 1215",2013,"победитель","Всероссийская олимпиада","Иностранный язык (французский язык)"
2013,10,3,"ГАОУ ВО МИОО. СОШ № 179",2012,"призёр","Всероссийская олимпиада","Информатика"
2016,11,3,"ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2015,"призёр","Всероссийская олимпиада","Химия"
2018,11,4,"ГБОУ школа № 1508",2017,"призёр","Всероссийская олимпиада","Литература"
2019,11,5,"ГБОУ школа № 1530 «Школа Ломоносова»",2018,"призёр","Всероссийская олимпиада","Право"
2013,9,5,"ГБОУ Государственная столичная гимназия",2012,"призёр","Московская олимпиада","Математика"
2017,10,3,"ГБОУ гимназия № 1520 им. Капцовых",2016,"призёр","Всероссийская олимпиада","Биология"
2019,10,3,"ГБОУ школа «Интеграл»",2018,"победитель","Всероссийская олимпиада","Русский язык"
2016,11,5,"ГБОУ КШИ № 9",2015,"призёр","Районная олимпиада","Обществознание"
2013,8,4,"ГБОУ ЦО № 57",2012,"призёр","Московская олимпиада","Математика"
2017,6,3,"ГБОУ школа № 609",2016,"победитель","Московская олимпиада","Изобразительное искусство"
2016,5,3,"ГБОУ школа № 1357",2015,"победитель","Московская олимпиада","Изобразительное искусство"
2014,11,5,"ГБОУ гимназия № 1530 «Школа Ломоносова»",2013,"призёр","Районная олимпиада","Обществознание"
2018,6,3,"ГБОУ «Школа № 597 «Новое Поколение»",2017,"призёр","Московская олимпиада","Экономика"
2019,11,3,"лицей НИУ ВШЭ",2018,"призёр","Всероссийская олимпиада","Литература"
2016,11,3,"ГБОУ школа № 218",2015,"призёр","Всероссийская олимпиада","История"
2015,9,5,"ГБОУ СОШ № 618",2014,"призёр","Всероссийская олимпиада","Физическая культура"
2014,6,5,"ГБОУ СОШ № 1351",2013,"призёр","Московская олимпиада","География"
2019,9,5,"ГБОУ школа № 2009",2018,"призёр","Всероссийская олимпиада","Русский язык"
2013,11,3,"ГАОУ ВО МИОО. СОШ № 179",2012,"призёр","Всероссийская олимпиада","Экономика"
2019,6,4,"ГБОУ ЦО «Школа здоровья» № 287 им. С.К. Годовикова",2018,"призёр","Московская олимпиада","Математика"
2015,10,3,"ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2014,"призёр","Всероссийская олимпиада","Русский язык"
2018,11,4,"ГБОУ школа № 627",2017,"призёр","Всероссийская олимпиада","Русский язык"
2016,11,3,"ГБОУ школа № 2098 имени Героя Советского Союза Л.М. Доватора",2015,"призёр","Московская олимпиада","Изобразительное искусство"
2020,11,3,"ФГКОУ «Кадетский корпус Следственного комитета Российской Федерации имени Александра Невского» или «Кадетский корпус Следственного комитета»",2019,"призёр","Всероссийская олимпиада","Основы безопасности жизнедеятельности"
2016,11,5,"ГБОУ Физматшкола № 2007",2015,"призёр","Всероссийская олимпиада","Математика"
2014,9,5,"ГБОУ СОШ № 1361",2013,"призёр","Всероссийская олимпиада","Основы безопасности жизнедеятельности"
2018,10,5,"ГБОУ школа № 2086",2017,"победитель","Московская олимпиада","Экономика"
2014,4,5,"ГБОУ СОШ № 2031",2013,"призёр","Московская олимпиада","Экономика"
2018,7,5,"ГБОУ школа № 1430",2017,"призёр","Московская олимпиада","Изобразительное искусство"
2018,11,3,"ГБОУ лицей «Вторая школа»",2017,"призёр","Московская олимпиада","Математика"
2016,11,5,"ГБОУ школа № 2009",2015,"призёр","Всероссийская олимпиада","Обществознание"
2013,10,5,"ГБОУ гимназия № 1534",2012,"призёр","Всероссийская олимпиада","Информатика"
2018,9,4,"ГБОУ школа № 1231",2017,"призёр","Всероссийская олимпиада","Русский язык"
2019,10,3,"ГБОУ школа № 185",2018,"призёр","Районная олимпиада","Технология"
2013,10,4,"ГБОУ СОШ № 25",2012,"призёр","Всероссийская олимпиада","Физика"
2016,10,5,"ГБОУ школа № 2031",2015,"призёр","Московская олимпиада","Право"
2018,9,5,"ГБОУ школа № 2031",2017,"призёр","Московская олимпиада","Технология"
2015,9,5,"ГБОУ ЦО № 57",2014,"призёр","Всероссийская олимпиада","Физика"
2017,9,4,"ГБОУ школа «Интеллектуал»",2016,"призёр","Московская олимпиада","Физика"
2013,10,5,"ГБОУ лицей № 1535",2012,"призёр","Московская олимпиада","Экономика"
2013,8,5,"ГБОУ ЦО № 293",2012,"призёр","Московская олимпиада","Технология"
2017,10,3,"ГБОУ Московская гимназия на Юго-Западе № 1543",2016,"победитель","Всероссийская олимпиада","Иностранный язык (французский язык)"
2015,11,4,"МГУПС (МИИТ)",2014,"призёр","Всероссийская олимпиада","Литература"
2020,10,5,"ГБОУ «Лицей «Вторая школа»",2019,"призёр","Всероссийская олимпиада","Физика"
2018,11,4,"ГБОУ школа № 179",2017,"призёр","Московская олимпиада","Математика"
2014,3,3,"ГБОУ ЦО № 1637",2013,"призёр","Московская олимпиада","Изобразительное искусство"
2020,9,5,"ГБОУ школа № 1568",2019,"призёр","Всероссийская олимпиада","Химия"
2020,10,3,"ГБОУ школа № 1512",2019,"призёр","Всероссийская олимпиада","История"
2013,9,4,"ГБОУ СОШ № 54",2012,"призёр","Московская олимпиада","Математика"
2019,11,5,"СУНЦ МГУ",2018,"призёр","Всероссийская олимпиада","Математика"
2014,11,3,"ГБОУ СОШ № 272",2013,"призёр","Всероссийская олимпиада","Обществознание"
2019,10,4,"СУНЦ МГУ",2018,"победитель","Всероссийская олимпиада","Биология"
2015,11,3,"ГБОУ СОШ № 518",2014,"призёр","Всероссийская олимпиада","Литература"
2016,11,4,"ГБОУ гимназия № 1527",2015,"призёр","Всероссийская олимпиада","Иностранный язык (немецкий язык)"
2013,8,5,"ГБОУ СОШ № 1291",2012,"призёр","Московская олимпиада","Изобразительное искусство"
2019,5,3,"ГБОУ школа № 1273",2018,"призёр","Московская олимпиада","Биология"
2018,9,4,"ГБОУ школа № 1535",2017,"призёр","Всероссийская олимпиада","Биология"
2020,11,5,"ГБОУ школа № 1516",2019,"призёр","Всероссийская олимпиада","Физическая культура"
2017,11,3,"ГБОУ гимназия № 1514",2016,"призёр","Всероссийская олимпиада","Русский язык"
2016,11,5,"НОЧУ «ШКОЛА «МУМИ-ТРОЛЛЬ»",2015,"призёр","Всероссийская олимпиада","Биология"
2016,5,4,"ГАОУ «Гимназия № 1518»",2015,"призёр","Московская олимпиада","филология"
2017,9,5,"ГБОУ гимназия № 1567",2016,"призёр","Районная олимпиада","Информатика"
2015,10,5,"ГБОУ гимназия № 1541",2014,"призёр","Всероссийская олимпиада","Русский язык"
2019,7,5,"ГБОУ школа № 1637",2018,"призёр","Московская олимпиада","Изобразительное искусство"
2020,9,4,"ГБОУ школа № 1535",2019,"призёр","Всероссийская олимпиада","Обществознание"
2017,10,4,"ГБОУ лицей № 1580",2016,"призёр","Всероссийская олимпиада","Математика"
2017,11,5,"ГБОУ гимназия № 1514",2016,"призёр","Всероссийская олимпиада","Математика"
2017,9,4,"ГБОУ школа № 2005",2016,"призёр","Всероссийская олимпиада","История"
2019,9,5,"лицей НИУ ВШЭ",2018,"призёр","Всероссийская олимпиада","Литература"
2013,10,3,"ГБОУ школа № 171",2012,"призёр","Всероссийская олимпиада","Биология"
2016,11,3,"ГБОУ школа № 1207",2015,"призёр","Всероссийская олимпиада","Право"
2017,11,3,"ГБОУ лицей № 1535",2016,"призёр","Районная олимпиада","Информатика"
2016,5,4,"ГБОУ гимназия № 1512",2015,"призёр","Московская олимпиада","филология"
2017,11,3,"ГБОУ лицей «Вторая школа»",2016,"призёр","Всероссийская олимпиада","География"
2015,6,3,"ГБОУ ЦО № 57",2014,"призёр","Московская олимпиада","филология"
2020,10,5,"лицей НИУ ВШЭ",2019,"призёр","Всероссийская олимпиада","Обществознание"
2018,11,5,"Московский государственный университет имени М.В. Ломоносова, МГУ имени М.В. Ломоносова, Московский университет или МГУ. Университетская гимназия МГУ",2017,"победитель","Московская олимпиада","Обществознание"
2017,9,5,"ГБОУ школа № 444",2016,"призёр","Районная олимпиада","Право"
2015,10,3,"ГБОУ гимназия № 1619",2014,"призёр","Московская олимпиада","География"
2020,10,4,"ГБОУ школа № 654 имени А.Д. Фридмана",2019,"призёр","Всероссийская олимпиада","Иностранный язык (английский язык)"
2015,10,5,"ГБОУ школа № 641 имени С. Есенина",2014,"призёр","Московская олимпиада","Химия"
2015,11,4,"ГБОУ лицей № 1501",2014,"призёр","Всероссийская олимпиада","Иностранный язык (немецкий язык)"
2019,9,4,"ГБОУ школа в Капотне",2018,"призёр","Всероссийская олимпиада","Технология"
2016,9,3,"ГБОУ Московская гимназия на Юго-Западе № 1543",2015,"призёр","Всероссийская олимпиада","Математика"
2018,11,3,"Классический пансион МГУ имени М.В. Ломоносова",2017,"призёр","Всероссийская олимпиада","Литература"
2018,9,5,"ГБОУ школа № 1575",2017,"призёр","Всероссийская олимпиада","Обществознание"
2017,11,3,"ГБОУ школа № 1252 имени Сервантеса",2016,"призёр","Всероссийская олимпиада","Иностранный язык (испанский язык)"
2017,10,3,"ГБОУ Шуваловская гимназия № 1448",2016,"призёр","Всероссийская олимпиада","Иностранный язык (французский язык)"
2019,6,5,"ГБОУ школа № 2045",2018,"призёр","Московская олимпиада","Робототехника"
2016,10,5,"ГАОУ ВО МИОО. СОШ № 179",2015,"призёр","Районная олимпиада","Физика"
2014,7,4,"ГБОУ школа № 1454 «Центр образования Тимирязевский»",2013,"призёр","Московская олимпиада","История"
2018,10,4,"ГБОУ школа № 171",2017,"победитель","Всероссийская олимпиада","Биология"
2018,10,3,"ГБОУ школа № 1329",2017,"призёр","Всероссийская олимпиада","Право"
2015,10,4,"ГБОУ лицей «Вторая школа»",2014,"победитель","Всероссийская олимпиада","Информатика"
2015,10,5,"ГБОУ Измайловская гимназия № 1508",2014,"призёр","Всероссийская олимпиада","Русский язык"
2020,9,3,"ГБОУ школа № 1506",2019,"призёр","Всероссийская олимпиада","Основы безопасности жизнедеятельности"
2015,8,4,"ГБОУ Физматшкола 2007",2014,"победитель","Московская олимпиада","Физика"
2020,9,4,"ГБОУ школа № 192",2019,"призёр","Всероссийская олимпиада","Биология"
2015,11,4,"ГБОУ лицей «Вторая школа»",2014,"призёр","Всероссийская олимпиада","Математика"
2015,9,5,"ГБОУ лицей № 1568",2014,"призёр","Всероссийская олимпиада","Физика"
2016,9,4,"ГБОУ школа № 1265",2015,"призёр","Московская олимпиада","Химия"
2018,9,4,"ГАОУ «Школа № 1518»",2017,"победитель","Всероссийская олимпиада","Искусство (МХК)"
2019,9,4,"ГБОУ школа № 1329",2018,"призёр","Московская олимпиада","Физика"
2018,10,3,"ГБОУ школа № 2036",2017,"призёр","Всероссийская олимпиада","Основы безопасности жизнедеятельности"
2016,7,3,"ГБОУ гимназия № 1797 «Богородская»",2015,"призёр","Московская олимпиада","филология"
2016,9,5,"ГБОУ ЛГК на Юго-Востоке",2015,"призёр","Всероссийская олимпиада","Химия"
2016,9,4,"ГБОУ школа № 2109",2015,"призёр","Районная олимпиада","Мировая Художественная Культура (МХК)"
2019,11,5,"ГБОУ «Лицей «Вторая школа»",2018,"призёр","Всероссийская олимпиада","Математика"
2016,8,3,"ГБОУ лицей № 1535",2015,"призёр","Московская олимпиада","Биология"
2018,11,3,"ГБОУ школа № 654 имени А.Д. Фридмана",2017,"призёр","Московская олимпиада","Физика"
2015,10,5,"ГБОУ гимназия № 45",2014,"победитель","Районная олимпиада","Мировая Художественная Культура (МХК)"
2019,11,5,"ГБОУ школа имени Маршала В.И. Чуйкова",2018,"призёр","Московская олимпиада","Химия"
2019,9,3,"ГБОУ школа № 2009",2018,"призёр","Московская олимпиада","филология"
2019,10,4,"ГБОУ школа № 1329",2018,"призёр","Всероссийская олимпиада","Право"
2017,10,3,"ГБОУ гимназия № 1514",2016,"призёр","Всероссийская олимпиада","Математика"
2020,11,3,"ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2019,"призёр","Всероссийская олимпиада","Математика"
2016,10,4,"ГБОУ школа № 2026",2015,"призёр","Всероссийская олимпиада","Основы безопасности жизнедеятельности"
2017,9,5,"ГБОУ школа № 2083",2016,"призёр","Районная олимпиада","Основы безопасности жизнедеятельности"
2017,10,5,"ГБОУ школа № 1741",2016,"призёр","Районная олимпиада","Информатика"
2015,10,3,"ГАОУ ВО МИОО. СОШ № 179",2014,"призёр","Всероссийская олимпиада","Химия"
2014,9,5,"ГБОУ гимназия № 201 ордена Трудового Красного Знамени им. Героев Советского Союза З. и А. Космодемьянских",2013,"призёр","Районная олимпиада","Обществознание"
2015,11,3,"ГБОУ гимназия № 491 «Марьино»",2014,"призёр","Московская олимпиада","География"
2016,11,5,"Некоммерческое партнерство «Филипповская школа»",2015,"победитель","Всероссийская олимпиада","Обществознание"
2019,11,3,"ГБОУ школа № 1376",2018,"призёр","Всероссийская олимпиада","Литература"
2017,9,3,"ГБОУ школа № 1996",2016,"победитель","Московская олимпиада","Изобразительное искусство"
2014,10,3,"ГБОУ СОШ № 25",2013,"призёр","Всероссийская олимпиада","Математика"
2019,11,5,"ГБОУ школа № 1524",2018,"призёр","Всероссийская олимпиада","Биология"
2015,9,5,"ГБОУ гимназия № 1567",2014,"призёр","Всероссийская олимпиада","Биология"
2016,10,4,"ГБОУ лицей № 1560",2015,"призёр","Всероссийская олимпиада","Литература"
2019,6,4,"ГБОУ «Школа № 597 «Новое Поколение»",2018,"призёр","Московская олимпиада","Технология"
2015,8,5,"ГБОУ «Школа-интернат «Интеллектуал»",2014,"призёр","Московская олимпиада","Химия"
2015,11,5,"МАОУ «Лицей города Троицка»",2014,"призёр","Районная олимпиада","Биология"
2020,11,4,"ГБОУ школа № 1811",2019,"призёр","Районная олимпиада","Литература"
2020,10,3,"ГБОУ школа № 2123 им. М. Эрнандеса",2019,"победитель","Всероссийская олимпиада","Право"
2015,10,4,"ГБОУ школа № 183",2014,"призёр","Районная олимпиада","Иностранный язык (английский язык)"
2017,10,5,"ГБОУ лицей «Вторая школа»",2016,"призёр","Всероссийская олимпиада","Математика"
2019,7,3,"ГБОУ «Лицей «Вторая школа»",2018,"призёр","Московская олимпиада","Информатика"
2016,9,3,"ГБОУ лицей № 86 имени М.Е. Катукова",2015,"победитель","Всероссийская олимпиада","Основы безопасности жизнедеятельности"
2020,11,5,"ГБОУ школа № 1252",2019,"победитель","Всероссийская олимпиада","Иностранный язык (испанский язык)"
2014,7,5,"ГБОУ лицей № 1568",2013,"призёр","Московская олимпиада","филология"
2016,11,4,"ГБОУ школа № 1317",2015,"призёр","Районная олимпиада","Право"
2019,9,3,"ГБОУ школа № 444",2018,"призёр","Всероссийская олимпиада","Биология"
2015,7,3,"ГБОУ СОШ № 962",2014,"призёр","Московская олимпиада","География"
2017,10,4,"ГБОУ лицей «Вторая школа»",2016,"призёр","Всероссийская олимпиада","Экономика"
2013,10,5,"ГБОУ ЦО № 57",2012,"победитель","Московская олимпиада","Информатика"
2019,10,4,"ГБОУ школа № 1440",2018,"призёр","Всероссийская олимпиада","Русский язык"
2015,5,3,"ГБОУ СОШ № 1955",2014,"победитель","Московская олимпиада","Изобразительное искусство"
2017,9,4,"ГБОУ школа № 1329",2016,"призёр","Всероссийская олимпиада","Мировая Художественная Культура (МХК)"
2013,8,4,"ГБОУ ЦО № 1329",2012,"призёр","Московская олимпиада","Математика"
2016,11,3,"ГБОУ гимназия № 1522",2015,"призёр","Всероссийская олимпиада","Право"
2020,11,5,"ГБОУ школа № 1547",2019,"призёр","Всероссийская олимпиада","Физика"
2019,8,4,"ГБОУ школа № 57",2018,"призёр","Московская олимпиада","Математика"
2015,11,5,"ГБОУ гимназия № 1748 «Вертикаль»",2014,"призёр","Всероссийская олимпиада","Право"
2020,11,3,"ГБОУ школа № 1514",2019,"призёр","Районная олимпиада","Экономика"
2015,10,4,"ГБОУ школа № 544",2014,"призёр","Всероссийская олимпиада","Биология"
2017,11,3,"НИУ ВШЭ. лицей",2016,"призёр","Всероссийская олимпиада","Литература"
2015,11,3,"ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2014,"победитель","Всероссийская олимпиада","Физика"
2013,9,5,"ГАОУ ВО МИОО. СОШ № 179",2012,"призёр","Всероссийская олимпиада","Математика"
2019,7,3,"ГБОУ школа № 2007 ФМШ",2018,"призёр","Московская олимпиада","Математика"
2015,11,4,"ГБОУ школа № 1252 имени Сервантеса",2014,"призёр","Московская олимпиада","Иностранный язык (испанский язык)"
2019,9,3,"ГБОУ школа № 171",2018,"призёр","Всероссийская олимпиада","Право"
2013,11,5,"ГБОУ Физматшкола 2007",2012,"призёр","Московская олимпиада","Информатика"
2013,9,4,"ГБОУ ЦО № 218",2012,"призёр","Всероссийская олимпиада","История"
2016,8,3,"ГАОУ ВО МИОО. СОШ № 179",2015,"призёр","Московская олимпиада","Математика"
2015,11,3,"ГБОУ гимназия № 1529",2014,"призёр","Районная олимпиада","Иностранный язык (английский язык)"
2020,11,5,"ГБОУ школа № 1399",2019,"призёр","Всероссийская олимпиада","Иностранный язык (английский язык)"
2017,11,4,"ГБОУ гимназия № 1619",2016,"призёр","Всероссийская олимпиада","Иностранный язык (французский язык)"
2016,11,3,"ГБОУ школа № 1286",2015,"призёр","Всероссийская олимпиада","Иностранный язык (французский язык)"
2016,10,5,"ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2015,"призёр","Московская олимпиада","Химия"
2017,9,5,"ГБОУ школа № 2097",2016,"призёр","Московская олимпиада","филология"
2019,6,4,"ГБОУ школа № 2123 им. М. Эрнандеса",2018,"призёр","Московская олимпиада","филология"
2014,9,3,"ГБОУ школа № 1371",2013,"призёр","Районная олимпиада","Литература"
2015,6,5,"ГБОУ школа № 1492",2014,"призёр","Московская олимпиада","Технология"
2019,11,4,"лицей НИУ ВШЭ",2018,"победитель","Московская олимпиада","Экономика"
2017,10,3,"ГБОУ Московская гимназия на Юго-Западе № 1543",2016,"призёр","Всероссийская олимпиада","Биология"
2017,11,5,"ГБОУ школа № 1987",2016,"победитель","Всероссийская олимпиада","Литература"
2020,10,5,"ГБОУ «Школа № 58»",2019,"призёр","Всероссийская олимпиада","Обществознание"
2015,10,4,"ГБОУ гимназия № 1290",2014,"призёр","Всероссийская олимпиада","Обществознание"
2020,11,5,"ГБОУ Инженерно-техническая школа",2019,"победитель","Всероссийская олимпиада","Литература"
2019,5,5,"ГАОУ «Школа № 1518»",2018,"призёр","Московская олимпиада","Биология"
2016,11,4,"ГБОУ лицей № 1535",2015,"призёр","Московская олимпиада","Экономика"
2019,9,3,"ГБОУ школа № 1535",2018,"призёр","Московская олимпиада","История"
2013,10,5,"ГБОУ СОШ № 1223",2012,"призёр","Всероссийская олимпиада","Иностранный язык (английский язык)"
2017,11,5,"ГБОУ школа № 1329",2016,"призёр","Всероссийская олимпиада","Физика"
2019,9,4,"«Свято-Владимирская школа»",2018,"призёр","Всероссийская олимпиада","Иностранный язык (немецкий язык)"
2014,4,3,"ГБОУ СОШ № 1380",2013,"призёр","Московская олимпиада","Изобразительное искусство"
2017,7,5,"ГБОУ школа № 1980",2016,"призёр","Московская олимпиада","Биология"
2014,11,4,"ГБОУ гимназия № 1531 «Лингвистическая»",2013,"призёр","Московская олимпиада","История"
2019,10,4,"ГБОУ школа № 1150",2018,"призёр","Московская олимпиада","География"
2020,11,3,"ГБОУ школа № 1568",2019,"призёр","Всероссийская олимпиада","Физика"
2020,10,5,"ГБОУ школа № 1568",2019,"призёр","Всероссийская олимпиада","Русский язык"
2018,10,5,"ГБОУ школа № 2007 ФМШ",2017,"призёр","Московская олимпиада","Информатика и Информационно-коммуникационные технологии (ИКТ)"
2018,11,4,"НИУ ВШЭ. лицей",2017,"призёр","Всероссийская олимпиада","Литература"
2016,9,3,"ГБОУ школа № 1252 имени Сервантеса",2015,"призёр","Районная олимпиада","Основы безопасности жизнедеятельности"
2020,9,4,"ГБОУ школа № 1543",2019,"призёр","Районная олимпиада","Биология"
2016,11,3,"ГБОУ гимназия № 1591",2015,"призёр","Всероссийская олимпиада","Иностранный язык (английский язык)"
