"Year_begin","OlympiadType","Status","ShortName","TeamSize","Subject","Class","Year_end"
2018,"Московская олимпиада","призёр","ГБОУ школа № 1573",3,"Изобразительное искусство",7,2019
2013,"Московская олимпиада","призёр","ГБОУ Государственная столичная гимназия",3,"Математика",7,2014
2013,"Московская олимпиада","призёр","ГБОУ СОШ № 684",3,"Мировая Художественная Культура (МХК)",11,2014
2013,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1257",3,"Экономика",11,2014
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 1411",3,"Мировая Художественная Культура (МХК)",9,2020
2012,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1534",5,"Физика",11,2013
2014,"Московская олимпиада","призёр","ГБОУ СОШ № 654 имени А.Д. Фридмана",5,"Химия",8,2015
2014,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1534",3,"Литература",10,2015
2017,"Московская олимпиада","победитель","ГБОУ школа № 1575",5,"Химия",10,2018
2019,"Всероссийская олимпиада","победитель","ОАНО «Школа «ЛЕТОВО»",3,"Физика",10,2020
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 544",3,"Право",11,2020
2017,"Всероссийская олимпиада","призёр","ГБОУ школа № 648",5,"История",10,2018
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 1501",3,"Математика",10,2020
2017,"Московская олимпиада","победитель","ГБОУ школа № 1575",5,"филология",11,2018
2018,"Районная олимпиада","призёр","ГБОУ школа № 2007 ФМШ",4,"Математика",11,2019
2018,"Московская олимпиада","призёр","ГБОУ школа № 117",4,"Изобразительное искусство",6,2019
2012,"Всероссийская олимпиада","победитель","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",5,"Информатика",11,2013
2016,"Всероссийская олимпиада","призёр","ГБОУ лицей № 1501",4,"География",11,2017
2018,"Московская олимпиада","призёр","ГБОУ школа № 179",3,"Математика",10,2019
2017,"Всероссийская олимпиада","призёр","ГБОУ школа № 2045",4,"Физическая культура",9,2018
2014,"Всероссийская олимпиада","призёр","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",4,"Физика",11,2015
2014,"Всероссийская олимпиада","призёр","ГБОУ школа № 1231",3,"Биология",11,2015
2016,"Районная олимпиада","призёр","ГБОУ школа «Интеллектуал»",3,"Литература",10,2017
2017,"Московская олимпиада","призёр","ГБОУ школа № 1270",3,"филология",6,2018
2018,"Московская олимпиада","призёр","ГБОУ школа на проспекте Вернадского",4,"Математика",6,2019
2012,"Московская олимпиада","призёр","ГБОУ СОШ № 54",3,"Математика",8,2013
2016,"Московская олимпиада","призёр","ГБОУ школа «Интеллектуал»",3,"Математика",8,2017
2019,"Районная олимпиада","победитель","ГАОУ школа № 548",4,"Мировая Художественная Культура (МХК)",10,2020
2013,"Всероссийская олимпиада","призёр","ГБОУ Лингвистический лицей № 1555",3,"Мировая Художественная Культура (МХК)",9,2014
2018,"Районная олимпиада","победитель","ГБОУ школа № 1238",5,"Экономика",11,2019
2017,"Всероссийская олимпиада","победитель","ГАОУ «Школа № 1518»",4,"астрономия",11,2018
2015,"Всероссийская олимпиада","призёр","ГБОУ лицей «Вторая школа»",3,"Биология",11,2016
2018,"Районная олимпиада","победитель","ГБОУ школа № 1194",5,"Мировая Художественная Культура (МХК)",11,2019
2015,"Московская олимпиада","призёр","ГБОУ лицей № 1303",4,"Химия",10,2016
2019,"Всероссийская олимпиада","призёр","АНОО «Школа при Андреевском монастыре»",5,"Иностранный язык (английский язык)",11,2020
2014,"Районная олимпиада","призёр","ГБОУ СОШ № 843",3,"Физическая культура",11,2015
2015,"Московская олимпиада","призёр","ГАОУ ВО МИОО. СОШ № 179",4,"Математика",7,2016
2017,"Всероссийская олимпиада","призёр","ГБОУ школа № 179",3,"Математика",9,2018
2015,"Всероссийская олимпиада","призёр","ГБОУ «Гимназия № 1528»",3,"Физическая культура",10,2016
2013,"Районная олимпиада","призёр","ГБОУ ЦО № 57",3,"Информатика",11,2014
2018,"Московская олимпиада","призёр","ГБОУ школа № 1206",4,"Обществознание",11,2019
2016,"Московская олимпиада","победитель","СУНЦ МГУ",4,"Право",10,2017
2014,"Всероссийская олимпиада","призёр","ГБОУ Многопрофильный лицей № 1799",4,"Физическая культура",10,2015
2012,"Районная олимпиада","призёр","ГБОУ лицей № 1303",5,"Химия",9,2013
2013,"Районная олимпиада","призёр","ГБОУ гимназия № 1503",4,"Экономика",11,2014
2018,"Всероссийская олимпиада","призёр","ГБОУ школа № 1173",3,"География",11,2019
2013,"Московская олимпиада","призёр","ГБОУ СОШ № 1189",5,"Информатика",11,2014
2016,"Всероссийская олимпиада","призёр","ГБОУ ВЛГ № 1389",4,"Иностранный язык (английский язык)",10,2017
2017,"Всероссийская олимпиада","призёр","ГБОУ школа № 192",5,"Физика",11,2018
2014,"Всероссийская олимпиада","призёр","ГБОУ школа № 192",4,"Математика",9,2015
2012,"Московская олимпиада","призёр","ГБОУ Физматшкола 2007",3,"Математика",6,2013
2016,"Московская олимпиада","призёр","ГБОУ Физматшкола № 2007",5,"Математика",10,2017
2014,"Всероссийская олимпиада","призёр","ГБОУ Московская гимназия на Юго-Западе № 1543",4,"Химия",10,2015
2015,"Районная олимпиада","призёр","ГБОУ лицей № 429 «Соколиная гора»",3,"Русский язык",11,2016
2017,"Районная олимпиада","победитель","ГБОУ школа № 17",3,"Право",9,2018
2013,"Московская олимпиада","призёр","ГБОУ Московская гимназия на Юго-Западе № 1543",4,"Математика",6,2014
2015,"Районная олимпиада","призёр","ГБОУ школа № 1280",3,"Иностранный язык (английский язык)",11,2016
2019,"Всероссийская олимпиада","победитель","ГБОУ школа № 1415 «Останкино»",4,"Иностранный язык (итальянский язык)",9,2020
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 1862",5,"Биология",9,2020
2014,"Московская олимпиада","призёр","ГБОУ Физматшкола 2007",4,"Математика",11,2015
2013,"Всероссийская олимпиада","призёр","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",4,"Информатика",11,2014
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 1534 «Академическая»",4,"Информатика",10,2020
2016,"Московская олимпиада","призёр","ГБОУ гимназия Марьина Роща имени В.Ф. Орлова",3,"Химия",11,2017
2015,"Московская олимпиада","призёр","ГБОУ школа № 1474",5,"филология",7,2016
2014,"Всероссийская олимпиада","призёр","ГБОУ «Гимназия № 1528»",3,"Мировая Художественная Культура (МХК)",9,2015
2012,"Всероссийская олимпиада","победитель","ГБОУ Московская гимназия на Юго-Западе № 1543",5,"Литература",9,2013
2014,"Московская олимпиада","призёр","ГБОУ гимназия № 1409",5,"Право",10,2015
2013,"Московская олимпиада","призёр","ГБОУ СОШ № 2008",3,"Изобразительное искусство",6,2014
2014,"Районная олимпиада","призёр","ГБОУ Физматшкола 2007",4,"Информатика",11,2015
2012,"Московская олимпиада","призёр","ГБОУ СОШ № 1469",5,"Изобразительное искусство",7,2013
2012,"Районная олимпиада","призёр","НОУ гимназия «Московская экономическая школа»",5,"Иностранный язык (французский язык)",11,2013
2015,"Всероссийская олимпиада","призёр","ГБОУ школа № 192",4,"Биология",9,2016
2016,"Всероссийская олимпиада","призёр","ГБОУ школа № 939",5,"География",10,2017
2012,"Всероссийская олимпиада","призёр","ГБОУ школа № 1448",4,"Иностранный язык (английский язык)",9,2013
2015,"Московская олимпиада","призёр","ГБОУ школа № 218",3,"Математика",11,2016
2018,"Московская олимпиада","призёр","ГБОУ школа № 1862",4,"филология",6,2019
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 179",4,"Экономика",9,2020
2017,"Всероссийская олимпиада","призёр","ГБОУ школа № 1290",5,"Литература",10,2018
2018,"Всероссийская олимпиада","призёр","ГБОУ школа № 67",5,"Биология",10,2019
2018,"Московская олимпиада","призёр","ГБОУ школа № 1580",5,"Информационные технологии в профессиональной деятельности",10,2019
2018,"Всероссийская олимпиада","призёр","ГБОУ школа № 57",5,"Биология",10,2019
2016,"Всероссийская олимпиада","призёр","ГАОУ «Гимназия № 1518»",4,"Обществознание",9,2017
2013,"Всероссийская олимпиада","призёр","ГБОУ ЦО № 1329",4,"Математика",9,2014
2017,"Московская олимпиада","призёр","ГБОУ школа № 57",4,"Экономика",8,2018
2016,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1522",5,"Основы безопасности жизнедеятельности",10,2017
2013,"Московская олимпиада","призёр","ГБОУ ЦО № 1637",4,"Изобразительное искусство",1,2014
2016,"Всероссийская олимпиада","призёр","ФГБОУ ВО МГЛУ",4,"Право",10,2017
2019,"Всероссийская олимпиада","призёр","ОАНО «Школа «ЛЕТОВО»",5,"История",10,2020
2017,"Всероссийская олимпиада","победитель","Московский государственный университет имени М.В. Ломоносова, МГУ имени М.В. Ломоносова, Московский университет или МГУ",4,"Биология",10,2018
2013,"Московская олимпиада","призёр","ГБОУ СОШ № 1189",3,"филология",8,2014
2016,"Всероссийская олимпиада","победитель","ГБОУ школа № 1194",4,"Иностранный язык (английский язык)",11,2017
2018,"Московская олимпиада","победитель","ГБОУ школа «Интеграл»",5,"филология",5,2019
2012,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1514",4,"Физика",11,2013
2013,"Всероссийская олимпиада","призёр","ГБОУ лицей «Вторая школа»",4,"Математика",9,2014
2018,"Всероссийская олимпиада","призёр","ГБОУ школа № 2007 ФМШ",3,"Информатика",10,2019
2017,"Всероссийская олимпиада","победитель","ГБОУ школа № 1514",4,"Информатика и Информационно-коммуникационные технологии (ИКТ)",11,2018
2012,"Районная олимпиада","призёр","ГБОУ лицей № 1553 им. В. И. Вернадского",5,"Литература",11,2013
2016,"Московская олимпиада","призёр","ГБОУ гимназия № 1536",5,"География",10,2017
2014,"Всероссийская олимпиада","призёр","ГБОУ школа № 2120",5,"История",11,2015
2018,"Всероссийская олимпиада","призёр","ГБОУ «Школа на Яузе»",4,"Иностранный язык (французский язык)",11,2019
2013,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1577",5,"История",11,2014
2014,"Районная олимпиада","призёр","ГБОУ лицей № 1502 при МЭИ",3,"История",10,2015
2016,"Московская олимпиада","призёр","МАОУ «Лицей города Троицка»",5,"Физика",8,2017
2015,"Районная олимпиада","призёр","ГБОУ гимназия № 1584",4,"География",9,2016
2012,"Московская олимпиада","призёр","ГБОУ школа № 1492",5,"Технология",7,2013
2015,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1542",3,"Иностранный язык (английский язык)",11,2016
2017,"Московская олимпиада","призёр","ГБОУ школа «Интеллектуал»",3,"Информатика и Информационно-коммуникационные технологии (ИКТ)",9,2018
2013,"Всероссийская олимпиада","призёр","ГБОУ лицей «Вторая школа»",5,"Физика",10,2014
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 1210",4,"Основы безопасности жизнедеятельности",11,2020
2013,"Всероссийская олимпиада","призёр","ГБОУ школа-интернат «Интеллектуал»",5,"Обществознание",10,2014
2014,"Московская олимпиада","победитель","ГБОУ «Школа-интернат «Интеллектуал»",3,"Латынь",10,2015
2016,"Всероссийская олимпиада","призёр","ГБОУ школа № 368 «Лосиный остров»",4,"Обществознание",10,2017
2014,"Московская олимпиада","победитель","ГБОУ школа № 2055",5,"Изобразительное искусство",5,2015
2018,"Всероссийская олимпиада","призёр","ГБОУ школа № 1409",3,"География",10,2019
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 2036",4,"Основы безопасности жизнедеятельности",10,2020
2015,"Всероссийская олимпиада","призёр","ГБОУ школа № 2086",3,"Иностранный язык (английский язык)",9,2016
2016,"Всероссийская олимпиада","призёр","ГАОУ ВО МИОО. СОШ № 179",3,"Математика",9,2017
2016,"Московская олимпиада","призёр","ГБОУ Московская гимназия на Юго-Западе № 1543",4,"Математика",6,2017
2015,"Московская олимпиада","призёр","ГБОУ школа № 218",4,"филология",8,2016
2018,"Районная олимпиада","призёр","ГБОУ школа № 1526 на Покровской",3,"Основы безопасности жизнедеятельности",9,2019
2014,"Московская олимпиада","призёр","ГБОУ школа № 2077",4,"Математика",6,2015
2017,"Всероссийская олимпиада","победитель","ГБОУ школа № 1543",4,"Информатика и Информационно-коммуникационные технологии (ИКТ)",11,2018
2015,"Московская олимпиада","призёр","ГБОУ школа № 853",3,"Математика",8,2016
2016,"Московская олимпиада","призёр","ГБОУ школа № 1002",5,"филология",5,2017
2016,"Районная олимпиада","призёр","ГБОУ лицей № 1535",3,"Право",10,2017
2015,"Всероссийская олимпиада","призёр","ГБОУ лицей № 1580",3,"Физика",11,2016
2012,"Всероссийская олимпиада","призёр","ГБОУ СОШ № 654 имени А.Д. Фридмана",4,"Обществознание",11,2013
2018,"Московская олимпиада","победитель","ГБОУ школа № 1564",5,"Бюджетная грамотность",6,2019
2018,"Районная олимпиада","призёр","ГБОУ школа № 2007 ФМШ",4,"Физика",9,2019
2013,"Всероссийская олимпиада","победитель","ГБОУ гимназия № 1551",4,"Обществознание",11,2014
2016,"Всероссийская олимпиада","призёр","ГБОУ школа № 1234",5,"Мировая Художественная Культура (МХК)",9,2017
2014,"Всероссийская олимпиада","призёр","ГБОУ СОШ № 667",4,"Обществознание",10,2015
2018,"Московская олимпиада","победитель","ГБОУ школа № 904",5,"География",6,2019
2017,"Московская олимпиада","призёр","ГБОУ школа № 1551",4,"География",6,2018
2015,"Московская олимпиада","победитель","ГБОУ школа № 719",3,"Изобразительное искусство",9,2016
2012,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1530 «Школа Ломоносова»",3,"Иностранный язык (английский язык)",11,2013
2015,"Районная олимпиада","призёр","ГБОУ школа № 2005",5,"Иностранный язык (английский язык)",10,2016
2015,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1409",4,"История",11,2016
2018,"Всероссийская олимпиада","призёр","Финансовый университет",4,"Обществознание",10,2019
2014,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1274",3,"Физическая культура",11,2015
2015,"Московская олимпиада","победитель","ГБОУ школа № 2097",3,"филология",8,2016
2012,"Районная олимпиада","призёр","ГБОУ СОШ № 25",5,"Информатика",9,2013
2014,"Всероссийская олимпиада","призёр","ГБОУ СОШ № 1282",3,"Обществознание",10,2015
2017,"Всероссийская олимпиада","призёр","ГБОУ школа № 149",5,"Физическая культура",11,2018
2019,"Районная олимпиада","призёр","ГБОУ «Лицей «Вторая школа»",5,"Физика",10,2020
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 1078",4,"Физическая культура",9,2020
2017,"Всероссийская олимпиада","призёр","ГБОУ школа № 1944",5,"Русский язык",11,2018
2017,"Московская олимпиада","призёр","ГБОУ школа № 2097",4,"филология",7,2018
2016,"Всероссийская олимпиада","призёр","ГБОУ школа № 2116",4,"География",11,2017
2018,"Всероссийская олимпиада","победитель","ОЧУ «Пироговская школа»",3,"Мировая Художественная Культура (МХК)",11,2019
2018,"Всероссийская олимпиада","призёр","ГБОУ школа № 1525",3,"Биология",10,2019
2017,"Московская олимпиада","призёр","ГБОУ школа № 2127",4,"История",6,2018
2016,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1569 «Созвездие»",4,"Обществознание",10,2017
2013,"Всероссийская олимпиада","призёр","ГБОУ СОШ № 750",3,"Обществознание",11,2014
2018,"Московская олимпиада","призёр","ГБОУ школа № 1514",3,"Математика",7,2019
2015,"Московская олимпиада","призёр","ГБОУ школа № 1374",4,"филология",8,2016
2015,"Всероссийская олимпиада","призёр","ГБОУ школа № 218",4,"Русский язык",9,2016
2015,"Всероссийская олимпиада","победитель","ГБОУ «Школа-интернат «Интеллектуал»",4,"Право",10,2016
2013,"Московская олимпиада","победитель","ГБОУ гимназия № 1579",5,"Изобразительное искусство",5,2014
2019,"Районная олимпиада","призёр","ГБОУ школа № 57",4,"Физика",10,2020
2013,"Московская олимпиада","призёр","ГБОУ Лингвистический лицей № 1555",4,"лингвистика",11,2014
2018,"Московская олимпиада","призёр","ГБОУ школа № 224",5,"Изобразительное искусство",6,2019
2016,"Всероссийская олимпиада","призёр","ГБОУ лицей «Вторая школа»",4,"Математика",9,2017
2018,"Всероссийская олимпиада","призёр","ГБОУ школа № 1284",5,"История",11,2019
2016,"Всероссийская олимпиада","победитель","ГБОУ школа № 171",5,"Экология",10,2017
2012,"Всероссийская олимпиада","призёр","ГБОУ лицей № 1535",4,"История",11,2013
2014,"Московская олимпиада","призёр","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",5,"Химия",11,2015
2017,"Всероссийская олимпиада","призёр","ГБОУ школа № 2123 им. М. Эрнандеса",4,"Иностранный язык (испанский язык)",11,2018
2017,"Всероссийская олимпиада","призёр","МАОУ «Лицей города Троицка»",3,"Экономика",11,2018
2012,"Московская олимпиада","призёр","ГБОУ лицей № 1303",4,"Химия",11,2013
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 1543",5,"Иностранный язык (английский язык)",11,2020
2019,"Всероссийская олимпиада","призёр","ФГКОУ «МСВУ МО РФ»",4,"Основы безопасности жизнедеятельности",10,2020
2018,"Московская олимпиада","призёр","ГБОУ «Курчатовская школа»",4,"Физика",11,2019
2017,"Всероссийская олимпиада","призёр","ГБОУ школа № 236",5,"Основы безопасности жизнедеятельности",10,2018
2013,"Районная олимпиада","призёр","ГБОУ гимназия № 1567",4,"Иностранный язык (французский язык)",10,2014
2013,"Всероссийская олимпиада","призёр","ГБОУ ЦО № 218",3,"Литература",11,2014
2012,"Всероссийская олимпиада","призёр","ГБОУ лицей № 1501",4,"Физическая культура",10,2013
2018,"Московская олимпиада","призёр","ГБОУ школа № 2089",5,"Экология",8,2019
2017,"Районная олимпиада","призёр","ГБОУ школа № 1543",3,"Математика",10,2018
2012,"Всероссийская олимпиада","призёр","ГБОУ СОШ № 1471",3,"Обществознание",11,2013
2018,"Всероссийская олимпиада","победитель","ГБОУ школа № 1310",4,"Иностранный язык (английский язык)",11,2019
2012,"Московская олимпиада","победитель","ГБОУ школа-интернат «Интеллектуал»",3,"Математика",6,2013
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 179",4,"Математика",11,2020
2018,"Всероссийская олимпиада","призёр","ГБОУ школа № 1297",5,"Обществознание",9,2019
2019,"Всероссийская олимпиада","призёр","ГБПОУ ПК им. П.А. Овчинникова",5,"Технология",1,2020
2014,"Всероссийская олимпиада","призёр","ГБОУ Государственная столичная гимназия",3,"Иностранный язык (немецкий язык)",10,2015
2018,"Всероссийская олимпиада","призёр","ГБОУ школа № 949",3,"Русский язык",9,2019
2016,"Всероссийская олимпиада","призёр","ГБОУ школа № 166",4,"Обществознание",10,2017
2016,"Всероссийская олимпиада","призёр","ГБОУ лицей № 2010",3,"Мировая Художественная Культура (МХК)",10,2017
2019,"Всероссийская олимпиада","победитель","ГБОУ школа № 1543",5,"Литература",9,2020
2016,"Всероссийская олимпиада","призёр","ГАОУ ВО МИОО. СОШ № 179",5,"Математика",9,2017
2015,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1552",3,"Право",11,2016
2018,"Московская олимпиада","призёр","ГБОУ школа № 2009",3,"филология",9,2019
2013,"Московская олимпиада","призёр","ГБОУ СОШ № 480",5,"Изобразительное искусство",9,2014
2017,"Московская олимпиада","призёр","ГБОУ школа № 166",3,"Изобразительное искусство",5,2018
2019,"Районная олимпиада","призёр","ФГБОУ ВО МГЛУ",5,"Обществознание",10,2020
2013,"Всероссийская олимпиада","призёр","ГБОУ СОШ № 1361",5,"Мировая Художественная Культура (МХК)",9,2014
2018,"Всероссийская олимпиада","призёр","ГБОУ «Лицей «Вторая школа»",3,"Физика",9,2019
2012,"Всероссийская олимпиада","призёр","ГБОУ школа-интернат «Интеллектуал»",5,"Биология",10,2013
2015,"Всероссийская олимпиада","призёр","ФГБОУ ВО МГЛУ",5,"Иностранный язык (французский язык)",10,2016
2018,"Московская олимпиада","призёр","ГБОУ школа № 1194",3,"Технология",7,2019
2015,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1540",4,"Основы безопасности жизнедеятельности",11,2016
2015,"Московская олимпиада","призёр","ГБОУ школа № 1434",3,"Изобразительное искусство",7,2016
2012,"Московская олимпиада","призёр","ГБОУ лицей № 1303",3,"Физика",11,2013
2015,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1514",5,"Обществознание",10,2016
2017,"Всероссийская олимпиада","победитель","ГБОУ школа № 648",4,"Искусство (МХК)",9,2018
2019,"Всероссийская олимпиада","призёр","лицей НИУ ВШЭ",5,"Обществознание",11,2020
2016,"Всероссийская олимпиада","призёр","ГБОУ школа № 15",4,"Русский язык",11,2017
2014,"Московская олимпиада","призёр","ГБОУ СОШ № 1955",4,"Изобразительное искусство",10,2015
2017,"Московская олимпиада","призёр","ГБОУ школа № 2007 ФМШ",5,"Математика",6,2018
2017,"Всероссийская олимпиада","призёр","ГБОУ школа № 1502 при МЭИ",5,"Экология",9,2018
2016,"Всероссийская олимпиада","призёр","ГБОУ школа № 285",3,"Русский язык",10,2017
2017,"Московская олимпиада","призёр","ГБОУ школа № 1543",4,"География",8,2018
2012,"Московская олимпиада","призёр","ГБОУ ЦО № 1409",4,"лингвистика",9,2013
2015,"Всероссийская олимпиада","призёр","ГБОУ школа № 853",4,"Литература",11,2016
2014,"Московская олимпиада","призёр","Муниципальное общеобразовательное учреждение Михайловская средняя общеобразовательная школа",5,"Изобразительное искусство",5,2015
2016,"Всероссийская олимпиада","призёр","ГБОУ лицей № 1535",4,"Экономика",10,2017
2015,"Московская олимпиада","призёр","ГБОУ Физматшкола № 2007",3,"Информатика",11,2016
2018,"Районная олимпиада","призёр","ГБОУ школа № 1547",4,"Русский язык",10,2019
2018,"Всероссийская олимпиада","призёр","ГБОУ школа № 57",5,"История",11,2019
2019,"Всероссийская олимпиада","призёр","ГБОУ Шуваловская школа № 1448",3,"Право",10,2020
2015,"Всероссийская олимпиада","призёр","ГАОУ ВО МИОО. СОШ № 179",3,"Математика",11,2016
2015,"Московская олимпиада","призёр","ГБОУ гимназия № 1534",3,"Математика",8,2016
2016,"Всероссийская олимпиада","призёр","ГБОУ Шуваловская гимназия № 1448",3,"Иностранный язык (французский язык)",10,2017
2019,"Всероссийская олимпиада","призёр","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",5,"Химия",11,2020
2018,"Московская олимпиада","призёр","ГБОУ школа № 2033",3,"Биология",7,2019
2018,"Московская олимпиада","призёр","ГБОУ школа № 67",5,"Математика",10,2019
2017,"Всероссийская олимпиада","призёр","ГБОУ Романовская школа",4,"Литература",9,2018
2013,"Московская олимпиада","победитель","ГБОУ ЦО № 57",4,"Физика",11,2014
2014,"Всероссийская олимпиада","призёр","ГБОУ школа № 2077",3,"Физика",10,2015
2016,"Районная олимпиада","призёр","ГБОУ лицей № 1533",3,"Иностранный язык (английский язык)",11,2017
2017,"Московская олимпиада","призёр","ГБОУ школа № 1573",3,"Изобразительное искусство",6,2018
2018,"Всероссийская олимпиада","призёр","ГБОУ Шуваловская школа № 1448",5,"Иностранный язык (английский язык)",11,2019
2012,"Районная олимпиада","призёр","ГБОУ ЦО № 1434",4,"Русский язык",9,2013
2019,"Всероссийская олимпиада","победитель","ГБОУ школа № 1514",5,"Мировая Художественная Культура (МХК)",11,2020
2017,"Московская олимпиада","призёр","ГБОУ школа № 1329",4,"Физика",10,2018
2019,"Всероссийская олимпиада","призёр","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",3,"Химия",10,2020
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 1543",4,"Русский язык",9,2020
2015,"Всероссийская олимпиада","призёр","ГБОУ лицей «Вторая школа»",4,"История",11,2016
2015,"Московская олимпиада","призёр","ГБОУ школа № 2103",5,"Технология",10,2016
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 218",3,"Биология",10,2020
2013,"Всероссийская олимпиада","призёр","ГБОУ ЦО № 57",5,"Обществознание",11,2014
2016,"Всероссийская олимпиада","победитель","ГБОУ школа № 1950",3,"Иностранный язык (французский язык)",11,2017
2019,"Районная олимпиада","призёр","ГБОУ школа № 1506",4,"Физическая культура",9,2020
2019,"Районная олимпиада","призёр","Финансовый университет",4,"История",11,2020
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 1034",4,"Иностранный язык (английский язык)",11,2020
2016,"Московская олимпиада","призёр","ГБОУ Физматшкола № 2007",5,"Физика",7,2017
2015,"Всероссийская олимпиада","победитель","ГАОУ ВО МИОО. СОШ № 179",3,"астрономия",9,2016
2017,"Московская олимпиада","призёр","ГБОУ школа № 1200",5,"История",10,2018
2015,"Районная олимпиада","призёр","ГБОУ школа № 218",4,"Математика",11,2016
2018,"Московская олимпиада","призёр","ГБОУ школа № 113",3,"Изобразительное искусство",7,2019
2017,"Всероссийская олимпиада","призёр","ГБОУ школа № 1748",3,"Обществознание",10,2018
2012,"Всероссийская олимпиада","призёр","ГАОУ ВО МИОО. СОШ № 179",3,"Информатика",11,2013
2012,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1505",3,"Иностранный язык (английский язык)",10,2013
2017,"Московская олимпиада","победитель","ГБОУ школа № 1492",5,"Технология",6,2018
2017,"Московская олимпиада","призёр","ГБОУ школа № 1568",3,"Физика",8,2018
2017,"Всероссийская олимпиада","призёр","ГБОУ школа № 2086",4,"Иностранный язык (французский язык)",11,2018
2014,"Московская олимпиада","призёр","ГБОУ лицей № 1568",3,"Химия",8,2015
2019,"Всероссийская олимпиада","призёр","ГБПОУ «Воробьевы горы»",3,"Математика",9,2020
2015,"Районная олимпиада","победитель","ГБОУ ЦО № 57",4,"Русский язык",9,2016
2014,"Московская олимпиада","призёр","ГБОУ школа № 1252 имени Сервантеса",4,"Иностранный язык (испанский язык)",11,2015
2017,"Всероссийская олимпиада","победитель","Московский государственный университет имени М.В. Ломоносова, МГУ имени М.В. Ломоносова, Московский университет или МГУ. Университетская гимназия МГУ",3,"Искусство (МХК)",11,2018
2017,"Московская олимпиада","призёр","ГБОУ школа № 2031",5,"Технология",5,2018
2012,"Московская олимпиада","призёр","ГБОУ лицей № 1568",5,"Химия",11,2013
2018,"Московская олимпиада","призёр","ГБОУ школа № 1788",4,"Математика",7,2019
2014,"Всероссийская олимпиада","победитель","НОУ Британская международная школа",4,"Иностранный язык (английский язык)",11,2015
2015,"Всероссийская олимпиада","призёр","ГБОУ гимназия № 1507",5,"История",10,2016
2014,"Всероссийская олимпиада","призёр","ГБОУ ЦО № 57",4,"Физика",9,2015
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 152",3,"Литература",10,2020
2013,"Всероссийская олимпиада","призёр","ГБОУ лицей № 1580",4,"География",10,2014
2018,"Московская олимпиада","призёр","ГБОУ школа № 293",5,"Технология",6,2019
2017,"Московская олимпиада","призёр","ГБОУ школа № 880",5,"филология",6,2018
2018,"Всероссийская олимпиада","призёр","ГБОУ школа № 1537",5,"астрономия",11,2019
2016,"Московская олимпиада","призёр","ГБОУ школа № 1252 имени Сервантеса",5,"филология",8,2017
2013,"Московская олимпиада","победитель","ГБОУ ЦО № 1099",5,"Экономика",3,2014
2016,"Всероссийская олимпиада","призёр","ГБОУ школа № 323",5,"Биология",9,2017
2014,"Всероссийская олимпиада","призёр","ГБОУ школа № 192",4,"Биология",9,2015
2017,"Московская олимпиада","призёр","ГБОУ ШОР № 1",5,"Химия",11,2018
2019,"Всероссийская олимпиада","призёр","ГБОУ школа № 956",3,"Литература",9,2020
2018,"Московская олимпиада","победитель","ГБОУ школа № 1912",4,"Изобразительное искусство",7,2019
2018,"Всероссийская олимпиада","призёр","ГБОУ школа № 113",3,"Иностранный язык (английский язык)",11,2019
2012,"Московская олимпиада","призёр","ГБОУ ЦО № 57",3,"Математика",11,2013
