"Status","Year_begin","TeamSize","Subject","Year_end","OlympiadType","ShortName","Class"
"призёр",2019,5,"Литература",2020,"Всероссийская олимпиада","ОАНО «Школа «ЛЕТОВО»",9
"призёр",2016,4,"Изобразительное искусство",2017,"Московская олимпиада","ГБОУ школа № 667",6
"призёр",2014,4,"Изобразительное искусство",2015,"Московская олимпиада","ГБОУ школа № 2055",8
"призёр",2018,4,"Химия",2019,"Московская олимпиада","ГБОУ школа № 218",9
"призёр",2017,3,"Изобразительное искусство",2018,"Московская олимпиада","ГБОУ школа № 1590",6
"призёр",2019,4,"Иностранный язык (французский язык)",2020,"Районная олимпиада","ГБОУ школа № 1468",11
"призёр",2018,5,"Обществознание",2019,"Московская олимпиада","ОАНО школа «Ника»",10
"призёр",2018,3,"История",2019,"Всероссийская олимпиада","ГБОУ школа № 67",11
"призёр",2019,4,"Биология",2020,"Всероссийская олимпиада","ГБОУ школа имени Маршала В.И. Чуйкова",11
"призёр",2016,4,"Физика",2017,"Московская олимпиада","ГБОУ школа № 853",8
"победитель",2013,3,"История",2014,"Московская олимпиада","ГБОУ СОШ № 72",11
"победитель",2019,4,"Литература",2020,"Всероссийская олимпиада","ГБОУ школа № 2097",9
"призёр",2016,5,"Экология",2017,"Всероссийская олимпиада","ГБОУ школа № 1353",9
"призёр",2012,4,"Математика",2013,"Московская олимпиада","ГБОУ лицей «Вторая школа»",8
"призёр",2016,4,"Право",2017,"Всероссийская олимпиада","ГБОУ школа № 199",10
"призёр",2014,5,"Право",2015,"Всероссийская олимпиада","ГБОУ школа № 2036",10
"призёр",2018,4,"Информатика",2019,"Всероссийская олимпиада","СУНЦ МГУ",10
"призёр",2018,5,"Робототехника",2019,"Московская олимпиада","ГБОУ школа № 1080",6
"призёр",2014,3,"Химия",2015,"Всероссийская олимпиада","ГБОУ лицей № 1568",11
"призёр",2012,3,"предпринимательство",2013,"Московская олимпиада","ГБОУ СОШ № 1411",4
"призёр",2015,4,"История",2016,"Московская олимпиада","ГБОУ ММГ",11
"призёр",2016,5,"История",2017,"Всероссийская олимпиада","ГБОУ гимназия Марьина Роща имени В.Ф. Орлова",9
"призёр",2015,3,"Физическая культура",2016,"Районная олимпиада","ГБОУ школа № 1161",10
"призёр",2016,4,"Обществознание",2017,"Всероссийская олимпиада","ГБОУ школа № 719",11
"призёр",2018,5,"Физическая культура",2019,"Районная олимпиада","ГБОУ школа № 1557",11
"призёр",2014,4,"Иностранный язык (английский язык)",2015,"Районная олимпиада","ГБОУ Московская гимназия на Юго-Западе № 1543",10
"призёр",2019,5,"Биология",2020,"Всероссийская олимпиада","ГБОУ школа № 67",9
"призёр",2018,4,"Русский язык",2019,"Всероссийская олимпиада","ГБОУ школа № 2097",9
"призёр",2013,5,"Технология",2014,"Московская олимпиада","ГБОУ школа № 185",5
"призёр",2013,3,"История",2014,"Московская олимпиада","ГБОУ ЦО № 1811 «Измайлово»",11
"победитель",2013,5,"Химия",2014,"Всероссийская олимпиада","ГБОУ лицей № 1303",10
"победитель",2019,3,"Экономика",2020,"Районная олимпиада","лицей НИУ ВШЭ",11
"призёр",2017,5,"Экономика",2018,"Районная олимпиада","Московский государственный университет имени М.В. Ломоносова, МГУ имени М.В. Ломоносова, Московский университет или МГУ",11
"призёр",2014,3,"Обществознание",2015,"Районная олимпиада","ГБОУ СОШ № 218",11
"победитель",2016,4,"Изобразительное искусство",2017,"Московская олимпиада","ГБОУ лицей № 1568",7
"призёр",2019,4,"Русский язык",2020,"Всероссийская олимпиада","ГБОУ школа № 1315",11
"призёр",2017,5,"астрономия",2018,"Районная олимпиада","ГБОУ школа № 57",9
"призёр",2018,5,"Изобразительное искусство",2019,"Московская олимпиада","МАОУ «Гимназия г. Троицка»",7
"призёр",2014,4,"Физика",2015,"Районная олимпиада","ГБОУ гимназия № 1514",9
"призёр",2018,4,"Физическая культура",2019,"Всероссийская олимпиада","ГБОУ школа № 534",11
"призёр",2016,5,"филология",2017,"Московская олимпиада","ГБОУ школа № 2009",6
"призёр",2012,5,"Иностранный язык (французский язык)",2013,"Районная олимпиада","НОУ гимназия «Московская экономическая школа»",11
"призёр",2018,4,"Биология",2019,"Всероссийская олимпиада","СУНЦ МГУ",11
"призёр",2014,5,"Мировая Художественная Культура (МХК)",2015,"Всероссийская олимпиада","ГБОУ Московская гимназия на Юго-Западе № 1543",10
"победитель",2018,4,"Физика",2019,"Московская олимпиада","СУНЦ МГУ",11
"призёр",2015,3,"Литература",2016,"Всероссийская олимпиада","ГБОУ СОШ № 654 имени А.Д. Фридмана",10
"победитель",2018,4,"Изобразительное искусство",2019,"Московская олимпиада","ГБОУ школа № 1492",10
"призёр",2012,3,"Математика",2013,"Районная олимпиада","ГБОУ школа-интернат «Интеллектуал»",9
"призёр",2012,3,"Право",2013,"Всероссийская олимпиада","ГБОУ СОШ № 1302",11
"победитель",2013,5,"История",2014,"Районная олимпиада","ГБОУ гимназия № 1512",11
"призёр",2013,3,"Информатика",2014,"Всероссийская олимпиада","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",11
"призёр",2013,4,"Физика",2014,"Московская олимпиада","ГБОУ лицей «Вторая школа»",7
"призёр",2019,5,"Мировая Художественная Культура (МХК)",2020,"Всероссийская олимпиада","ГБОУ школа № 1505",10
"призёр",2014,4,"Математика",2015,"Московская олимпиада","ГБОУ школа № 444",6
"призёр",2018,5,"История",2019,"Московская олимпиада","ГБОУ школа № 1246",11
"призёр",2016,4,"Математика",2017,"Районная олимпиада","ГБОУ школа № 444",11
"призёр",2014,5,"Математика",2015,"Московская олимпиада","ГБОУ лицей № 1568",7
"призёр",2018,5,"История",2019,"Всероссийская олимпиада","ГБОУ школа № 185",9
"призёр",2019,5,"Химия",2020,"Всероссийская олимпиада","ГБОУ школа № 1568",9
"призёр",2016,5,"Обществознание",2017,"Районная олимпиада","ГБОУ школа № 323",11
"призёр",2018,3,"Биология",2019,"Районная олимпиада","ГБОУ школа № 1535",11
"призёр",2018,4,"Иностранный язык (французский язык)",2019,"Всероссийская олимпиада","ГБОУ школа № 113",11
"призёр",2016,5,"Литература",2017,"Всероссийская олимпиада","ГБОУ школа № 771",10
"призёр",2014,5,"Мировая Художественная Культура (МХК)",2015,"Районная олимпиада","ГБОУ школа № 1354",9
"призёр",2017,3,"Химия",2018,"Московская олимпиада","ГБОУ школа № 1574",8
"призёр",2015,3,"Биология",2016,"Всероссийская олимпиада","ГАОУ ВО МИОО. СОШ № 179",11
"победитель",2015,5,"Математика",2016,"Всероссийская олимпиада","ГАОУ ВО МИОО. СОШ № 179",11
"призёр",2019,4,"История",2020,"Районная олимпиада","ГБОУ школа № 1522 имени В.И. Чуркина",9
"призёр",2016,4,"Мировая Художественная Культура (МХК)",2017,"Районная олимпиада","ГБОУ школа № 1018",11
"призёр",2012,3,"Иностранный язык (французский язык)",2013,"Всероссийская олимпиада","ГБОУ Лингвистический лицей № 1555",11
"призёр",2015,3,"Литература",2016,"Всероссийская олимпиада","ГБОУ гимназия № 1530 «Школа Ломоносова»",11
"призёр",2013,4,"География",2014,"Всероссийская олимпиада","ГБОУ центр образования № 46",9
"призёр",2018,3,"Иностранный язык (английский язык)",2019,"Всероссийская олимпиада","ГБОУ школа № 1748",11
"призёр",2018,4,"Математика",2019,"Всероссийская олимпиада","ГБОУ школа № 179",11
"призёр",2018,5,"Право",2019,"Всероссийская олимпиада","ГБОУ школа № 1412",9
"призёр",2013,4,"Биология",2014,"Всероссийская олимпиада","ГБОУ ЦО № 825",10
"призёр",2016,5,"География",2017,"Всероссийская олимпиада","ГБОУ школа «Интеллектуал»",9
"призёр",2018,4,"История",2019,"Всероссийская олимпиада","лицей НИУ ВШЭ",10
"призёр",2019,3,"Технология",2020,"Районная олимпиада","ГБОУ школа № 1528",9
"призёр",2015,3,"Физика",2016,"Всероссийская олимпиада","ГБОУ школа № 57",9
"призёр",2016,3,"Робототехника",2017,"Московская олимпиада","ФГКОУ «МКК ПВ МО РФ»",6
"призёр",2018,5,"История",2019,"Всероссийская олимпиада","ГБОУ школа № 1249",11
"призёр",2017,3,"Робототехника",2018,"Московская олимпиада","ГБОУ школа № 1270",5
"призёр",2016,4,"Химия",2017,"Всероссийская олимпиада","ГБОУ школа № 218",11
"призёр",2017,3,"Изобразительное искусство",2018,"Московская олимпиада","ГБОУ школа № 1288",8
"призёр",2019,4,"Физика",2020,"Всероссийская олимпиада","ГБОУ школа № 937",9
"призёр",2013,3,"Информатика",2014,"Московская олимпиада","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",11
"призёр",2019,5,"Обществознание",2020,"Районная олимпиада","ГБОУ школа № 56 имени академика В.А. Легасова",10
"призёр",2018,3,"филология",2019,"Московская олимпиада","ГБОУ школа № 1980",6
"призёр",2019,3,"Физика",2020,"Всероссийская олимпиада","ГБОУ «Лицей «Вторая школа»",10
"призёр",2018,4,"Физическая культура",2019,"Всероссийская олимпиада","ГБОУ школа № 1515",10
"победитель",2015,4,"Мировая Художественная Культура (МХК)",2016,"Всероссийская олимпиада","ГБОУ гимназия № 1512",9
"призёр",2017,5,"Иностранный язык (английский язык)",2018,"Всероссийская олимпиада","ГБОУ школа № 1250",11
"призёр",2015,3,"филология",2016,"Московская олимпиада","ГБОУ школа № 825",9
"победитель",2015,5,"Обществознание",2016,"Московская олимпиада","ГБПОУ «Воробьевы горы»",10
"призёр",2018,4,"Иностранный язык (французский язык)",2019,"Районная олимпиада","ГБОУ школа № 1251 имени генерала Шарля де Голля",11
"призёр",2017,4,"Робототехника",2018,"Московская олимпиада","ГБОУ школа № 86 имени М.Е. Катукова",6
"призёр",2014,3,"Математика",2015,"Всероссийская олимпиада","ГБОУ «Школа-интернат «Интеллектуал»",9
"призёр",2016,4,"филология",2017,"Московская олимпиада","ГБОУ гимназия № 1573",9
"призёр",2016,4,"филология",2017,"Московская олимпиада","ГБОУ школа № 2089",6
"призёр",2019,3,"История",2020,"Всероссийская олимпиада","лицей НИУ ВШЭ",11
"призёр",2018,5,"Экология",2019,"Всероссийская олимпиада","ГБОУ школа № 1563",11
"призёр",2018,5,"Обществознание",2019,"Всероссийская олимпиада","ГБОУ школа № 1297",11
"призёр",2013,4,"Изобразительное искусство",2014,"Московская олимпиада","ГБОУ гимназия № 1597",5
"призёр",2016,3,"Физика",2017,"Всероссийская олимпиада","ГБОУ лицей № 1557",10
"призёр",2016,5,"Русский язык",2017,"Всероссийская олимпиада","ГБОУ гимназия № 1534",10
"призёр",2018,5,"филология",2019,"Московская олимпиада","ГБОУ школа № 1252",9
"призёр",2013,3,"Обществознание",2014,"Всероссийская олимпиада","ГБОУ гимназия № 1565 «Свиблово»",11
"призёр",2016,4,"Физическая культура",2017,"Всероссийская олимпиада","ГБОУ школа лицей № 1420",9
"призёр",2013,3,"География",2014,"Всероссийская олимпиада","ГБОУ СОШ № 1285",11
"призёр",2014,5,"Латынь",2015,"Московская олимпиада","ГБОУ «Школа-интернат «Интеллектуал»",11
"призёр",2016,4,"Физическая культура",2017,"Всероссийская олимпиада","ГБОУ школа № 2000",9
"призёр",2016,5,"Литература",2017,"Всероссийская олимпиада","ГБОУ Многопрофильный лицей № 1799",11
"призёр",2018,5,"Основы безопасности жизнедеятельности",2019,"Всероссийская олимпиада","ГБОУ школа № 2026",7
"призёр",2017,5,"Экономика",2018,"Московская олимпиада","ГБОУ школа № 1535",11
"призёр",2016,3,"Физика",2017,"Всероссийская олимпиада","ГБОУ лицей «Вторая школа»",9
"призёр",2019,4,"Химия",2020,"Всероссийская олимпиада","ГБОУ школа имени Маршала В.И. Чуйкова",10
"призёр",2013,3,"Русский язык",2014,"Районная олимпиада","ГБОУ гимназия № 1272",10
"призёр",2016,3,"Обществознание",2017,"Всероссийская олимпиада","НИУ ВШЭ. лицей",10
"победитель",2015,4,"Обществознание",2016,"Всероссийская олимпиада","НИУ ВШЭ. лицей",10
"победитель",2018,3,"Литература",2019,"Всероссийская олимпиада","ГБОУ школа № 1553 имени В.И. Вернадского",11
"призёр",2015,4,"Русский язык",2016,"Всероссийская олимпиада","ГБОУ лицей № 1535",10
"призёр",2018,4,"Обществознание",2019,"Всероссийская олимпиада","лицей НИУ ВШЭ",11
"победитель",2014,5,"Мировая Художественная Культура (МХК)",2015,"Всероссийская олимпиада","ГБОУ гимназия № 1512",9
"призёр",2013,5,"Физика",2014,"Всероссийская олимпиада","ГБОУ гимназия № 1567",9
"призёр",2019,5,"Обществознание",2020,"Всероссийская олимпиада","ГБОУ школа № 1415 «Останкино»",10
"призёр",2014,4,"Латынь",2015,"Московская олимпиада","ГБОУ гимназия № 1514",9
"призёр",2018,5,"астрономия",2019,"Московская олимпиада","ГБОУ школа № 2007 ФМШ",5
"призёр",2018,3,"Русский язык",2019,"Районная олимпиада","ГБОУ «Школа № 354 им. Д.М. Карбышева»",10
"победитель",2016,3,"Физика",2017,"Всероссийская олимпиада","ГБОУ школа № 1329",11
"призёр",2017,5,"Основы безопасности жизнедеятельности",2018,"Всероссийская олимпиада","ГБОУ школа № 1409",11
"призёр",2015,3,"Право",2016,"Районная олимпиада","ГБОУ школа № 1384 имени А.А. Леманского",10
"победитель",2019,4,"Иностранный язык (китайский язык)",2020,"Районная олимпиада","ГБОУ школа № 192",11
"призёр",2017,5,"Математика",2018,"Московская олимпиада","ГБОУ лицей «Вторая школа»",9
"призёр",2015,3,"Право",2016,"Районная олимпиада","ГБОУ гимназия № 1584",11
"призёр",2016,5,"Математика",2017,"Московская олимпиада","ГАОУ ВПО МИОО. СОШ № 179",7
"призёр",2018,4,"Физика",2019,"Всероссийская олимпиада","ГБОУ школа № 1212",11
"призёр",2018,3,"Технология",2019,"Московская олимпиада","ГБОУ школа № 1000",6
"призёр",2014,3,"География",2015,"Всероссийская олимпиада","НОЧУ «ШКОЛА «МУМИ-ТРОЛЛЬ»",10
"призёр",2017,5,"География",2018,"Всероссийская олимпиада","ГБОУ школа № 49",9
"победитель",2019,3,"Экономика",2020,"Всероссийская олимпиада","ГБОУ школа № 57",10
"призёр",2019,4,"Биология",2020,"Всероссийская олимпиада","ГБОУ «Школа № 842»",10
"призёр",2013,5,"Иностранный язык (английский язык)",2014,"Всероссийская олимпиада","МАОУ «Лицей города Троицка»",10
"победитель",2017,5,"Русский язык",2018,"Всероссийская олимпиада","ГБОУ школа № 1566",11
"призёр",2019,3,"Русский язык",2020,"Всероссийская олимпиада","ГБОУ школа № 1553 имени В.И. Вернадского",9
"призёр",2019,3,"Основы безопасности жизнедеятельности",2020,"Всероссийская олимпиада","ГБОУ школа № 14",9
"призёр",2017,5,"Изобразительное искусство",2018,"Московская олимпиада","ГБОУ школа № 1538",5
"призёр",2018,3,"Изобразительное искусство",2019,"Московская олимпиада","ГБОУ школа № 998",6
"призёр",2014,4,"Математика",2015,"Районная олимпиада","ГБОУ школа № 49",9
"призёр",2016,3,"Русский язык",2017,"Всероссийская олимпиада","ФГБОУ ВО МГЛУ",11
"победитель",2017,3,"Технология",2018,"Московская олимпиада","ГБОУ школа № 185",5
"призёр",2014,5,"Иностранный язык (немецкий язык)",2015,"Всероссийская олимпиада","ГБОУ школа № 1284",10
"призёр",2016,3,"Литература",2017,"Районная олимпиада","ГБОУ «Школа на Яузе»",11
"призёр",2017,3,"Изобразительное искусство",2018,"Московская олимпиада","НИУ ВШЭ. лицей",10
"призёр",2016,3,"Физика",2017,"Районная олимпиада","ГБОУ школа «Интеллектуал»",10
"призёр",2017,3,"Русский язык",2018,"Районная олимпиада","ГБОУ школа № 2097",10
"призёр",2013,3,"История",2014,"Всероссийская олимпиада","ГБОУ СОШ № 1447",10
"победитель",2015,4,"Изобразительное искусство",2016,"Московская олимпиада","ГБОУ школа № 1492",8
"призёр",2019,3,"Литература",2020,"Всероссийская олимпиада","ГБОУ школа № 1179",9
"призёр",2015,4,"Биология",2016,"Всероссийская олимпиада","ГБОУ гимназия № 1563",11
"призёр",2012,5,"Иностранный язык (английский язык)",2013,"Всероссийская олимпиада","ГБОУ школа № 1944",10
"призёр",2012,4,"Мировая Художественная Культура (МХК)",2013,"Всероссийская олимпиада","ГБОУ СОШ № 460",9
"призёр",2015,3,"Физика",2016,"Всероссийская олимпиада","ГБОУ лицей «Вторая школа»",11
"призёр",2018,4,"Иностранный язык (немецкий язык)",2019,"Всероссийская олимпиада","ФГБОУ ВО МГЛУ",11
"призёр",2013,5,"предпринимательство",2014,"Московская олимпиада","ГБОУ СОШ № 240",5
"призёр",2016,5,"Физика",2017,"Всероссийская олимпиада","ГАОУ ВО МИОО. СОШ № 179",10
"призёр",2016,4,"Биология",2017,"Московская олимпиада","ГБОУ лицей № 1571",5
"призёр",2016,4,"Экономика",2017,"Московская олимпиада","ЧОУ «СОШ «НАШИ ПЕНАТЫ»",11
"призёр",2019,3,"Литература",2020,"Всероссийская олимпиада","ГБОУ школа имени Маяковского",9
"призёр",2012,5,"Обществознание",2013,"Всероссийская олимпиада","ГБОУ гимназия № 1272",9
"призёр",2013,4,"Иностранный язык (немецкий язык)",2014,"Всероссийская олимпиада","ГБОУ гимназия № 1582",11
"призёр",2014,3,"филология",2015,"Московская олимпиада","ГБОУ гимназия № 1306",6
"призёр",2018,5,"Мировая Художественная Культура (МХК)",2019,"Всероссийская олимпиада","университетская гимназия",11
"призёр",2016,5,"История",2017,"Московская олимпиада","ГБОУ гимназия № 1512",6
"призёр",2019,5,"Право",2020,"Всероссийская олимпиада","лицей НИУ ВШЭ",10
"призёр",2016,4,"Иностранный язык (китайский язык)",2017,"Всероссийская олимпиада","ГАОУ ЦО № 548",11
"призёр",2018,5,"Математика",2019,"Московская олимпиада","ГБОУ «Лицей «Вторая школа»",9
"призёр",2014,4,"Технология",2015,"Московская олимпиада","ГБОУ школа № 185",9
"призёр",2016,3,"Литература",2017,"Всероссийская олимпиада","ГБОУ ГСГ",10
"победитель",2013,5,"Экономика",2014,"Московская олимпиада","НОУ гимназия «Московская экономическая школа»",8
"призёр",2017,4,"География",2018,"Московская олимпиада","ГБОУ школа № 1547",7
"призёр",2014,5,"филология",2015,"Московская олимпиада","ГБОУ гимназия № 1522",5
"призёр",2016,5,"Информатика",2017,"Всероссийская олимпиада","ГБОУ школа № 57",10
"призёр",2019,5,"Математика",2020,"Всероссийская олимпиада","ГБОУ школа № 444",10
"призёр",2019,4,"Химия",2020,"Районная олимпиада","ГБОУ школа № 1568",9
"призёр",2015,4,"филология",2016,"Московская олимпиада","ГБОУ школа № 2089",5
"призёр",2015,3,"История",2016,"Всероссийская олимпиада","ГБОУ СОШ № 654 имени А.Д. Фридмана",11
"призёр",2019,5,"История",2020,"Всероссийская олимпиада","ОАНО «Школа «ЛЕТОВО»",10
"победитель",2019,4,"Обществознание",2020,"Всероссийская олимпиада","ГБОУ школа № 1270",11
"призёр",2015,4,"Математика",2016,"Московская олимпиада","ГБОУ Физматшкола № 2007",6
"призёр",2016,5,"Математика",2017,"Московская олимпиада","ГБОУ школа № 1329",6
"победитель",2017,4,"Право",2018,"Всероссийская олимпиада","ГБОУ Шуваловская школа № 1448",9
"призёр",2016,4,"Русский язык",2017,"Всероссийская олимпиада","ГБОУ школа № 1474",10
"призёр",2017,5,"География",2018,"Московская олимпиада","ГБОУ школа № 218",8
"призёр",2013,5,"Физика",2014,"Московская олимпиада","ГБОУ лицей № 1568",11
"призёр",2016,4,"Литература",2017,"Всероссийская олимпиада","ГБОУ Московская гимназия на Юго-Западе № 1543",11
"призёр",2019,5,"Биология",2020,"Всероссийская олимпиада","ГБОУ школа № 57",9
"призёр",2017,4,"Иностранный язык (английский язык)",2018,"Всероссийская олимпиада","ГБОУ школа № 1514",11
"призёр",2015,5,"Физика",2016,"Московская олимпиада","ГБОУ гимназия № 1534",7
"победитель",2016,3,"География",2017,"Московская олимпиада","ГБОУ школа № 1210",7
"призёр",2016,3,"История",2017,"Всероссийская олимпиада","ГБОУ школа № 1293",10
"призёр",2013,3,"Информатика",2014,"Всероссийская олимпиада","ГБОУ Физматшкола 2007",11
"призёр",2018,4,"Экономика",2019,"Всероссийская олимпиада","ГБОУ школа № 1535",9
"призёр",2015,4,"Обществознание",2016,"Всероссийская олимпиада","ГБОУ СОШ № 654 имени А.Д. Фридмана",11
"призёр",2019,4,"Обществознание",2020,"Районная олимпиада","ГБОУ школа № 1400",11
"призёр",2012,3,"Математика",2013,"Московская олимпиада","ГБОУ Физматшкола 2007",7
"призёр",2017,4,"филология",2018,"Московская олимпиада","ГБОУ школа № 1252",5
"призёр",2018,4,"Русский язык",2019,"Всероссийская олимпиада","СУНЦ МГУ",10
"призёр",2016,3,"Математика",2017,"Московская олимпиада","ГБОУ школа № 444",8
"призёр",2013,4,"Литература",2014,"Районная олимпиада","ГБОУ СОШ № 2010",11
"победитель",2013,3,"Биология",2014,"Московская олимпиада","ГБОУ СОШ № 904",5
"призёр",2019,5,"Иностранный язык (английский язык)",2020,"Всероссийская олимпиада","ГБОУ школа № 1517",10
"призёр",2016,3,"Обществознание",2017,"Всероссийская олимпиада","ГБОУ «Центр спорта и образования «Самбо-70» Москомспорта",11
"призёр",2015,5,"Изобразительное искусство",2016,"Московская олимпиада","ГБОУ школа № 1955",9
"призёр",2013,5,"Право",2014,"Всероссийская олимпиада","ГБОУ гимназия № 625",10
"призёр",2017,5,"Физика",2018,"Всероссийская олимпиада","ГБОУ школа № 1329",10
"призёр",2015,5,"Мировая Художественная Культура (МХК)",2016,"Всероссийская олимпиада","ГБОУ ЛГК на Юго-Востоке",11
"призёр",2016,5,"Экология",2017,"Всероссийская олимпиада","ГБОУ лицей № 504",9
"призёр",2015,5,"Химия",2016,"Всероссийская олимпиада","ГБОУ лицей № 1535",10
"победитель",2017,4,"Технология",2018,"Московская олимпиада","ГБОУ школа № 1002",6
"призёр",2016,3,"Иностранный язык (французский язык)",2017,"Всероссийская олимпиада","ГБОУ школа № 57",9
"призёр",2018,3,"Математика",2019,"Всероссийская олимпиада","ОАНО «Школа «ЛЕТОВО»",9
"призёр",2015,5,"филология",2016,"Московская олимпиада","ГБОУ школа № 1374",10
"призёр",2013,3,"Обществознание",2014,"Всероссийская олимпиада","НИУ ВШЭ. лицей",10
"призёр",2012,5,"Иностранный язык (английский язык)",2013,"Всероссийская олимпиада","ГБОУ гимназия № 1530 «Школа Ломоносова»",11
"призёр",2016,5,"Мировая Художественная Культура (МХК)",2017,"Районная олимпиада","ГБОУ школа № 218",11
"призёр",2013,3,"Обществознание",2014,"Всероссийская олимпиада","ГБОУ СОШ № 1249",11
"призёр",2012,3,"Иностранный язык (английский язык)",2013,"Всероссийская олимпиада","ГБОУ лицей № 1303",10
"призёр",2012,3,"Экономика",2013,"Московская олимпиада","ГБОУ гимназия № 45",10
"призёр",2015,3,"История",2016,"Всероссийская олимпиада","ГБОУ школа № 1862",10
"призёр",2012,3,"Физика",2013,"Всероссийская олимпиада","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",10
"победитель",2017,3,"Экология",2018,"Районная олимпиада","ГБОУ школа № 171",11
"призёр",2016,4,"Биология",2017,"Всероссийская олимпиада","ГБОУ гимназия № 1529",11
"призёр",2018,3,"Русский язык",2019,"Всероссийская олимпиада","ГБОУ школа № 1563",9
"призёр",2012,3,"Иностранный язык (английский язык)",2013,"Всероссийская олимпиада","ГБОУ гимназия № 1518",11
"призёр",2018,4,"Экономика",2019,"Московская олимпиада","ГБОУ школа № 1557",8
"победитель",2016,5,"Экономика",2017,"Всероссийская олимпиада","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",10
"победитель",2018,5,"астрономия",2019,"Всероссийская олимпиада","ГБОУ школа № 2007 ФМШ",9
"призёр",2015,4,"Иностранный язык (немецкий язык)",2016,"Всероссийская олимпиада","ГБОУ школа № 2098 имени Героя Советского Союза Л.М. Доватора",11
"призёр",2019,5,"Русский язык",2020,"Всероссийская олимпиада","ГБОУ Инженерно-техническая школа",11
"победитель",2017,5,"Искусство (МХК)",2018,"Всероссийская олимпиада","ФГКОУ «МКК ПВ МО РФ»",9
"призёр",2015,5,"География",2016,"Всероссийская олимпиада","ГБОУ ЦО № 1858",10
"призёр",2017,5,"Обществознание",2018,"Всероссийская олимпиада","ГБОУ школа № 2098 имени Героя Советского Союза Л.М. Доватора",10
"призёр",2019,4,"Химия",2020,"Всероссийская олимпиада","ГБОУ школа № 853",9
"победитель",2013,5,"Биология",2014,"Районная олимпиада","ГАОУ ВО МИОО. СОШ № 179",11
"призёр",2015,4,"Основы безопасности жизнедеятельности",2016,"Всероссийская олимпиада","ГБОУ школа № 2026",10
"призёр",2019,5,"Иностранный язык (английский язык)",2020,"Всероссийская олимпиада","ГБОУ школа № 1296",6
"призёр",2018,5,"Экология",2019,"Всероссийская олимпиада","ГБОУ школа № 1995",11
"призёр",2014,3,"Химия",2015,"Московская олимпиада","НОУ школа «Ника»",8
"победитель",2012,5,"Технология",2013,"Московская олимпиада","ГБОУ СОШ № 119",7
"призёр",2016,5,"Химия",2017,"Районная олимпиада","ГБОУ гимназия № 1505",11
"призёр",2013,3,"Иностранный язык (немецкий язык)",2014,"Всероссийская олимпиада","ГБОУ гимназия № 1527",9
"призёр",2018,4,"Обществознание",2019,"Всероссийская олимпиада","ГБОУ школа № 138",11
"призёр",2014,3,"Русский язык",2015,"Районная олимпиада","ГБОУ СОШ № 1874",9
"призёр",2014,3,"Химия",2015,"Районная олимпиада","ГБОУ школа № 192",11
"призёр",2018,4,"Физическая культура",2019,"Всероссийская олимпиада","ГБОУ школа № 1980",8
"призёр",2019,4,"Право",2020,"Всероссийская олимпиада","ГБОУ школа № 1998",10
"призёр",2018,3,"Русский язык",2019,"Всероссийская олимпиада","ГБОУ школа № 1252",10
"победитель",2018,4,"География",2019,"Всероссийская олимпиада","ГБОУ школа № 1547",11
"призёр",2015,5,"Иностранный язык (китайский язык)",2016,"Всероссийская олимпиада","ГАОУ ЦО № 548",10
"призёр",2015,3,"География",2016,"Московская олимпиада","ГБОУ школа № 1354",6
"призёр",2015,3,"Иностранный язык (английский язык)",2016,"Всероссийская олимпиада","НИУ ВШЭ. лицей",11
"призёр",2013,4,"Изобразительное искусство",2014,"Московская олимпиада","ГБОУ СОШ № 1058",5
"призёр",2015,3,"Математика",2016,"Московская олимпиада","ГБОУ школа № 853",8
"победитель",2017,5,"Технология",2018,"Всероссийская олимпиада","ГБОУ школа № 185",11
"призёр",2014,4,"Математика",2015,"Всероссийская олимпиада","ГАОУ ВО МИОО. СОШ № 179",11
"призёр",2012,4,"Обществознание",2013,"Всероссийская олимпиада","МАОУ «Гимназия г. Троицка»",9
"призёр",2015,5,"Литература",2016,"Всероссийская олимпиада","ГБОУ школа № 345",11
"призёр",2014,4,"Русский язык",2015,"Районная олимпиада","ГБОУ СОШ № 1950",10
"призёр",2014,5,"История",2015,"Районная олимпиада","ГБОУ школа № 1200",11
"победитель",2016,4,"Иностранный язык (английский язык)",2017,"Всероссийская олимпиада","ГБОУ гимназия № 1514",11
"призёр",2015,3,"География",2016,"Всероссийская олимпиада","ГБОУ ЦО № 57",11
"призёр",2017,5,"Биология",2018,"Всероссийская олимпиада","ГБОУ школа № 179",9
"призёр",2016,4,"Физика",2017,"Всероссийская олимпиада","ГБОУ гимназия № 1517",10
"призёр",2016,3,"Физика",2017,"Всероссийская олимпиада","ГБОУ лицей № 1547",11
"призёр",2019,3,"Иностранный язык (английский язык)",2020,"Всероссийская олимпиада","АНО НОО «Наши традиции»",11
"призёр",2017,3,"Химия",2018,"Всероссийская олимпиада","ГБОУ школа имени Маршала В.И. Чуйкова",10
"призёр",2019,3,"Математика",2020,"Всероссийская олимпиада","университетская гимназия",10
"призёр",2014,4,"Литература",2015,"Всероссийская олимпиада","ГБОУ гимназия № 1532",10
