"age","housing","personal_status","credit_amount","credit_history","duration","purpose","type","existing_credits"
33,"без жилья","мужчина (одинокий)",3348,"есть непогашенные кредиты",34,"подержанная машина","надежный",1
31,"домовладелец","мужчина (одинокий)",1977,"есть непогашенные кредиты",27,"бытовая техника","надежный",1
42,"домовладелец","женщина",989,"есть просрочки платежей",5,"новая машина","надежный",2
26,"арендатор","женщина",1403,"есть просрочки платежей",13,"мебель","надежный",2
61,"домовладелец","мужчина (одинокий)",335,"есть просрочки платежей",4,"бытовая техника","надежный",2
25,"домовладелец","мужчина (одинокий)",4927,"все кредиты погашены",38,"мебель","ненадежный",1
22,"домовладелец","мужчина (женатый или вдовец)",1284,"есть непогашенные кредиты",9,"бизнес","надежный",1
53,"домовладелец","мужчина (одинокий)",2927,"есть непогашенные кредиты",32,"подержанная машина","надежный",1
33,"арендатор","женщина",5275,"есть просрочки платежей",16,"подержанная машина","надежный",2
26,"арендатор","женщина",1483,"есть непогашенные кредиты",17,"новая машина","ненадежный",1
22,"арендатор","мужчина (одинокий)",2972,"есть непогашенные кредиты",32,"бытовая техника","надежный",1
31,"без жилья","мужчина (одинокий)",2783,"есть просрочки платежей",13,"мебель","надежный",1
26,"домовладелец","мужчина (одинокий)",8226,"есть просрочки платежей",19,"бытовая техника","надежный",2
33,"домовладелец","мужчина (одинокий)",1765,"все кредиты погашены",15,"новая машина","ненадежный",1
25,"домовладелец","мужчина (одинокий)",4317,"есть непогашенные кредиты",38,"мебель","ненадежный",1
75,"домовладелец","женщина",1992,"есть непогашенные кредиты",12,"бытовая техника","надежный",1
29,"домовладелец","мужчина (одинокий)",4895,"есть непогашенные кредиты",27,"бытовая техника","надежный",1
22,"домовладелец","женщина",1688,"есть непогашенные кредиты",19,"бытовая техника","надежный",1
18,"арендатор","женщина",1005,"есть непогашенные кредиты",7,"мебель","надежный",1
23,"арендатор","женщина",2757,"есть непогашенные кредиты",31,"мебель","ненадежный",1
22,"домовладелец","женщина",1553,"есть непогашенные кредиты",8,"бизнес","надежный",2
40,"домовладелец","мужчина (разведенный)",16344,"есть непогашенные кредиты",31,"ремонт жилья","ненадежный",1
77,"домовладелец","мужчина (одинокий)",1123,"есть непогашенные кредиты",14,"бытовая техника","ненадежный",1
27,"домовладелец","мужчина (одинокий)",6479,"есть непогашенные кредиты",20,"новая машина","надежный",2
23,"домовладелец","мужчина (одинокий)",4599,"есть просрочки платежей",22,"бизнес","надежный",2
53,"домовладелец","мужчина (одинокий)",986,"есть просрочки платежей",7,"новая машина","надежный",2
64,"домовладелец","мужчина (одинокий)",13473,"есть непогашенные кредиты",4,"новая машина","ненадежный",1
37,"без жилья","мужчина (одинокий)",7644,"есть непогашенные кредиты",32,"образование","надежный",1
24,"домовладелец","мужчина (одинокий)",983,"есть просрочки платежей",12,"бытовая техника","надежный",2
48,"домовладелец","женщина",7131,"есть просрочки платежей",47,"бизнес","надежный",2
51,"домовладелец","женщина",4107,"есть просрочки платежей",23,"новая машина","надежный",1
27,"арендатор","женщина",1811,"есть непогашенные кредиты",24,"новая машина","надежный",1
57,"домовладелец","женщина",1908,"есть непогашенные кредиты",15,"новая машина","надежный",1
72,"без жилья","мужчина (одинокий)",8028,"есть просрочки платежей",27,"подержанная машина","надежный",2
39,"домовладелец","женщина",1277,"есть непогашенные кредиты",19,"новая машина","ненадежный",1
29,"домовладелец","мужчина (одинокий)",3140,"не было кредитов",14,"мебель","надежный",2
28,"домовладелец","мужчина (одинокий)",2604,"есть непогашенные кредиты",20,"бизнес","надежный",1
28,"домовладелец","мужчина (одинокий)",5655,"есть непогашенные кредиты",11,"подержанная машина","надежный",1
42,"домовладелец","мужчина (разведенный)",9756,"есть непогашенные кредиты",16,"новая машина","ненадежный",1
30,"домовладелец","мужчина (одинокий)",953,"есть просрочки платежей",12,"бытовая техника","надежный",3
22,"домовладелец","мужчина (одинокий)",13374,"есть просрочки платежей",47,"подержанная машина","ненадежный",2
28,"арендатор","женщина",4786,"есть непогашенные кредиты",32,"подержанная машина","надежный",1
38,"домовладелец","мужчина (женатый или вдовец)",2190,"есть просрочки платежей",26,"бытовая техника","надежный",2
29,"арендатор","женщина",10985,"все кредиты погашены",69,"бизнес","ненадежный",1
48,"без жилья","мужчина (одинокий)",8561,"не было кредитов",49,"мебель","ненадежный",2
29,"домовладелец","мужчина (одинокий)",1623,"не было кредитов",7,"бытовая техника","ненадежный",2
37,"арендатор","мужчина (одинокий)",5472,"есть просрочки платежей",5,"новая машина","надежный",3
18,"домовладелец","женщина",2707,"есть непогашенные кредиты",22,"бытовая техника","надежный",1
52,"без жилья","мужчина (одинокий)",1786,"есть непогашенные кредиты",14,"мебель","надежный",2
59,"без жилья","мужчина (одинокий)",10091,"все кредиты погашены",29,"подержанная машина","надежный",1
56,"домовладелец","мужчина (одинокий)",777,"есть просрочки платежей",13,"образование","надежный",2
18,"арендатор","женщина",2238,"есть непогашенные кредиты",11,"мебель","ненадежный",2
25,"домовладелец","мужчина (одинокий)",1524,"не было кредитов",11,"другое","надежный",1
39,"домовладелец","мужчина (одинокий)",8615,"есть непогашенные кредиты",21,"подержанная машина","надежный",1
30,"домовладелец","женщина",663,"есть просрочки платежей",17,"бытовая техника","ненадежный",1
51,"домовладелец","мужчина (одинокий)",1352,"есть непогашенные кредиты",8,"мебель","надежный",1
22,"домовладелец","женщина",2854,"есть непогашенные кредиты",25,"новая машина","ненадежный",1
31,"домовладелец","мужчина (одинокий)",602,"есть непогашенные кредиты",11,"ремонт жилья","ненадежный",1
30,"домовладелец","женщина",6964,"есть непогашенные кредиты",32,"бытовая техника","ненадежный",1
47,"домовладелец","мужчина (одинокий)",2392,"есть просрочки платежей",36,"бытовая техника","надежный",2
44,"без жилья","женщина",2960,"есть непогашенные кредиты",16,"новая машина","надежный",1
33,"арендатор","женщина",2660,"есть непогашенные кредиты",15,"мебель","надежный",1
28,"домовладелец","женщина",1412,"есть непогашенные кредиты",7,"мебель","ненадежный",1
42,"без жилья","мужчина (женатый или вдовец)",6335,"есть просрочки платежей",36,"бытовая техника","надежный",3
36,"арендатор","мужчина (одинокий)",1812,"есть непогашенные кредиты",12,"образование","надежный",1
31,"арендатор","мужчина (одинокий)",2205,"есть непогашенные кредиты",8,"бытовая техника","надежный",2
29,"арендатор","женщина",3296,"есть непогашенные кредиты",33,"мебель","надежный",1
40,"домовладелец","женщина",1122,"есть просрочки платежей",17,"бытовая техника","надежный",2
29,"арендатор","мужчина (одинокий)",6739,"есть непогашенные кредиты",25,"подержанная машина","надежный",1
28,"домовладелец","мужчина (одинокий)",4664,"есть просрочки платежей",30,"подержанная машина","надежный",2
68,"домовладелец","женщина",4736,"есть непогашенные кредиты",24,"ремонт жилья","надежный",1
34,"арендатор","мужчина (женатый или вдовец)",2069,"есть просрочки платежей",9,"бытовая техника","надежный",2
21,"домовладелец","женщина",1684,"есть непогашенные кредиты",27,"бытовая техника","надежный",1
29,"арендатор","женщина",2625,"есть непогашенные кредиты",22,"мебель","ненадежный",1
33,"без жилья","мужчина (одинокий)",4455,"есть непогашенные кредиты",33,"мебель","надежный",1
40,"домовладелец","мужчина (одинокий)",1974,"все кредиты погашены",16,"другое","ненадежный",1
33,"домовладелец","мужчина (одинокий)",2169,"есть просрочки платежей",7,"бытовая техника","надежный",2
51,"домовладелец","мужчина (одинокий)",3712,"есть просрочки платежей",50,"бытовая техника","надежный",1
22,"арендатор","женщина",6999,"есть просрочки платежей",54,"мебель","ненадежный",2
69,"домовладелец","мужчина (одинокий)",2960,"есть просрочки платежей",17,"мебель","ненадежный",2
40,"арендатор","мужчина (одинокий)",2834,"есть просрочки платежей",21,"новая машина","ненадежный",1
31,"домовладелец","мужчина (одинокий)",6839,"все кредиты погашены",15,"новая машина","ненадежный",1
18,"арендатор","женщина",1783,"есть просрочки платежей",14,"мебель","надежный",2
25,"арендатор","женщина",3605,"есть непогашенные кредиты",16,"бытовая техника","надежный",1
26,"арендатор","женщина",6492,"есть непогашенные кредиты",24,"подержанная машина","надежный",1
27,"домовладелец","женщина",3962,"есть просрочки платежей",14,"бытовая техника","надежный",1
38,"домовладелец","мужчина (одинокий)",3070,"есть просрочки платежей",41,"бытовая техника","надежный",2
64,"домовладелец","мужчина (одинокий)",851,"есть просрочки платежей",15,"бытовая техника","надежный",4
22,"арендатор","женщина",4391,"есть непогашенные кредиты",41,"мебель","ненадежный",1
19,"арендатор","женщина",3102,"все кредиты погашены",35,"подержанная машина","надежный",1
29,"домовладелец","мужчина (одинокий)",1809,"есть непогашенные кредиты",17,"подержанная машина","надежный",1
38,"домовладелец","мужчина (одинокий)",2969,"есть просрочки платежей",30,"бытовая техника","надежный",1
37,"арендатор","мужчина (разведенный)",2646,"есть просрочки платежей",14,"образование","ненадежный",1
35,"домовладелец","мужчина (одинокий)",1474,"есть непогашенные кредиты",20,"бытовая техника","надежный",1
40,"без жилья","мужчина (одинокий)",5487,"есть просрочки платежей",54,"подержанная машина","ненадежный",2
50,"домовладелец","женщина",1948,"есть непогашенные кредиты",39,"бытовая техника","надежный",1
32,"арендатор","мужчина (одинокий)",3841,"все кредиты погашены",18,"бизнес","ненадежный",1
18,"арендатор","женщина",1635,"есть непогашенные кредиты",14,"мебель","ненадежный",1
26,"домовладелец","мужчина (женатый или вдовец)",1895,"есть непогашенные кредиты",25,"бытовая техника","надежный",1
37,"без жилья","мужчина (одинокий)",8423,"есть непогашенные кредиты",46,"подержанная машина","ненадежный",1
19,"домовладелец","мужчина (женатый или вдовец)",6841,"есть непогашенные кредиты",16,"бизнес","надежный",1
51,"домовладелец","мужчина (женатый или вдовец)",273,"все кредиты погашены",17,"другое","надежный",1
29,"арендатор","мужчина (женатый или вдовец)",2545,"есть просрочки платежей",19,"новая машина","ненадежный",2
31,"домовладелец","мужчина (одинокий)",5619,"есть непогашенные кредиты",12,"мебель","надежный",1
24,"домовладелец","женщина",3327,"есть просрочки платежей",19,"бытовая техника","надежный",2
40,"домовладелец","женщина",1317,"есть просрочки платежей",12,"образование","ненадежный",2
22,"домовладелец","мужчина (одинокий)",2235,"есть просрочки платежей",16,"бытовая техника","надежный",2
45,"без жилья","женщина",3608,"есть непогашенные кредиты",15,"мебель","надежный",1
42,"домовладелец","мужчина (одинокий)",4540,"не было кредитов",37,"бизнес","ненадежный",3
28,"домовладелец","женщина",3060,"есть непогашенные кредиты",44,"новая машина","ненадежный",1
24,"домовладелец","мужчина (женатый или вдовец)",501,"есть непогашенные кредиты",9,"ремонт жилья","надежный",1
47,"домовладелец","мужчина (одинокий)",1719,"есть просрочки платежей",11,"подержанная машина","надежный",1
33,"домовладелец","мужчина (одинокий)",1753,"есть просрочки платежей",9,"новая машина","надежный",1
32,"домовладелец","мужчина (одинокий)",902,"есть непогашенные кредиты",23,"бытовая техника","ненадежный",1
45,"домовладелец","мужчина (одинокий)",6103,"есть непогашенные кредиты",16,"ремонт жилья","надежный",4
27,"арендатор","женщина",3801,"есть просрочки платежей",23,"бытовая техника","надежный",1
36,"домовладелец","женщина",1170,"есть просрочки платежей",17,"новая машина","надежный",2
56,"арендатор","мужчина (одинокий)",3273,"есть просрочки платежей",15,"новая машина","надежный",2
41,"без жилья","мужчина (одинокий)",9507,"есть непогашенные кредиты",14,"подержанная машина","ненадежный",1
49,"домовладелец","женщина",1588,"есть непогашенные кредиты",29,"другое","надежный",1
68,"домовладелец","мужчина (одинокий)",1410,"есть непогашенные кредиты",13,"бытовая техника","надежный",1
34,"арендатор","мужчина (одинокий)",1772,"есть непогашенные кредиты",17,"новая машина","надежный",1
43,"домовладелец","мужчина (одинокий)",1994,"есть непогашенные кредиты",8,"бытовая техника","надежный",1
29,"домовладелец","женщина",1714,"есть просрочки платежей",12,"образование","надежный",1
31,"домовладелец","мужчина (одинокий)",2413,"есть непогашенные кредиты",19,"бытовая техника","надежный",1
34,"домовладелец","мужчина (одинокий)",3460,"все кредиты погашены",41,"мебель","ненадежный",1
23,"домовладелец","женщина",1468,"есть непогашенные кредиты",13,"мебель","надежный",1
47,"домовладелец","мужчина (одинокий)",5752,"есть непогашенные кредиты",17,"образование","ненадежный",1
52,"домовладелец","мужчина (одинокий)",3410,"есть просрочки платежей",43,"бытовая техника","надежный",1
48,"домовладелец","женщина",1611,"есть непогашенные кредиты",29,"бытовая техника","надежный",1
21,"домовладелец","женщина",1561,"есть непогашенные кредиты",7,"бытовая техника","надежный",1
55,"без жилья","мужчина (одинокий)",6533,"есть непогашенные кредиты",8,"мебель","ненадежный",1
54,"домовладелец","женщина",993,"есть непогашенные кредиты",3,"бытовая техника","надежный",1
84,"домовладелец","женщина",1521,"есть непогашенные кредиты",8,"новая машина","надежный",1
30,"домовладелец","мужчина (женатый или вдовец)",1769,"есть непогашенные кредиты",21,"бизнес","надежный",1
39,"домовладелец","мужчина (одинокий)",643,"есть непогашенные кредиты",10,"образование","ненадежный",1
21,"домовладелец","мужчина (одинокий)",7946,"есть непогашенные кредиты",31,"бытовая техника","надежный",1
27,"арендатор","мужчина (женатый или вдовец)",1606,"есть непогашенные кредиты",17,"бытовая техника","надежный",1
40,"домовладелец","мужчина (одинокий)",7340,"есть просрочки платежей",31,"новая машина","надежный",2
28,"домовладелец","мужчина (одинокий)",5365,"есть непогашенные кредиты",29,"бытовая техника","надежный",1
58,"домовладелец","мужчина (одинокий)",3857,"есть непогашенные кредиты",21,"мебель","надежный",1
36,"домовладелец","мужчина (одинокий)",3530,"есть непогашенные кредиты",13,"новая машина","надежный",1
57,"домовладелец","мужчина (одинокий)",1635,"есть непогашенные кредиты",8,"подержанная машина","надежный",1
30,"домовладелец","мужчина (одинокий)",5013,"есть непогашенные кредиты",32,"подержанная машина","надежный",1
40,"домовладелец","женщина",4438,"есть непогашенные кредиты",23,"бытовая техника","надежный",1
42,"домовладелец","женщина",1605,"есть просрочки платежей",8,"новая машина","надежный",2
55,"домовладелец","мужчина (женатый или вдовец)",1255,"есть просрочки платежей",10,"бытовая техника","надежный",2
37,"домовладелец","мужчина (одинокий)",2461,"есть непогашенные кредиты",11,"бытовая техника","надежный",1
31,"домовладелец","мужчина (одинокий)",1276,"есть непогашенные кредиты",6,"новая машина","надежный",1
36,"домовладелец","женщина",2586,"есть непогашенные кредиты",6,"бытовая техника","надежный",1
19,"домовладелец","женщина",967,"есть непогашенные кредиты",12,"бизнес","надежный",1
27,"домовладелец","мужчина (одинокий)",1138,"есть непогашенные кредиты",15,"мебель","надежный",1
34,"домовладелец","женщина",1465,"есть просрочки платежей",18,"новая машина","надежный",2
23,"домовладелец","мужчина (одинокий)",922,"есть непогашенные кредиты",6,"бытовая техника","надежный",2
74,"домовладелец","мужчина (одинокий)",1502,"есть просрочки платежей",9,"бытовая техника","надежный",2
39,"домовладелец","мужчина (одинокий)",3505,"есть непогашенные кредиты",8,"новая машина","надежный",1
33,"домовладелец","женщина",6355,"не было кредитов",15,"новая машина","ненадежный",2
28,"домовладелец","мужчина (женатый или вдовец)",6264,"есть просрочки платежей",18,"новая машина","ненадежный",2
23,"арендатор","женщина",3100,"есть просрочки платежей",18,"мебель","ненадежный",2
33,"домовладелец","мужчина (одинокий)",1487,"есть просрочки платежей",16,"новая машина","ненадежный",2
68,"домовладелец","мужчина (одинокий)",2189,"есть непогашенные кредиты",23,"бытовая техника","надежный",1
29,"арендатор","женщина",1111,"есть непогашенные кредиты",19,"мебель","ненадежный",4
22,"арендатор","мужчина (одинокий)",1616,"есть непогашенные кредиты",17,"мебель","надежный",1
38,"домовладелец","мужчина (женатый или вдовец)",1688,"есть просрочки платежей",17,"бытовая техника","ненадежный",1
33,"домовладелец","мужчина (разведенный)",1759,"есть непогашенные кредиты",15,"бизнес","надежный",1
21,"арендатор","мужчина (женатый или вдовец)",3505,"есть непогашенные кредиты",29,"бытовая техника","ненадежный",1
30,"домовладелец","женщина",3501,"есть просрочки платежей",23,"мебель","надежный",1
32,"домовладелец","мужчина (одинокий)",1251,"есть непогашенные кредиты",9,"другое","надежный",1
23,"домовладелец","мужчина (одинокий)",12753,"есть непогашенные кредиты",54,"бизнес","ненадежный",1
31,"домовладелец","мужчина (одинокий)",1305,"есть непогашенные кредиты",12,"новая машина","надежный",1
52,"домовладелец","мужчина (одинокий)",3978,"есть непогашенные кредиты",19,"новая машина","надежный",1
51,"домовладелец","женщина",1326,"есть просрочки платежей",9,"образование","надежный",1
36,"домовладелец","мужчина (одинокий)",4414,"есть непогашенные кредиты",73,"бытовая техника","надежный",2
31,"без жилья","мужчина (одинокий)",1029,"есть просрочки платежей",10,"образование","ненадежный",2
24,"арендатор","мужчина (одинокий)",2247,"есть непогашенные кредиты",10,"бизнес","надежный",1
21,"домовладелец","женщина",2779,"есть просрочки платежей",22,"мебель","надежный",2
38,"домовладелец","мужчина (одинокий)",1476,"есть непогашенные кредиты",13,"бытовая техника","надежный",1
41,"домовладелец","мужчина (разведенный)",1892,"есть непогашенные кредиты",8,"мебель","надежный",1
37,"домовладелец","мужчина (одинокий)",2154,"все кредиты погашены",20,"мебель","ненадежный",1
42,"домовладелец","мужчина (одинокий)",1112,"есть непогашенные кредиты",38,"бытовая техника","надежный",1
34,"домовладелец","мужчина (одинокий)",3397,"есть непогашенные кредиты",25,"бытовая техника","ненадежный",2
41,"домовладелец","мужчина (одинокий)",8001,"есть просрочки платежей",35,"мебель","ненадежный",1
52,"домовладелец","женщина",1051,"есть непогашенные кредиты",9,"бытовая техника","надежный",1
30,"домовладелец","мужчина (одинокий)",2091,"есть непогашенные кредиты",15,"бытовая техника","надежный",1
19,"арендатор","мужчина (одинокий)",3710,"есть непогашенные кредиты",55,"бытовая техника","ненадежный",1
39,"домовладелец","мужчина (одинокий)",4440,"не было кредитов",26,"бизнес","ненадежный",2
23,"домовладелец","мужчина (одинокий)",1843,"есть непогашенные кредиты",6,"бытовая техника","ненадежный",1
37,"домовладелец","мужчина (одинокий)",2359,"есть просрочки платежей",16,"подержанная машина","надежный",1
33,"без жилья","мужчина (одинокий)",3250,"все кредиты погашены",32,"мебель","ненадежный",1
23,"домовладелец","мужчина (одинокий)",2989,"все кредиты погашены",21,"мебель","надежный",1
44,"домовладелец","мужчина (разведенный)",5139,"есть непогашенные кредиты",34,"мебель","ненадежный",1
20,"арендатор","женщина",3162,"есть непогашенные кредиты",22,"новая машина","ненадежный",1
38,"домовладелец","женщина",3498,"есть непогашенные кредиты",25,"бытовая техника","надежный",1
48,"домовладелец","мужчина (одинокий)",872,"есть просрочки платежей",15,"бытовая техника","надежный",3
35,"домовладелец","мужчина (одинокий)",1001,"есть непогашенные кредиты",7,"новая машина","надежный",1
29,"домовладелец","мужчина (одинокий)",907,"есть непогашенные кредиты",8,"бытовая техника","надежный",2
37,"арендатор","мужчина (одинокий)",6759,"есть непогашенные кредиты",68,"бизнес","ненадежный",1
30,"домовладелец","мужчина (разведенный)",4427,"есть просрочки платежей",17,"новая машина","надежный",1
36,"домовладелец","женщина",3583,"не было кредитов",20,"мебель","надежный",2
28,"без жилья","женщина",5333,"есть просрочки платежей",20,"образование","надежный",2
34,"домовладелец","мужчина (одинокий)",2986,"есть просрочки платежей",12,"новая машина","надежный",2
29,"домовладелец","мужчина (одинокий)",951,"есть просрочки платежей",10,"бытовая техника","надежный",2
61,"домовладелец","мужчина (разведенный)",8991,"есть непогашенные кредиты",29,"подержанная машина","надежный",1
39,"арендатор","мужчина (одинокий)",1216,"не было кредитов",4,"новая машина","надежный",1
34,"домовладелец","мужчина (одинокий)",4378,"есть непогашенные кредиты",18,"подержанная машина","надежный",1
29,"арендатор","женщина",1266,"все кредиты погашены",39,"новая машина","ненадежный",2
37,"домовладелец","мужчина (одинокий)",1962,"есть просрочки платежей",19,"подержанная машина","надежный",2
32,"домовладелец","мужчина (одинокий)",957,"есть непогашенные кредиты",8,"бытовая техника","надежный",1
46,"домовладелец","мужчина (одинокий)",2207,"есть просрочки платежей",11,"мебель","надежный",3
24,"домовладелец","мужчина (одинокий)",5290,"есть непогашенные кредиты",35,"бытовая техника","надежный",1
28,"домовладелец","женщина",1486,"есть непогашенные кредиты",15,"новая машина","ненадежный",1
52,"без жилья","мужчина (одинокий)",20570,"есть непогашенные кредиты",37,"новая машина","ненадежный",1
37,"домовладелец","мужчина (одинокий)",4648,"есть непогашенные кредиты",29,"новая машина","надежный",1
34,"домовладелец","мужчина (разведенный)",2850,"есть непогашенные кредиты",31,"мебель","ненадежный",1
23,"домовладелец","мужчина (одинокий)",1616,"есть непогашенные кредиты",14,"мебель","надежный",1
33,"домовладелец","женщина",3088,"есть просрочки платежей",11,"новая машина","ненадежный",2
20,"домовладелец","мужчина (одинокий)",17387,"не было кредитов",72,"бизнес","ненадежный",1
72,"домовладелец","женщина",2013,"есть просрочки платежей",12,"образование","надежный",1
22,"домовладелец","женщина",9244,"есть непогашенные кредиты",38,"новая машина","надежный",1
28,"домовладелец","мужчина (одинокий)",1609,"есть просрочки платежей",34,"бизнес","надежный",2
19,"арендатор","женщина",1434,"есть непогашенные кредиты",10,"другое","надежный",1
42,"домовладелец","женщина",1647,"есть непогашенные кредиты",36,"бытовая техника","надежный",1
45,"домовладелец","мужчина (одинокий)",971,"есть просрочки платежей",12,"новая машина","надежный",1
24,"домовладелец","мужчина (женатый или вдовец)",3647,"есть просрочки платежей",37,"новая машина","надежный",2
28,"домовладелец","женщина",1115,"есть непогашенные кредиты",17,"образование","ненадежный",1
22,"арендатор","мужчина (одинокий)",3656,"есть непогашенные кредиты",5,"новая машина","надежный",1
31,"домовладелец","мужчина (одинокий)",2810,"есть непогашенные кредиты",25,"новая машина","надежный",2
37,"домовладелец","мужчина (одинокий)",1267,"есть непогашенные кредиты",21,"ремонт жилья","надежный",2
31,"домовладелец","женщина",1281,"есть непогашенные кредиты",11,"бытовая техника","надежный",1
30,"домовладелец","женщина",2452,"есть непогашенные кредиты",20,"бытовая техника","надежный",1
40,"без жилья","мужчина (одинокий)",787,"есть непогашенные кредиты",15,"образование","надежный",1
54,"домовладелец","мужчина (одинокий)",4966,"есть просрочки платежей",55,"ремонт жилья","надежный",2
44,"без жилья","мужчина (одинокий)",10517,"есть непогашенные кредиты",49,"новая машина","ненадежный",1
21,"арендатор","мужчина (женатый или вдовец)",2628,"есть непогашенные кредиты",7,"мебель","надежный",1
43,"арендатор","мужчина (разведенный)",3420,"есть просрочки платежей",4,"мебель","ненадежный",1
47,"домовладелец","мужчина (одинокий)",4731,"есть непогашенные кредиты",13,"мебель","ненадежный",1
29,"арендатор","женщина",2220,"есть просрочки платежей",7,"мебель","надежный",2
26,"домовладелец","мужчина (женатый или вдовец)",2156,"есть просрочки платежей",5,"новая машина","надежный",1
20,"домовладелец","женщина",3406,"есть непогашенные кредиты",13,"ремонт жилья","надежный",1
39,"домовладелец","мужчина (одинокий)",1803,"есть просрочки платежей",15,"образование","надежный",1
22,"домовладелец","мужчина (женатый или вдовец)",3414,"есть непогашенные кредиты",32,"мебель","ненадежный",1
24,"домовладелец","женщина",1494,"есть непогашенные кредиты",19,"новая машина","ненадежный",1
38,"домовладелец","мужчина (одинокий)",5031,"есть просрочки платежей",53,"подержанная машина","надежный",2
50,"домовладелец","женщина",811,"есть непогашенные кредиты",8,"образование","ненадежный",1
38,"домовладелец","мужчина (одинокий)",1593,"все кредиты погашены",4,"бытовая техника","надежный",1
40,"домовладелец","мужчина (одинокий)",1530,"есть просрочки платежей",5,"новая машина","надежный",3
40,"домовладелец","мужчина (одинокий)",3359,"есть просрочки платежей",72,"подержанная машина","надежный",2
44,"домовладелец","мужчина (одинокий)",1453,"есть просрочки платежей",30,"бытовая техника","ненадежный",2
34,"домовладелец","мужчина (одинокий)",2668,"есть просрочки платежей",10,"бизнес","ненадежный",2
26,"домовладелец","женщина",4274,"есть просрочки платежей",30,"мебель","ненадежный",1
46,"без жилья","женщина",17779,"есть непогашенные кредиты",15,"подержанная машина","ненадежный",1
24,"арендатор","мужчина (женатый или вдовец)",3127,"есть непогашенные кредиты",26,"бытовая техника","надежный",1
28,"домовладелец","мужчина (одинокий)",4675,"есть просрочки платежей",37,"бытовая техника","ненадежный",2
30,"арендатор","мужчина (одинокий)",2145,"есть непогашенные кредиты",56,"ремонт жилья","ненадежный",1
37,"без жилья","женщина",6107,"есть просрочки платежей",35,"подержанная машина","надежный",2
58,"домовладелец","мужчина (одинокий)",5548,"есть просрочки платежей",27,"мебель","надежный",1
28,"домовладелец","женщина",2156,"есть непогашенные кредиты",13,"мебель","надежный",1
39,"домовладелец","мужчина (одинокий)",5822,"есть просрочки платежей",32,"подержанная машина","надежный",2
42,"домовладелец","мужчина (одинокий)",1938,"есть непогашенные кредиты",15,"новая машина","надежный",1
28,"домовладелец","женщина",2329,"есть просрочки платежей",12,"мебель","надежный",1
28,"домовладелец","женщина",1751,"есть непогашенные кредиты",17,"новая машина","ненадежный",1
40,"без жилья","мужчина (одинокий)",4820,"есть непогашенные кредиты",81,"другое","надежный",1
54,"без жилья","мужчина (одинокий)",1412,"есть просрочки платежей",16,"образование","надежный",2
27,"арендатор","женщина",2883,"не было кредитов",9,"мебель","ненадежный",2
33,"домовладелец","мужчина (одинокий)",2804,"есть непогашенные кредиты",23,"бытовая техника","надежный",1
32,"домовладелец","женщина",834,"есть непогашенные кредиты",18,"новая машина","ненадежный",1
20,"арендатор","мужчина (женатый или вдовец)",975,"есть непогашенные кредиты",20,"другое","ненадежный",1
39,"домовладелец","мужчина (одинокий)",3783,"есть просрочки платежей",15,"подержанная машина","надежный",2
44,"без жилья","мужчина (одинокий)",1488,"есть непогашенные кредиты",7,"бытовая техника","надежный",1
26,"домовладелец","мужчина (женатый или вдовец)",2566,"есть просрочки платежей",12,"мебель","надежный",2
40,"домовладелец","мужчина (одинокий)",2072,"есть непогашенные кредиты",7,"мебель","надежный",1
38,"арендатор","женщина",4224,"есть непогашенные кредиты",16,"мебель","надежный",1
35,"без жилья","мужчина (одинокий)",1017,"есть просрочки платежей",17,"бытовая техника","ненадежный",2
59,"арендатор","мужчина (одинокий)",17087,"не было кредитов",68,"бизнес","ненадежный",1
