"Class","Year_begin","Year_end","Subject","ShortName","TeamSize","Status","OlympiadType"
10,2013,2014,"Обществознание","ГБОУ СОШ № 2091",5,"призёр","Всероссийская олимпиада"
11,2018,2019,"Экономика","ГБОУ школа № 1514",4,"победитель","Всероссийская олимпиада"
8,2017,2018,"География","ГБОУ школа № 1298 «Профиль Куркино»",4,"призёр","Московская олимпиада"
11,2015,2016,"Иностранный язык (французский язык)","ГБОУ школа № 1133",5,"призёр","Районная олимпиада"
9,2014,2015,"Основы безопасности жизнедеятельности","ГБОУ школа № 498",4,"призёр","Всероссийская олимпиада"
9,2015,2016,"Математика","ГБОУ «Школа-интернат «Интеллектуал»",3,"призёр","Всероссийская олимпиада"
9,2012,2013,"Иностранный язык (испанский язык)","ГБОУ СОШ № 1237",3,"призёр","Московская олимпиада"
11,2017,2018,"Иностранный язык (английский язык)","ГБОУ школа № 1563",3,"призёр","Всероссийская олимпиада"
10,2017,2018,"Химия","ГБОУ школа № 1568",5,"призёр","Районная олимпиада"
11,2018,2019,"История","ГБОУ школа «Свиблово»",3,"призёр","Московская олимпиада"
10,2019,2020,"Обществознание","ГБОУ школа № 1514",3,"призёр","Всероссийская олимпиада"
10,2015,2016,"Иностранный язык (немецкий язык)","ГБОУ школа № 2104 на Таганке",5,"призёр","Всероссийская олимпиада"
9,2016,2017,"Физика","ГБОУ лицей «Вторая школа»",5,"призёр","Всероссийская олимпиада"
10,2018,2019,"Литература","ГБОУ «Московская международная школа»",4,"победитель","Всероссийская олимпиада"
3,2013,2014,"Изобразительное искусство","ГБОУ СОШ № 2055",4,"призёр","Московская олимпиада"
9,2019,2020,"Физическая культура","ГБОУ школа № 1501",5,"призёр","Всероссийская олимпиада"
11,2014,2015,"Экономика","ГБОУ лицей «Вторая школа»",3,"победитель","Всероссийская олимпиада"
8,2013,2014,"Химия","ГБОУ Московская гимназия на Юго-Западе № 1543",5,"призёр","Московская олимпиада"
9,2018,2019,"Биология","ГБОУ школа № 1210",3,"призёр","Всероссийская олимпиада"
11,2014,2015,"Обществознание","НИУ ВШЭ. лицей",4,"победитель","Районная олимпиада"
10,2017,2018,"Технология","ГБОУ Образовательный центр «Протон»",4,"призёр","Всероссийская олимпиада"
11,2012,2013,"Право","ГБОУ лицей № 1564",3,"призёр","Районная олимпиада"
9,2017,2018,"Информатика и Информационно-коммуникационные технологии (ИКТ)","ГБОУ школа «Покровский квартал»",3,"призёр","Московская олимпиада"
11,2018,2019,"Химия","ГБПОУ «Воробьевы горы»",5,"призёр","Районная олимпиада"
10,2018,2019,"Право","ГБОУ школа № 1508",5,"призёр","Всероссийская олимпиада"
11,2013,2014,"Математика","ГБОУ СОШ № 9",4,"призёр","Районная олимпиада"
11,2018,2019,"История","ГБОУ школа № 1394",4,"победитель","Московская олимпиада"
7,2016,2017,"филология","ГБОУ школа № 2009",5,"призёр","Московская олимпиада"
10,2017,2018,"филология","ГБОУ школа № 879",5,"призёр","Московская олимпиада"
11,2016,2017,"Математика","ГБОУ школа № 57",4,"призёр","Московская олимпиада"
11,2016,2017,"Русский язык","ГБОУ школа № 2097",3,"победитель","Всероссийская олимпиада"
9,2017,2018,"Литература","ГБОУ школа № 1310",5,"победитель","Всероссийская олимпиада"
11,2016,2017,"История","НИУ ВШЭ. лицей",4,"призёр","Всероссийская олимпиада"
6,2018,2019,"Изобразительное искусство","ГБОУ школа № 1980",3,"призёр","Московская олимпиада"
11,2016,2017,"Обществознание","ГБОУ гимназия № 45",5,"победитель","Всероссийская олимпиада"
11,2016,2017,"Экономика","ГБОУ лицей «Вторая школа»",4,"призёр","Всероссийская олимпиада"
10,2016,2017,"Русский язык","ГБОУ школа № 1251 имени генерала Шарля де Голля",4,"призёр","Всероссийская олимпиада"
9,2017,2018,"Химия","ГБОУ школа № 1568",5,"призёр","Московская олимпиада"
7,2018,2019,"филология","ГБОУ школа № 1980",5,"призёр","Московская олимпиада"
9,2016,2017,"Физика","ГБОУ школа «Интеллектуал»",4,"призёр","Московская олимпиада"
11,2017,2018,"Иностранный язык (испанский язык)","Российская академия государственной службы при Президенте Российской Федерации",3,"призёр","Всероссийская олимпиада"
11,2016,2017,"Физическая культура","ГБОУ школа № 89",3,"победитель","Всероссийская олимпиада"
10,2017,2018,"Право","ГБОУ школа № 1251 имени генерала Шарля де Голля",5,"призёр","Всероссийская олимпиада"
11,2018,2019,"Математика","ГБОУ «Курчатовская школа»",5,"призёр","Всероссийская олимпиада"
10,2019,2020,"Химия","ГБОУ школа № 1329",5,"победитель","Всероссийская олимпиада"
9,2013,2014,"Химия","ГБОУ ЦО № 57",4,"призёр","Всероссийская олимпиада"
11,2018,2019,"Физика","ГБОУ школа «Интеллектуал»",4,"призёр","Всероссийская олимпиада"
11,2012,2013,"История","ГБОУ ЦО № 109",3,"призёр","Всероссийская олимпиада"
9,2013,2014,"География","ГБОУ СОШ № 2020",5,"призёр","Всероссийская олимпиада"
9,2017,2018,"Искусство (МХК)","ГБОУ школа «Интеллектуал»",3,"призёр","Всероссийская олимпиада"
11,2016,2017,"Экономика","ГБОУ лицей № 1535",3,"призёр","Московская олимпиада"
7,2018,2019,"Робототехника","ГБОУ школа № 86 имени М.Е. Катукова",4,"призёр","Московская олимпиада"
9,2015,2016,"Технология","ГБОУ школа № 1000",5,"призёр","Всероссийская олимпиада"
11,2017,2018,"Основы безопасности жизнедеятельности","ГБОУ школа № 1980",3,"призёр","Всероссийская олимпиада"
10,2014,2015,"Основы безопасности жизнедеятельности","ГБОУ школа № 1770",5,"призёр","Районная олимпиада"
11,2015,2016,"Биология","ГБОУ лицей № 1557",5,"призёр","Всероссийская олимпиада"
11,2012,2013,"Математика","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",5,"призёр","Всероссийская олимпиада"
11,2016,2017,"Право","ГБОУ гимназия № 1562",4,"призёр","Всероссийская олимпиада"
11,2017,2018,"астрономия","ГБОУ школа № 179",5,"призёр","Московская олимпиада"
10,2013,2014,"Физика","ГБОУ гимназия № 1514",4,"призёр","Всероссийская олимпиада"
11,2015,2016,"Химия","ГБОУ лицей № 1793",3,"призёр","Московская олимпиада"
11,2015,2016,"Литература","ГБОУ гимназия № 1358",3,"призёр","Всероссийская олимпиада"
10,2019,2020,"Обществознание","ГБОУ школа № 1533 «ЛИТ»",3,"призёр","Всероссийская олимпиада"
8,2017,2018,"Информатика и Информационно-коммуникационные технологии (ИКТ)","ГБОУ школа № 2007 ФМШ",3,"призёр","Московская олимпиада"
11,2015,2016,"Изобразительное искусство","ГБОУ школа № 1450 «Олимп»",3,"призёр","Московская олимпиада"
10,2014,2015,"География","ГБОУ школа № 170",5,"призёр","Всероссийская олимпиада"
10,2014,2015,"Экология","ГБОУ СОШ № 2031",3,"призёр","Всероссийская олимпиада"
8,2014,2015,"Технология","ГБОУ лицей № 1553 им. В. И. Вернадского",5,"призёр","Московская олимпиада"
11,2014,2015,"Обществознание","ГБОУ гимназия № 1306",4,"призёр","Районная олимпиада"
10,2016,2017,"Физическая культура","ГБОУ гимназия № 1558 имени Росалии де Кастро",5,"призёр","Всероссийская олимпиада"
10,2017,2018,"История","ГБОУ школа № 1542",3,"призёр","Районная олимпиада"
10,2016,2017,"Иностранный язык (немецкий язык)","ГБОУ лицей № 1501",5,"призёр","Районная олимпиада"
9,2019,2020,"Информатика","ОАНО «Школа «ЛЕТОВО»",4,"победитель","Всероссийская олимпиада"
10,2013,2014,"Математика","ГБОУ Московская гимназия на Юго-Западе № 1543",5,"призёр","Московская олимпиада"
9,2016,2017,"Технология","ГБОУ школа № 1298",3,"победитель","Районная олимпиада"
9,2015,2016,"Информатика","ГАОУ ВО МИОО. СОШ № 179",5,"призёр","Районная олимпиада"
11,2019,2020,"астрономия","университетская гимназия",4,"призёр","Всероссийская олимпиада"
11,2018,2019,"Иностранный язык (английский язык)","ГБОУ школа «Покровский квартал»",4,"призёр","Всероссийская олимпиада"
10,2015,2016,"Экономика","НИУ ВШЭ. лицей",3,"призёр","Московская олимпиада"
10,2018,2019,"Физика","ГАОУ школа № 548",3,"призёр","Московская олимпиада"
11,2014,2015,"История","ГБОУ Московская гимназия на Юго-Западе № 1543",3,"призёр","Всероссийская олимпиада"
11,2013,2014,"Изобразительное искусство","ГБОУ гимназия № 1577",5,"призёр","Московская олимпиада"
8,2019,2020,"Физика","ГБОУ школа № 1329",5,"призёр","Всероссийская олимпиада"
10,2016,2017,"Иностранный язык (итальянский язык)","ГБОУ школа «Интеллектуал»",3,"призёр","Всероссийская олимпиада"
11,2014,2015,"Химия","ГБОУ СОШ № 1950",5,"призёр","Московская олимпиада"
10,2019,2020,"Иностранный язык (итальянский язык)","ГБОУ школа № 57",4,"призёр","Всероссийская олимпиада"
9,2019,2020,"Математика","ГБОУ школа № 1329",3,"призёр","Районная олимпиада"
11,2017,2018,"филология","ГБОУ школа № 1980",3,"призёр","Московская олимпиада"
7,2017,2018,"Робототехника","ГБОУ школа № 1568",4,"призёр","Московская олимпиада"
8,2018,2019,"История","ГБОУ школа № 1290",3,"победитель","Московская олимпиада"
9,2019,2020,"Информатика","ГБОУ «Лицей «Вторая школа»",3,"призёр","Всероссийская олимпиада"
9,2016,2017,"Математика","ГБОУ гимназия № 1534",3,"призёр","Всероссийская олимпиада"
9,2016,2017,"Право","ФГБОУ СОШ № 1699",4,"победитель","Всероссийская олимпиада"
8,2012,2013,"Биология","ГБОУ лицей № 1568",4,"призёр","Московская олимпиада"
9,2013,2014,"филология","ГБОУ школа № 2075",4,"призёр","Московская олимпиада"
5,2017,2018,"Технология","ГБОУ школа № 1245",5,"призёр","Московская олимпиада"
8,2015,2016,"Робототехника","ГБОУ школа № 853",5,"призёр","Московская олимпиада"
7,2017,2018,"География","ГБОУ школа № 1579",3,"призёр","Московская олимпиада"
10,2014,2015,"Иностранный язык (немецкий язык)","ГБОУ СОШ № 1222",4,"призёр","Всероссийская олимпиада"
10,2016,2017,"Право","ГБОУ школа № 121",4,"призёр","Районная олимпиада"
9,2016,2017,"Информатика","ГАОУ ВО МИОО. СОШ № 179",3,"победитель","Всероссийская олимпиада"
11,2017,2018,"астрономия","ГБОУ лицей «Вторая школа»",4,"призёр","Всероссийская олимпиада"
9,2017,2018,"Литература","ГБОУ школа № 1269",4,"призёр","Всероссийская олимпиада"
9,2016,2017,"География","ГБОУ Многопрофильный лицей № 1799",3,"призёр","Районная олимпиада"
9,2013,2014,"Изобразительное искусство","ГБОУ СОШ № 996",4,"призёр","Московская олимпиада"
11,2017,2018,"Основы безопасности жизнедеятельности","ФГКОУ «Кадетский корпус Следственного комитета Российской Федерации имени Александра Невского» или «Кадетский корпус Следственного комитета»",4,"победитель","Всероссийская олимпиада"
10,2015,2016,"Физическая культура","ГБОУ школа № 627",4,"призёр","Всероссийская олимпиада"
11,2013,2014,"Иностранный язык (испанский язык)","ГБОУ школа № 1252 имени Сервантеса",3,"призёр","Московская олимпиада"
11,2019,2020,"Физическая культура","ГБОУ школа № 2065",3,"призёр","Районная олимпиада"
11,2016,2017,"История","ГБОУ гимназия № 1274",5,"призёр","Всероссийская олимпиада"
9,2016,2017,"Право","ГБОУ лицей № 1547",3,"призёр","Всероссийская олимпиада"
9,2014,2015,"Экология","ГБОУ школа № 171",5,"призёр","Всероссийская олимпиада"
11,2017,2018,"Экология","ГБОУ школа № 1543",5,"призёр","Всероссийская олимпиада"
6,2016,2017,"Изобразительное искусство","ГБОУ гимназия № 1576",4,"призёр","Московская олимпиада"
9,2015,2016,"Обществознание","ГБОУ Пушкинский лицей № 1500",5,"призёр","Всероссийская олимпиада"
11,2016,2017,"Иностранный язык (немецкий язык)","ГБОУ школа № 1234",3,"призёр","Всероссийская олимпиада"
9,2018,2019,"Иностранный язык (французский язык)","ГБОУ школа № 978",4,"победитель","Всероссийская олимпиада"
10,2015,2016,"Русский язык","ГБОУ школа № 1253",4,"призёр","Всероссийская олимпиада"
9,2015,2016,"Математика","ГБОУ гимназия № 1514",5,"призёр","Московская олимпиада"
9,2012,2013,"Обществознание","ГБОУ СОШ № 780",3,"призёр","Всероссийская олимпиада"
11,2018,2019,"Физическая культура","ГБОУ школа № 924",3,"призёр","Всероссийская олимпиада"
10,2018,2019,"Биология","университетская гимназия",5,"победитель","Всероссийская олимпиада"
5,2017,2018,"филология","ГБОУ школа № 1252",5,"призёр","Московская олимпиада"
